anas_platyrhynchos_platyrhynchos ENSAPLG00000002401
anser_brachyrhynchus ENSABRG00000006745
gallus_gallus ENSGALG00000008283
coturnix_japonica ENSCJPG00005013736
meleagris_gallopavo ENSMGAG00000008598
numida_meleagris ENSNMEG00000002409
taeniopygia_guttata ENSTGUG00000009991
lonchura_striata_domestica ENSLSDG00000000624
serinus_canaria ENSSCAG00000014232
junco_hyemalis ENSJHYG00000011307
zonotrichia_albicollis ENSZALG00000006190
ficedula_albicollis ENSFALG00000007804
parus_major ENSPMJG00000000820
cyanistes_caeruleus ENSCCEG00000014302
lepidothrix_coronata ENSLCOG00000000022
lepidothrix_coronata ENSLCOG00000015684
manacus_vitellinus ENSMVIG00005002638
melopsittacus_undulatus ENSMUNG00000008300
calidris_pygmaea ENSCPGG00000005377
calidris_pugnax ENSCPUG00000017010
dromaius_novaehollandiae ENSDNVG00000002114
apteryx_owenii ENSAOWG00000017829
nothoprocta_perdicaria ENSNPEG00000006725
crocodylus_porosus ENSCPRG00005011757
chelonoidis_abingdonii ENSCABG00000012727
gopherus_agassizii ENSGAGG00000004355
chrysemys_picta_bellii ENSCPBG00000015588
pelodiscus_sinensis ENSPSIG00000012274
sphenodon_punctatus ENSSPUG00000012725
notechis_scutatus ENSNSUG00000003089
notechis_scutatus ENSNSUG00000009072
pogona_vitticeps ENSPVIG00000011811
pogona_vitticeps ENSPVIG00000011810
anolis_carolinensis ENSACAG00000011299
sarcophilus_harrisii ENSSHAG00000013380
phascolarctos_cinereus ENSPCIG00000002428
monodelphis_domestica ENSMODG00000002737
bos_mutus ENSBMUG00000020608
bos_taurus ENSBTAG00000052825
ovis_aries ENSOARG00000020635
sus_scrofa ENSSSCG00000011780
castor_canadensis ENSCCNG00000014911
dipodomys_ordii ENSDORG00000026348
peromyscus_maniculatus_bairdii ENSPEMG00000010910
microtus_ochrogaster ENSMOCG00000006421
cricetulus_griseus_chok1gshd ENSCGRG00001000606
cricetulus_griseus_crigri ENSCGRG00000015605
cricetulus_griseus_crigri-picr ENSCGRG00015002709
mesocricetus_auratus ENSMAUG00000013755
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021471
mus_musculus ENSMUSG00000022818
mus_spicilegus ENSMSIG00000010757
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020574
mus_pahari MGP_PahariEiJ_G0016278
rattus_norvegicus ENSRNOG00000042367
meriones_unguiculatus ENSMUGG00000004290
nannospalax_galili ENSNGAG00000020075
jaculus_jaculus ENSJJAG00000020951
octodon_degus ENSODEG00000014006
chinchilla_lanigera ENSCLAG00000016420
cavia_porcellus ENSCPOG00000025499
cavia_aperea ENSCAPG00000016914
urocitellus_parryii ENSUPAG00010003684
spermophilus_dauricus ENSSDAG00000018291
ictidomys_tridecemlineatus ENSSTOG00000019669
marmota_marmota_marmota ENSMMMG00000006246
oryctolagus_cuniculus ENSOCUG00000022628
pan_troglodytes ENSPTRG00000048232
pan_paniscus ENSPPAG00000032200
gorilla_gorilla ENSGGOG00000036736
carlito_syrichta ENSTSYG00000027522
prolemur_simus ENSPSMG00000021860
propithecus_coquereli ENSPCOG00000016717
microcebus_murinus ENSMICG00000049184
otolemur_garnettii ENSOGAG00000024553
xenopus_tropicalis ENSXETG00000001660
latimeria_chalumnae ENSLACG00000016153
