anolis_carolinensis ENSACAG00000004957
pogona_vitticeps ENSPVIG00000007265
notechis_scutatus ENSNSUG00000015761
salvator_merianae ENSSMRG00000017121
sphenodon_punctatus ENSSPUG00000000390
chelonoidis_abingdonii ENSCABG00000009629
gopherus_agassizii ENSGAGG00000018950
chrysemys_picta ENSCPBG00000003345
pelodiscus_sinensis ENSPSIG00000004811
zonotrichia_albicollis ENSZALG00000006363
junco_hyemalis ENSJHYG00000012105
ficedula_albicollis ENSFALG00000000850
parus_major ENSPMJG00000003408
taeniopygia_guttata ENSTGUG00000004794
lonchura_striata ENSLSDG00000010715
cyanistes_caeruleus ENSCCEG00000007061
lepidothrix_coronata ENSLCOG00000014788
manacus_vitellinus ENSMVIG00005013812
melopsittacus_undulatus ENSMUNG00000006859
anas_platyrhynchos ENSAPLG00000003545
calidris_pugnax ENSCPUG00000004911
calidris_pygmaea ENSCPGG00000010494
gallus_gallus ENSGALG00000035047
coturnix_japonica ENSCJPG00005015277
meleagris_gallopavo ENSMGAG00000003880
numida_meleagris ENSNMEG00000015839
anser_brachyrhynchus ENSABRG00000013104
apteryx_rowi ENSARWG00000001318
apteryx_haastii ENSAHAG00000006977
apteryx_owenii ENSAOWG00000005624
dromaius_novaehollandiae ENSDNVG00000017671
nothoprocta_perdicaria ENSNPEG00000012253
latimeria_chalumnae ENSLACG00000012585
pygocentrus_nattereri ENSPNAG00000011423
astyanax_mexicanus ENSAMXG00005013288
ictalurus_punctatus ENSIPUG00000001884
danio_rerio ENSDARG00000101008
denticeps_clupeoides ENSDCDG00000027155
clupea_harengus ENSCHAG00000014856
fundulus_heteroclitus ENSFHEG00000016283
cyprinodon_variegatus ENSCVAG00000006842
xiphophorus_maculatus ENSXMAG00000014132
xiphophorus_couchianus ENSXCOG00000010827
gambusia_affinis ENSGAFG00000013501
poecilia_formosa ENSPFOG00000009553
poecilia_mexicana ENSPMEG00000008088
poecilia_latipinna ENSPLAG00000007374
poecilia_reticulata ENSPREG00000006041
kryptolebias_marmoratus ENSKMAG00000010083
oryzias_melastigma ENSOMEG00000007952
oryzias_latipes ENSORLG00000022729
gouania_willdenowi ENSGWIG00000000905
amphiprion_ocellaris ENSAOCG00000021603
amphiprion_percula ENSAPEG00000018710
acanthochromis_polyacanthus ENSAPOG00000017033
stegastes_partitus ENSSPAG00000017061
parambassis_ranga ENSPRNG00000007362
maylandia_zebra ENSMZEG00005000216
maylandia_zebra ENSMZEG00005015385
haplochromis_burtoni ENSHBUG00000014919
astatotilapia_calliptera ENSACLG00000004236
pundamilia_nyererei ENSPNYG00000016914
neolamprologus_brichardi ENSNBRG00000021712
oreochromis_niloticus ENSONIG00000019831
amphilophus_citrinellus ENSACIG00000009761
hippocampus_comes ENSHCOG00000011358
periophthalmus_magnuspinnatus ENSPMGG00000008322
takifugu_rubripes ENSTRUG00000020755
tetraodon_nigroviridis ENSTNIG00000002922
mola_mola ENSMMOG00000018343
labrus_bergylta ENSLBEG00000020862
larimichthys_crocea ENSLCRG00005014224
cottoperca_gobio ENSCGOG00000022873
gasterosteus_aculeatus ENSGACG00000020011
scophthalmus_maximus ENSSMAG00000021079
cynoglossus_semilaevis ENSCSEG00000021057
lates_calcarifer ENSLCAG00010011499
seriola_lalandi ENSSLDG00000009879
seriola_lalandi ENSSLDG00000014848
seriola_dumerili ENSSDUG00000021501
monopterus_albus ENSMALG00000003938
mastacembelus_armatus ENSMAMG00000017360
anabas_testudineus ENSATEG00000014772
betta_splendens ENSBSLG00000007632
gadus_morhua ENSGMOG00000017985
hucho_hucho ENSHHUG00000047144
hucho_hucho ENSHHUG00000021422
esox_lucius ENSELUG00000016467
scleropages_formosus ENSSFOG00015021175
paramormyrops_kingsleyae ENSPKIG00000004327
lepisosteus_oculatus ENSLOCG00000015879
erpetoichthys_calabaricus ENSECRG00000020641
callorhinchus_milii ENSCMIG00000018061
