chrysemys_picta_bellii ENSCPBG00000025811
chelonoidis_abingdonii ENSCABG00000009184
pelodiscus_sinensis ENSPSIG00000010934
apteryx_owenii ENSAOWG00000016015
apteryx_haastii ENSAHAG00000009387
apteryx_rowi ENSARWG00000003576
dromaius_novaehollandiae ENSDNVG00000015171
nothoprocta_perdicaria ENSNPEG00000010876
manacus_vitellinus ENSMVIG00005009780
lepidothrix_coronata ENSLCOG00000010736
lonchura_striata_domestica ENSLSDG00000011231
taeniopygia_guttata ENSTGUG00000017384
serinus_canaria ENSSCAG00000009782
zonotrichia_albicollis ENSZALG00000009148
junco_hyemalis ENSJHYG00000015140
cyanistes_caeruleus ENSCCEG00000021266
parus_major ENSPMJG00000018695
ficedula_albicollis ENSFALG00000008144
calidris_pygmaea ENSCPGG00000013914
calidris_pugnax ENSCPUG00000017298
melopsittacus_undulatus ENSMUNG00000014195
anas_platyrhynchos_platyrhynchos ENSAPLG00000027703
anser_brachyrhynchus ENSABRG00000015339
gallus_gallus ENSGALG00000020984
meleagris_gallopavo ENSMGAG00000002776
coturnix_japonica ENSCJPG00005021368
numida_meleagris ENSNMEG00000016193
anolis_carolinensis ENSACAG00000001220
pogona_vitticeps ENSPVIG00000022455
notechis_scutatus ENSNSUG00000014246
salvator_merianae ENSSMRG00000011038
sphenodon_punctatus ENSSPUG00000017967
crocodylus_porosus ENSCPRG00005006324
phascolarctos_cinereus ENSPCIG00000011515
sarcophilus_harrisii ENSSHAG00000006334
monodelphis_domestica ENSMODG00000006187
castor_canadensis ENSCCNG00000030274
dipodomys_ordii ENSDORG00000029257
cricetulus_griseus_crigri ENSCGRG00000016469
cricetulus_griseus_chok1gshd ENSCGRG00001012745
cricetulus_griseus_crigri-picr ENSCGRG00015015515
mesocricetus_auratus ENSMAUG00000018345
microtus_ochrogaster ENSMOCG00000020187
peromyscus_maniculatus_bairdii ENSPEMG00000025415
mus_spicilegus ENSMSIG00000014424
mus_musculus ENSMUSG00000015484
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015539
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014732
mus_pahari MGP_PahariEiJ_G0027968
rattus_norvegicus ENSRNOG00000024825
meriones_unguiculatus ENSMUGG00000012506
nannospalax_galili ENSNGAG00000008372
jaculus_jaculus ENSJJAG00000021236
heterocephalus_glaber_female ENSHGLG00000012188
heterocephalus_glaber_male ENSHGLG00100004650
fukomys_damarensis ENSFDAG00000011258
cavia_porcellus ENSCPOG00000036422
cavia_aperea ENSCAPG00000009808
chinchilla_lanigera ENSCLAG00000010569
octodon_degus ENSODEG00000003716
oryctolagus_cuniculus ENSOCUG00000022574
ochotona_princeps ENSOPRG00000013089
cebus_capucinus ENSCCAG00000027995
saimiri_boliviensis_boliviensis ENSSBOG00000005169
callithrix_jacchus ENSCJAG00000008093
aotus_nancymaae ENSANAG00000025282
pan_troglodytes ENSPTRG00000041446
pan_paniscus ENSPPAG00000035329
homo_sapiens ENSG00000143340
gorilla_gorilla ENSGGOG00000008032
pongo_abelii ENSPPYG00000000459
nomascus_leucogenys ENSNLEG00000015804
colobus_angolensis_palliatus ENSCANG00000031845
piliocolobus_tephrosceles ENSPTEG00000006493
rhinopithecus_roxellana ENSRROG00000030518
rhinopithecus_bieti ENSRBIG00000044088
cercocebus_atys ENSCATG00000034127
chlorocebus_sabaeus ENSCSAG00000012230
papio_anubis ENSPANG00000016558
mandrillus_leucophaeus ENSMLEG00000037530
theropithecus_gelada ENSTGEG00000000226
macaca_fascicularis ENSMFAG00000037711
macaca_nemestrina ENSMNEG00000041258
macaca_mulatta ENSMMUG00000039710
carlito_syrichta ENSTSYG00000028656
prolemur_simus ENSPSMG00000003402
propithecus_coquereli ENSPCOG00000019708
microcebus_murinus ENSMICG00000031528
otolemur_garnettii ENSOGAG00000029431
tupaia_belangeri ENSTBEG00000006329
bos_mutus ENSBMUG00000014537
bos_taurus ENSBTAG00000049599
bison_bison_bison ENSBBBG00000013761
capra_hircus ENSCHIG00000026083
ovis_aries ENSOARG00000017539
tursiops_truncatus ENSTTRG00000011128
sus_scrofa ENSSSCG00000033352
pteropus_vampyrus ENSPVAG00000012204
myotis_lucifugus ENSMLUG00000006573
erinaceus_europaeus ENSEEUG00000008689
neovison_vison ENSNVIG00000009156
mustela_putorius_furo ENSMPUG00000005239
canis_lupus_dingo ENSCAFG00020016565
canis_lupus_familiaris ENSCAFG00000013814
vulpes_vulpes ENSVVUG00000012435
ursus_americanus ENSUAMG00000021777
ailuropoda_melanoleuca ENSAMEG00000014754
panthera_pardus ENSPPRG00000012570
panthera_tigris_altaica ENSPTIG00000019138
felis_catus ENSFCAG00000027190
equus_caballus ENSECAG00000023561
equus_asinus_asinus ENSEASG00005016628
urocitellus_parryii ENSUPAG00010003739
ictidomys_tridecemlineatus ENSSTOG00000012589
spermophilus_dauricus ENSSDAG00000007559
marmota_marmota_marmota ENSMMMG00000016748
dasypus_novemcinctus ENSDNOG00000049734
choloepus_hoffmanni ENSCHOG00000000157
loxodonta_africana ENSLAFG00000026601
ornithorhynchus_anatinus ENSOANG00000000965
latimeria_chalumnae ENSLACG00000004642
mola_mola ENSMMOG00000007179
tetraodon_nigroviridis ENSTNIG00000010171
oryzias_latipes_asm223469v1 ENSORLG00015009564
oryzias_latipes ENSORLG00000029449
oryzias_latipes ENSORLG00020014252
oryzias_melastigma ENSOMEG00000004306
scophthalmus_maximus ENSSMAG00000021000
mastacembelus_armatus ENSMAMG00000006689
monopterus_albus ENSMALG00000017668
gasterosteus_aculeatus ENSGACG00000007937
fundulus_heteroclitus ENSFHEG00000003140
gambusia_affinis ENSGAFG00000006854
cyprinodon_variegatus ENSCVAG00000014956
cynoglossus_semilaevis ENSCSEG00000016348
labrus_bergylta ENSLBEG00000027530
takifugu_rubripes ENSTRUG00000001677
hippocampus_comes ENSHCOG00000007889
poecilia_formosa ENSPFOG00000015907
poecilia_mexicana ENSPMEG00000015977
poecilia_latipinna ENSPLAG00000011995
poecilia_reticulata ENSPREG00000012226
xiphophorus_maculatus ENSXMAG00000002457
xiphophorus_couchianus ENSXCOG00000006361
kryptolebias_marmoratus ENSKMAG00000004555
