pteropus_vampyrus ENSPVAG00000007821
myotis_lucifugus ENSMLUG00000012438
erinaceus_europaeus ENSEEUG00000010948
capra_hircus ENSCHIG00000012847
ovis_aries ENSOARG00000015017
bos_mutus ENSBMUG00000018372
bos_taurus ENSBTAG00000008845
bison_bison_bison ENSBBBG00000024337
vicugna_pacos ENSVPAG00000004589
tursiops_truncatus ENSTTRG00000009079
sus_scrofa ENSSSCG00000009681
equus_caballus ENSECAG00000019848
equus_asinus_asinus ENSEASG00005016353
ursus_maritimus ENSUMAG00000022190
ursus_americanus ENSUAMG00000026259
ailuropoda_melanoleuca ENSAMEG00000015995
neovison_vison ENSNVIG00000006207
mustela_putorius_furo ENSMPUG00000000997
canis_lupus_familiaris ENSCAFG00000008263
canis_lupus_dingo ENSCAFG00020012346
vulpes_vulpes ENSVVUG00000003168
panthera_tigris_altaica ENSPTIG00000018770
panthera_pardus ENSPPRG00000005064
felis_catus ENSFCAG00000003520
mus_musculus ENSMUSG00000021975
mus_spicilegus ENSMSIG00000015724
rattus_norvegicus ENSRNOG00000013459
meriones_unguiculatus ENSMUGG00000022741
cricetulus_griseus_chok1gshd ENSCGRG00001024549
cricetulus_griseus_crigri ENSCGRG00000014306
cricetulus_griseus_crigri-picr ENSCGRG00015009673
mesocricetus_auratus ENSMAUG00000016286
microtus_ochrogaster ENSMOCG00000009792
peromyscus_maniculatus_bairdii ENSPEMG00000023972
nannospalax_galili ENSNGAG00000024198
dipodomys_ordii ENSDORG00000008604
urocitellus_parryii ENSUPAG00010003602
ictidomys_tridecemlineatus ENSSTOG00000011703
spermophilus_dauricus ENSSDAG00000011348
marmota_marmota_marmota ENSMMMG00000012520
castor_canadensis ENSCCNG00000018273
chinchilla_lanigera ENSCLAG00000015789
octodon_degus ENSODEG00000007631
cavia_porcellus ENSCPOG00000013825
cavia_aperea ENSCAPG00000012568
heterocephalus_glaber_male ENSHGLG00100010972
heterocephalus_glaber_female ENSHGLG00000005379
fukomys_damarensis ENSFDAG00000021050
jaculus_jaculus ENSJJAG00000014642
oryctolagus_cuniculus ENSOCUG00000015356
