pan_troglodytes ENSPTRG00000011571
pan_paniscus ENSPPAG00000027629
homo_sapiens ENSG00000083828
gorilla_gorilla ENSGGOG00000041324
nomascus_leucogenys ENSNLEG00000011007
macaca_mulatta ENSMMUG00000005338
macaca_fascicularis ENSMFAG00000031306
macaca_nemestrina ENSMNEG00000043779
mandrillus_leucophaeus ENSMLEG00000028589
cercocebus_atys ENSCATG00000034473
chlorocebus_sabaeus ENSCSAG00000001619
rhinopithecus_bieti ENSRBIG00000033094
rhinopithecus_roxellana ENSRROG00000043968
piliocolobus_tephrosceles ENSPTEG00000003862
colobus_angolensis_palliatus ENSCANG00000042871
cebus_capucinus ENSCCAG00000035285
saimiri_boliviensis_boliviensis ENSSBOG00000011198
callithrix_jacchus ENSCJAG00000039284
aotus_nancymaae ENSANAG00000036497
carlito_syrichta ENSTSYG00000007499
