astyanax_mexicanus ENSAMXG00000032700
pygocentrus_nattereri ENSPNAG00000013259
ictalurus_punctatus ENSIPUG00000022716
danio_rerio ENSDARG00000056504
fundulus_heteroclitus ENSFHEG00000010540
cyprinodon_variegatus ENSCVAG00000009985
xiphophorus_maculatus ENSXMAG00000007751
xiphophorus_couchianus ENSXCOG00000005312
gambusia_affinis ENSGAFG00000013855
poecilia_formosa ENSPFOG00000006721
poecilia_latipinna ENSPLAG00000005321
poecilia_mexicana ENSPMEG00000013816
poecilia_reticulata ENSPREG00000000097
oryzias_latipes ENSORLG00000008106
oryzias_latipes_asm223469v1 ENSORLG00015014159
oryzias_latipes ENSORLG00020014355
oryzias_melastigma ENSOMEG00000002468
cynoglossus_semilaevis ENSCSEG00000015950
maylandia_zebra ENSMZEG00005007549
haplochromis_burtoni ENSHBUG00000010667
astatotilapia_calliptera ENSACLG00000027065
pundamilia_nyererei ENSPNYG00000015209
neolamprologus_brichardi ENSNBRG00000006806
oreochromis_niloticus ENSONIG00000010162
amphilophus_citrinellus ENSACIG00000022283
kryptolebias_marmoratus ENSKMAG00000005841
amphiprion_percula ENSAPEG00000002486
amphiprion_ocellaris ENSAOCG00000024240
acanthochromis_polyacanthus ENSAPOG00000001060
stegastes_partitus ENSSPAG00000013294
monopterus_albus ENSMALG00000018497
mastacembelus_armatus ENSMAMG00000012406
anabas_testudineus ENSATEG00000010414
seriola_dumerili ENSSDUG00000018886
seriola_lalandi_dorsalis ENSSLDG00000024191
scophthalmus_maximus ENSSMAG00000001213
gasterosteus_aculeatus ENSGACG00000016888
labrus_bergylta ENSLBEG00000001466
tetraodon_nigroviridis ENSTNIG00000007128
takifugu_rubripes ENSTRUG00000016208
mola_mola ENSMMOG00000004008
periophthalmus_magnuspinnatus ENSPMGG00000019273
hippocampus_comes ENSHCOG00000000224
gadus_morhua ENSGMOG00000000867
esox_lucius ENSELUG00000021712
paramormyrops_kingsleyae ENSPKIG00000024189
scleropages_formosus ENSSFOG00015021361
lepisosteus_oculatus ENSLOCG00000013868
eptatretus_burgeri ENSEBUG00000014053
phascolarctos_cinereus ENSPCIG00000007530
notamacropus_eugenii ENSMEUG00000007509
sarcophilus_harrisii ENSSHAG00000005886
monodelphis_domestica ENSMODG00000019031
pan_troglodytes ENSPTRG00000043123
pan_paniscus ENSPPAG00000043174
pan_troglodytes ENSPTRG00000044710
pan_troglodytes ENSPTRG00000050204
pongo_abelii ENSPPYG00000029810
chlorocebus_sabaeus ENSCSAG00000017729
carlito_syrichta ENSTSYG00000031599
heterocephalus_glaber_male ENSHGLG00100015285
ursus_americanus ENSUAMG00000012123
urocitellus_parryii ENSUPAG00010008389
ictidomys_tridecemlineatus ENSSTOG00000002857
spermophilus_dauricus ENSSDAG00000018865
marmota_marmota_marmota ENSMMMG00000009914
otolemur_garnettii ENSOGAG00000005749
microcebus_murinus ENSMICG00000046816
prolemur_simus ENSPSMG00000010314
pan_troglodytes ENSPTRG00000016671
pan_troglodytes ENSPTRG00000050205
pan_paniscus ENSPPAG00000043170
homo_sapiens ENSG00000109536
nomascus_leucogenys ENSNLEG00000035849
rhinopithecus_roxellana ENSRROG00000015523
rhinopithecus_bieti ENSRBIG00000042219
piliocolobus_tephrosceles ENSPTEG00000014409
colobus_angolensis_palliatus ENSCANG00000020991
macaca_fascicularis ENSMFAG00000031178
macaca_mulatta ENSMMUG00000001824
chlorocebus_sabaeus ENSCSAG00000002899
cercocebus_atys ENSCATG00000029230
theropithecus_gelada ENSTGEG00000025361
mandrillus_leucophaeus ENSMLEG00000028881
oryctolagus_cuniculus ENSOCUG00000009038
ochotona_princeps ENSOPRG00000004722
heterocephalus_glaber_male ENSHGLG00100010674
heterocephalus_glaber_female ENSHGLG00000001211
fukomys_damarensis ENSFDAG00000012697
chinchilla_lanigera ENSCLAG00000004960
chinchilla_lanigera ENSCLAG00000009263
octodon_degus ENSODEG00000006953
heterocephalus_glaber_male ENSHGLG00100021211
heterocephalus_glaber_female ENSHGLG00000020943
heterocephalus_glaber_female ENSHGLG00000020402
heterocephalus_glaber_female ENSHGLG00000005601
heterocephalus_glaber_male ENSHGLG00100016261
fukomys_damarensis ENSFDAG00000000962
cavia_porcellus ENSCPOG00000022277
octodon_degus ENSODEG00000006458
chinchilla_lanigera ENSCLAG00000000370
carlito_syrichta ENSTSYG00000010985
tupaia_belangeri ENSTBEG00000017605
cricetulus_griseus_crigri ENSCGRG00000011860
cricetulus_griseus_chok1gshd ENSCGRG00001014998
cricetulus_griseus_crigri-picr ENSCGRG00015023255
mesocricetus_auratus ENSMAUG00000000847
peromyscus_maniculatus_bairdii ENSPEMG00000000650
microtus_ochrogaster ENSMOCG00000023000
mus_spicilegus ENSMSIG00000020363
mus_spicilegus ENSMSIG00000019591
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032120
mus_musculus ENSMUSG00000031590
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031006
mus_pahari MGP_PahariEiJ_G0021475
rattus_norvegicus ENSRNOG00000009846
meriones_unguiculatus ENSMUGG00000017445
nannospalax_galili ENSNGAG00000016411
jaculus_jaculus ENSJJAG00000020625
tupaia_belangeri ENSTBEG00000014491
pan_paniscus ENSPPAG00000041928
pan_troglodytes ENSPTRG00000013348
pan_paniscus ENSPPAG00000019769
nomascus_leucogenys ENSNLEG00000032333
bison_bison_bison ENSBBBG00000009985
bos_mutus ENSBMUG00000014102
bos_taurus ENSBTAG00000046517
ovis_aries ENSOARG00000002012
capra_hircus ENSCHIG00000013157
sorex_araneus ENSSARG00000002471
gorilla_gorilla ENSGGOG00000040796
gorilla_gorilla ENSGGOG00000043183
nomascus_leucogenys ENSNLEG00000027050
rhinopithecus_bieti ENSRBIG00000043822
nomascus_leucogenys ENSNLEG00000034108
papio_anubis ENSPANG00000031530
pongo_abelii ENSPPYG00000019865
pongo_abelii ENSPPYG00000029790
pan_troglodytes ENSPTRG00000046738
macaca_nemestrina ENSMNEG00000013798
marmota_marmota_marmota ENSMMMG00000011626
capra_hircus ENSCHIG00000013501
felis_catus ENSFCAG00000006586
neovison_vison ENSNVIG00000020655
equus_asinus_asinus ENSEASG00005017497
equus_caballus ENSECAG00000003122
myotis_lucifugus ENSMLUG00000023179
panthera_tigris_altaica ENSPTIG00000006566
panthera_pardus ENSPPRG00000019777
cebus_capucinus ENSCCAG00000024627
saimiri_boliviensis_boliviensis ENSSBOG00000034175
callithrix_jacchus ENSCJAG00000011272
aotus_nancymaae ENSANAG00000020876
nomascus_leucogenys ENSNLEG00000000930
felis_catus ENSFCAG00000025737
panthera_pardus ENSPPRG00000025003
ailuropoda_melanoleuca ENSAMEG00000013503
bison_bison_bison ENSBBBG00000003277
bos_mutus ENSBMUG00000009228
ovis_aries ENSOARG00000008592
mustela_putorius_furo ENSMPUG00000017962
canis_lupus_familiaris ENSCAFG00000007135
vicugna_pacos ENSVPAG00000011977
vicugna_pacos ENSVPAG00000000616
tursiops_truncatus ENSTTRG00000003429
sus_scrofa ENSSSCG00000006996
capra_hircus ENSCHIG00000011585
ursus_maritimus ENSUMAG00000021119
panthera_tigris_altaica ENSPTIG00000006588
pteropus_vampyrus ENSPVAG00000010551
bos_taurus ENSBTAG00000007089
propithecus_coquereli ENSPCOG00000022726
pongo_abelii ENSPPYG00000029891
cricetulus_griseus_crigri-picr ENSCGRG00015020734
cricetulus_griseus_crigri ENSCGRG00000003902
chinchilla_lanigera ENSCLAG00000006068
macaca_nemestrina ENSMNEG00000018620
procavia_capensis ENSPCAG00000014953
loxodonta_africana ENSLAFG00000011191
echinops_telfairi ENSETEG00000012349
dasypus_novemcinctus ENSDNOG00000014886
dipodomys_ordii ENSDORG00000016190
cavia_aperea ENSCAPG00000016056
heterocephalus_glaber_male ENSHGLG00100013169
tupaia_belangeri ENSTBEG00000012789
pan_troglodytes ENSPTRG00000052363
gorilla_gorilla ENSGGOG00000012888
homo_sapiens ENSG00000273748
pongo_abelii ENSPPYG00000011275
nomascus_leucogenys ENSNLEG00000007749
nomascus_leucogenys ENSNLEG00000031830
nomascus_leucogenys ENSNLEG00000028874
nomascus_leucogenys ENSNLEG00000036059
nomascus_leucogenys ENSNLEG00000032846
macaca_mulatta ENSMMUG00000047496
macaca_fascicularis ENSMFAG00000042873
papio_anubis ENSPANG00000032825
theropithecus_gelada ENSTGEG00000007461
rhinopithecus_roxellana ENSRROG00000032084
piliocolobus_tephrosceles ENSPTEG00000008701
castor_canadensis ENSCCNG00000016074
canis_lupus_dingo ENSCAFG00020000082
vulpes_vulpes ENSVVUG00000007181
erinaceus_europaeus ENSEEUG00000000145
choloepus_hoffmanni ENSCHOG00000000773
ornithorhynchus_anatinus ENSOANG00000005659
calidris_pygmaea ENSCPGG00000017229
calidris_pugnax ENSCPUG00000015286
melopsittacus_undulatus ENSMUNG00000004919
manacus_vitellinus ENSMVIG00005012284
lepidothrix_coronata ENSLCOG00000000726
anser_brachyrhynchus ENSABRG00000020052
anas_platyrhynchos_platyrhynchos ENSAPLG00000007785
gallus_gallus ENSGALG00000013590
meleagris_gallopavo ENSMGAG00000011481
coturnix_japonica ENSCJPG00005007132
numida_meleagris ENSNMEG00000008629
apteryx_rowi ENSARWG00000018057
apteryx_owenii ENSAOWG00000018572
nothoprocta_perdicaria ENSNPEG00000014584
dromaius_novaehollandiae ENSDNVG00000012684
taeniopygia_guttata ENSTGUG00000007028
lonchura_striata_domestica ENSLSDG00000008563
serinus_canaria ENSSCAG00000009677
cyanistes_caeruleus ENSCCEG00000011817
parus_major ENSPMJG00000003136
ficedula_albicollis ENSFALG00000011231
junco_hyemalis ENSJHYG00000008838
taeniopygia_guttata ENSTGUG00000016714
zonotrichia_albicollis ENSZALG00000011715
apteryx_haastii ENSAHAG00000008637
crocodylus_porosus ENSCPRG00005011383
gopherus_agassizii ENSGAGG00000025012
chelonoidis_abingdonii ENSCABG00000019024
chrysemys_picta_bellii ENSCPBG00000009211
pelodiscus_sinensis ENSPSIG00000017971
anolis_carolinensis ENSACAG00000006877
pogona_vitticeps ENSPVIG00000003914
notechis_scutatus ENSNSUG00000009503
salvator_merianae ENSSMRG00000009823
sphenodon_punctatus ENSSPUG00000017326
xenopus_tropicalis ENSXETG00000012470
latimeria_chalumnae ENSLACG00000010243
eptatretus_burgeri ENSEBUG00000012359
ciona_intestinalis ENSCING00000005161
ciona_savignyi ENSCSAVG00000008018
drosophila_melanogaster FBgn0036964
caenorhabditis_elegans_strain_n2 WBGene00014177
