labrus_bergylta ENSLBEG00000002238
gasterosteus_aculeatus ENSGACG00000019444
maylandia_zebra ENSMZEG00005023891
astatotilapia_calliptera ENSACLG00000007188
pundamilia_nyererei ENSPNYG00000002184
haplochromis_burtoni ENSHBUG00000018772
neolamprologus_brichardi ENSNBRG00000019590
amphilophus_citrinellus ENSACIG00000004064
amphiprion_ocellaris ENSAOCG00000016679
amphiprion_percula ENSAPEG00000023536
acanthochromis_polyacanthus ENSAPOG00000015577
fundulus_heteroclitus ENSFHEG00000010321
cyprinodon_variegatus ENSCVAG00000020262
kryptolebias_marmoratus ENSKMAG00000018814
oryzias_latipes ENSORLG00020010314
oryzias_latipes_asm223469v1 ENSORLG00015008749
seriola_lalandi_dorsalis ENSSLDG00000016841
seriola_dumerili ENSSDUG00000000220
scophthalmus_maximus ENSSMAG00000014736
cynoglossus_semilaevis ENSCSEG00000013580
periophthalmus_magnuspinnatus ENSPMGG00000009420
takifugu_rubripes ENSTRUG00000022133
hippocampus_comes ENSHCOG00000017222
gadus_morhua ENSGMOG00000011975
esox_lucius ENSELUG00000023878
ictalurus_punctatus ENSIPUG00000004363
scleropages_formosus ENSSFOG00015009054
paramormyrops_kingsleyae ENSPKIG00000008887
lepisosteus_oculatus ENSLOCG00000008219
