prolemur_simus ENSPSMG00000000196
propithecus_coquereli ENSPCOG00000028609
otolemur_garnettii ENSOGAG00000007429
pan_troglodytes ENSPTRG00000010708
pan_paniscus ENSPPAG00000042781
homo_sapiens ENSG00000175489
gorilla_gorilla ENSGGOG00000016928
pongo_abelii ENSPPYG00000009740
macaca_mulatta ENSMMUG00000021181
macaca_fascicularis ENSMFAG00000034355
macaca_nemestrina ENSMNEG00000040071
papio_anubis ENSPANG00000006961
theropithecus_gelada ENSTGEG00000014245
mandrillus_leucophaeus ENSMLEG00000023417
cercocebus_atys ENSCATG00000038001
chlorocebus_sabaeus ENSCSAG00000005359
colobus_angolensis_palliatus ENSCANG00000040543
piliocolobus_tephrosceles ENSPTEG00000030046
rhinopithecus_roxellana ENSRROG00000032505
rhinopithecus_bieti ENSRBIG00000036814
cebus_capucinus ENSCCAG00000010954
saimiri_boliviensis_boliviensis ENSSBOG00000035371
callithrix_jacchus ENSCJAG00000000915
aotus_nancymaae ENSANAG00000030759
cricetulus_griseus_chok1gshd ENSCGRG00001015091
cricetulus_griseus_crigri-picr ENSCGRG00015000846
mesocricetus_auratus ENSMAUG00000018197
microtus_ochrogaster ENSMOCG00000000947
peromyscus_maniculatus_bairdii ENSPEMG00000012960
mus_spicilegus ENSMSIG00000032068
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032273
mus_musculus ENSMUSG00000049988
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031155
mus_pahari MGP_PahariEiJ_G0021620
rattus_norvegicus ENSRNOG00000022565
meriones_unguiculatus ENSMUGG00000013816
nannospalax_galili ENSNGAG00000018288
jaculus_jaculus ENSJJAG00000018044
castor_canadensis ENSCCNG00000003941
chinchilla_lanigera ENSCLAG00000009618
cavia_porcellus ENSCPOG00000031969
heterocephalus_glaber_female ENSHGLG00000007429
heterocephalus_glaber_male ENSHGLG00100007674
urocitellus_parryii ENSUPAG00010018637
ictidomys_tridecemlineatus ENSSTOG00000013485
marmota_marmota_marmota ENSMMMG00000001420
spermophilus_dauricus ENSSDAG00000010283
tupaia_belangeri ENSTBEG00000015046
equus_caballus ENSECAG00000017682
equus_asinus_asinus ENSEASG00005006241
myotis_lucifugus ENSMLUG00000002102
ursus_maritimus ENSUMAG00000009005
ailuropoda_melanoleuca ENSAMEG00000011181
neovison_vison ENSNVIG00000017909
mustela_putorius_furo ENSMPUG00000015584
canis_lupus_dingo ENSCAFG00020012163
canis_lupus_familiaris ENSCAFG00000014879
vulpes_vulpes ENSVVUG00000008124
panthera_pardus ENSPPRG00000013320
panthera_tigris_altaica ENSPTIG00000006894
felis_catus ENSFCAG00000009734
ovis_aries ENSOARG00000012307
capra_hircus ENSCHIG00000023973
bos_mutus ENSBMUG00000015697
bos_taurus ENSBTAG00000017273
bison_bison_bison ENSBBBG00000015319
tursiops_truncatus ENSTTRG00000004365
sus_scrofa ENSSSCG00000036963
vicugna_pacos ENSVPAG00000010423
procavia_capensis ENSPCAG00000014162
loxodonta_africana ENSLAFG00000025978
echinops_telfairi ENSETEG00000006153
dasypus_novemcinctus ENSDNOG00000032202
ornithorhynchus_anatinus ENSOANG00000001924
sphenodon_punctatus ENSSPUG00000010198
