sorex_araneus ENSSARG00000012218
erinaceus_europaeus ENSEEUG00000000377
ursus_maritimus ENSUMAG00000007198
ailuropoda_melanoleuca ENSAMEG00000000800
mustela_putorius ENSMPUG00000005619
neovison_vison ENSNVIG00000013118
canis_lupus ENSCAFG00000009352
canis_lupus ENSCAFG00020025700
vulpes_vulpes ENSVVUG00000025166
panthera_pardus ENSPPRG00000017915
panthera_tigris ENSPTIG00000011856
felis_catus ENSFCAG00000009661
equus_asinus ENSEASG00005018452
equus_caballus ENSECAG00000013824
bos_taurus ENSBTAG00000007114
bos_mutus ENSBMUG00000011568
bison_bison ENSBBBG00000021773
ovis_aries ENSOARG00000016818
capra_hircus ENSCHIG00000009080
tursiops_truncatus ENSTTRG00000017326
sus_scrofa ENSSSCG00000014084
vicugna_pacos ENSVPAG00000009382
pteropus_vampyrus ENSPVAG00000007963
myotis_lucifugus ENSMLUG00000015701
pan_troglodytes ENSPTRG00000016999
pan_paniscus ENSPPAG00000037734
homo_sapiens ENSG00000152359
gorilla_gorilla ENSGGOG00000015106
pongo_abelii ENSPPYG00000015564
nomascus_leucogenys ENSNLEG00000005274
theropithecus_gelada ENSTGEG00000022585
papio_anubis ENSPANG00000013599
cercocebus_atys ENSCATG00000044188
mandrillus_leucophaeus ENSMLEG00000039781
macaca_nemestrina ENSMNEG00000028970
macaca_fascicularis ENSMFAG00000046231
macaca_mulatta ENSMMUG00000006146
chlorocebus_sabaeus ENSCSAG00000015388
colobus_angolensis ENSCANG00000040825
piliocolobus_tephrosceles ENSPTEG00000033168
rhinopithecus_bieti ENSRBIG00000041501
rhinopithecus_roxellana ENSRROG00000042318
cebus_capucinus ENSCCAG00000013495
saimiri_boliviensis ENSSBOG00000034084
callithrix_jacchus ENSCJAG00000017148
aotus_nancymaae ENSANAG00000033971
carlito_syrichta ENSTSYG00000000323
microcebus_murinus ENSMICG00000006494
microcebus_murinus ENSMICG00000031237
propithecus_coquereli ENSPCOG00000025218
prolemur_simus ENSPSMG00000007439
otolemur_garnettii ENSOGAG00000016674
heterocephalus_glaber ENSHGLG00100002175
heterocephalus_glaber ENSHGLG00000001114
fukomys_damarensis ENSFDAG00000010922
chinchilla_lanigera ENSCLAG00000009830
octodon_degus ENSODEG00000003014
cavia_porcellus ENSCPOG00000005435
cavia_aperea ENSCAPG00000006079
ictidomys_tridecemlineatus ENSSTOG00000009839
urocitellus_parryii ENSUPAG00010005963
spermophilus_dauricus ENSSDAG00000015551
marmota_marmota ENSMMMG00000000939
castor_canadensis ENSCCNG00000023011
dipodomys_ordii ENSDORG00000000829
mus_spicilegus ENSMSIG00000001376
mus_spretus MGP_SPRETEiJ_G0019686
mus_musculus ENSMUSG00000021671
mus_caroli MGP_CAROLIEiJ_G0018803
mus_pahari MGP_PahariEiJ_G0015880
rattus_norvegicus ENSRNOG00000018193
meriones_unguiculatus ENSMUGG00000023370
meriones_unguiculatus ENSMUGG00000023362
cricetulus_griseus ENSCGRG00000003463
cricetulus_griseus ENSCGRG00001015817
cricetulus_griseus ENSCGRG00015010269
mesocricetus_auratus ENSMAUG00000003174
microtus_ochrogaster ENSMOCG00000009038
peromyscus_maniculatus ENSPEMG00000008614
nannospalax_galili ENSNGAG00000011239
jaculus_jaculus ENSJJAG00000019666
loxodonta_africana ENSLAFG00000014703
procavia_capensis ENSPCAG00000015874
echinops_telfairi ENSETEG00000010455
dasypus_novemcinctus ENSDNOG00000010175
choloepus_hoffmanni ENSCHOG00000002043
oryctolagus_cuniculus ENSOCUG00000002940
ochotona_princeps ENSOPRG00000003083
phascolarctos_cinereus ENSPCIG00000027308
notamacropus_eugenii ENSMEUG00000003445
sarcophilus_harrisii ENSSHAG00000008712
monodelphis_domestica ENSMODG00000002994
ornithorhynchus_anatinus ENSOANG00000015769
