anas_platyrhynchos_platyrhynchos ENSAPLG00000001076
anser_brachyrhynchus ENSABRG00000008455
gallus_gallus ENSGALG00000028141
coturnix_japonica ENSCJPG00005020973
numida_meleagris ENSNMEG00000023257
melopsittacus_undulatus ENSMUNG00000001726
melopsittacus_undulatus ENSMUNG00000009011
calidris_pugnax ENSCPUG00000006614
lonchura_striata_domestica ENSLSDG00000000357
taeniopygia_guttata ENSTGUG00000009527
parus_major ENSPMJG00000009998
cyanistes_caeruleus ENSCCEG00000007157
junco_hyemalis ENSJHYG00000013907
ficedula_albicollis ENSFALG00000012905
lepidothrix_coronata ENSLCOG00000004810
apteryx_rowi ENSARWG00000004276
nothoprocta_perdicaria ENSNPEG00000008688
crocodylus_porosus ENSCPRG00005000791
chelonoidis_abingdonii ENSCABG00000007006
gopherus_agassizii ENSGAGG00000023110
chrysemys_picta_bellii ENSCPBG00000025551
salvator_merianae ENSSMRG00000021568
notechis_scutatus ENSNSUG00000004019
sphenodon_punctatus ENSSPUG00000013351
pogona_vitticeps ENSPVIG00000017036
phascolarctos_cinereus ENSPCIG00000023229
notamacropus_eugenii ENSMEUG00000000860
sarcophilus_harrisii ENSSHAG00000014334
propithecus_coquereli ENSPCOG00000018275
microcebus_murinus ENSMICG00000046601
prolemur_simus ENSPSMG00000001411
otolemur_garnettii ENSOGAG00000027440
pan_troglodytes ENSPTRG00000030250
pan_paniscus ENSPPAG00000026999
gorilla_gorilla ENSGGOG00000004732
homo_sapiens ENSG00000189227
pongo_abelii ENSPPYG00000006586
nomascus_leucogenys ENSNLEG00000013065
piliocolobus_tephrosceles ENSPTEG00000033056
colobus_angolensis_palliatus ENSCANG00000039293
rhinopithecus_bieti ENSRBIG00000041044
rhinopithecus_roxellana ENSRROG00000026466
macaca_nemestrina ENSMNEG00000034192
macaca_fascicularis ENSMFAG00000039821
mandrillus_leucophaeus ENSMLEG00000044432
cercocebus_atys ENSCATG00000012736
papio_anubis ENSPANG00000016591
theropithecus_gelada ENSTGEG00000025234
chlorocebus_sabaeus ENSCSAG00000013380
saimiri_boliviensis_boliviensis ENSSBOG00000022188
callithrix_jacchus ENSCJAG00000043283
cebus_capucinus ENSCCAG00000029881
aotus_nancymaae ENSANAG00000019347
tursiops_truncatus ENSTTRG00000003034
sus_scrofa ENSSSCG00000004954
capra_hircus ENSCHIG00000026630
ovis_aries ENSOARG00000018340
bos_taurus ENSBTAG00000045628
bison_bison_bison ENSBBBG00000009428
pteropus_vampyrus ENSPVAG00000014376
equus_asinus_asinus ENSEASG00005006297
equus_caballus ENSECAG00000029823
ursus_maritimus ENSUMAG00000012016
ursus_americanus ENSUAMG00000020551
ailuropoda_melanoleuca ENSAMEG00000005040
mustela_putorius_furo ENSMPUG00000000287
canis_lupus_familiaris ENSCAFG00000017431
canis_lupus_dingo ENSCAFG00020008094
vulpes_vulpes ENSVVUG00000014693
panthera_pardus ENSPPRG00000005929
felis_catus ENSFCAG00000040546
sorex_araneus ENSSARG00000006630
peromyscus_maniculatus_bairdii ENSPEMG00000009306
microtus_ochrogaster ENSMOCG00000013991
cricetulus_griseus_chok1gshd ENSCGRG00001009275
cricetulus_griseus_crigri-picr ENSCGRG00015020724
cricetulus_griseus_crigri ENSCGRG00000002002
mesocricetus_auratus ENSMAUG00000015123
mus_musculus ENSMUSG00000032403
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033471
mus_spicilegus ENSMSIG00000002599
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032332
mus_pahari MGP_PahariEiJ_G0015198
rattus_norvegicus ENSRNOG00000008340
nannospalax_galili ENSNGAG00000004715
jaculus_jaculus ENSJJAG00000019436
ictidomys_tridecemlineatus ENSSTOG00000010312
urocitellus_parryii ENSUPAG00010017904
dipodomys_ordii ENSDORG00000028687
castor_canadensis ENSCCNG00000023595
octodon_degus ENSODEG00000016721
cavia_porcellus ENSCPOG00000022542
chinchilla_lanigera ENSCLAG00000008894
heterocephalus_glaber_female ENSHGLG00000015080
heterocephalus_glaber_male ENSHGLG00100015326
fukomys_damarensis ENSFDAG00000014019
carlito_syrichta ENSTSYG00000014554
myotis_lucifugus ENSMLUG00000029534
vicugna_pacos ENSVPAG00000008887
choloepus_hoffmanni ENSCHOG00000013785
loxodonta_africana ENSLAFG00000000737
echinops_telfairi ENSETEG00000010733
xenopus_tropicalis ENSXETG00000030493
latimeria_chalumnae ENSLACG00000012466
poecilia_mexicana ENSPMEG00000017056
poecilia_formosa ENSPFOG00000009031
poecilia_reticulata ENSPREG00000010732
gambusia_affinis ENSGAFG00000020748
poecilia_latipinna ENSPLAG00000007775
xiphophorus_couchianus ENSXCOG00000000717
xiphophorus_maculatus ENSXMAG00000022123
fundulus_heteroclitus ENSFHEG00000021645
cyprinodon_variegatus ENSCVAG00000007700
kryptolebias_marmoratus ENSKMAG00000019840
