taeniopygia_guttata ENSTGUG00000001025
lonchura_striata_domestica ENSLSDG00000011182
lepidothrix_coronata ENSLCOG00000007765
parus_major ENSPMJG00000011731
ficedula_albicollis ENSFALG00000001336
calidris_pugnax ENSCPUG00000015647
numida_meleagris ENSNMEG00000003938
meleagris_gallopavo ENSMGAG00000007765
gallus_gallus ENSGALG00000037029
gallus_gallus ENSGALG00000054562
meleagris_gallopavo ENSMGAG00000005171
apteryx_owenii ENSAOWG00000013944
apteryx_rowi ENSARWG00000018751
gopherus_agassizii ENSGAGG00000018549
gopherus_agassizii ENSGAGG00000010552
chrysemys_picta_bellii ENSCPBG00000012929
ornithorhynchus_anatinus ENSOANG00000005906
takifugu_rubripes ENSTRUG00000011028
tetraodon_nigroviridis ENSTNIG00000011072
mola_mola ENSMMOG00000007226
labrus_bergylta ENSLBEG00000014543
gasterosteus_aculeatus ENSGACG00000015515
seriola_lalandi_dorsalis ENSSLDG00000020948
seriola_dumerili ENSSDUG00000013184
scophthalmus_maximus ENSSMAG00000005152
mastacembelus_armatus ENSMAMG00000006043
monopterus_albus ENSMALG00000000335
anabas_testudineus ENSATEG00000017963
xiphophorus_maculatus ENSXMAG00000013878
xiphophorus_couchianus ENSXCOG00000007067
gambusia_affinis ENSGAFG00000012764
poecilia_formosa ENSPFOG00000011803
poecilia_latipinna ENSPLAG00000022520
poecilia_mexicana ENSPMEG00000006908
poecilia_reticulata ENSPREG00000009789
fundulus_heteroclitus ENSFHEG00000006223
kryptolebias_marmoratus ENSKMAG00000016119
oryzias_latipes ENSORLG00020022001
oryzias_latipes_asm223469v1 ENSORLG00015005091
oryzias_latipes ENSORLG00000022636
oryzias_melastigma ENSOMEG00000000442
maylandia_zebra ENSMZEG00005003607
astatotilapia_calliptera ENSACLG00000007240
haplochromis_burtoni ENSHBUG00000014429
pundamilia_nyererei ENSPNYG00000003553
neolamprologus_brichardi ENSNBRG00000000846
oreochromis_niloticus ENSONIG00000010458
pundamilia_nyererei ENSPNYG00000003518
amphilophus_citrinellus ENSACIG00000020265
amphiprion_ocellaris ENSAOCG00000001336
amphiprion_ocellaris ENSAOCG00000018626
amphiprion_percula ENSAPEG00000016224
acanthochromis_polyacanthus ENSAPOG00000023917
stegastes_partitus ENSSPAG00000000007
cynoglossus_semilaevis ENSCSEG00000017289
hippocampus_comes ENSHCOG00000002081
periophthalmus_magnuspinnatus ENSPMGG00000017344
gadus_morhua ENSGMOG00000000694
esox_lucius ENSELUG00000020697
astyanax_mexicanus ENSAMXG00000036555
astyanax_mexicanus ENSAMXG00000006345
pygocentrus_nattereri ENSPNAG00000000151
danio_rerio ENSDARG00000013221
scleropages_formosus ENSSFOG00015020990
paramormyrops_kingsleyae ENSPKIG00000006292
cynoglossus_semilaevis ENSCSEG00000016022
periophthalmus_magnuspinnatus ENSPMGG00000022337
labrus_bergylta ENSLBEG00000000027
periophthalmus_magnuspinnatus ENSPMGG00000022348
gasterosteus_aculeatus ENSGACG00000008183
stegastes_partitus ENSSPAG00000011708
stegastes_partitus ENSSPAG00000011766
amphiprion_ocellaris ENSAOCG00000006530
mastacembelus_armatus ENSMAMG00000005974
monopterus_albus ENSMALG00000018257
anabas_testudineus ENSATEG00000016280
seriola_lalandi_dorsalis ENSSLDG00000006473
seriola_dumerili ENSSDUG00000008901
scophthalmus_maximus ENSSMAG00000021024
tetraodon_nigroviridis ENSTNIG00000010195
takifugu_rubripes ENSTRUG00000006287
mola_mola ENSMMOG00000007565
xiphophorus_maculatus ENSXMAG00000002505
xiphophorus_couchianus ENSXCOG00000005788
gambusia_affinis ENSGAFG00000005001
poecilia_latipinna ENSPLAG00000016332
poecilia_formosa ENSPFOG00000000235
poecilia_mexicana ENSPMEG00000007494
poecilia_reticulata ENSPREG00000011477
fundulus_heteroclitus ENSFHEG00000016649
cyprinodon_variegatus ENSCVAG00000010684
kryptolebias_marmoratus ENSKMAG00000005250
oryzias_latipes_asm223469v1 ENSORLG00015010393
oryzias_latipes ENSORLG00000008341
oryzias_latipes ENSORLG00020015035
oryzias_melastigma ENSOMEG00000003545
amphilophus_citrinellus ENSACIG00000010633
amphilophus_citrinellus ENSACIG00000010754
astatotilapia_calliptera ENSACLG00000022919
maylandia_zebra ENSMZEG00005016516
haplochromis_burtoni ENSHBUG00000001043
pundamilia_nyererei ENSPNYG00000017013
neolamprologus_brichardi ENSNBRG00000024397
oreochromis_niloticus ENSONIG00000012712
amphiprion_ocellaris ENSAOCG00000006593
amphiprion_percula ENSAPEG00000006111
acanthochromis_polyacanthus ENSAPOG00000007494
hippocampus_comes ENSHCOG00000008760
gadus_morhua ENSGMOG00000012974
esox_lucius ENSELUG00000012692
astyanax_mexicanus ENSAMXG00000038929
pygocentrus_nattereri ENSPNAG00000016529
ictalurus_punctatus ENSIPUG00000005158
danio_rerio ENSDARG00000002411
lepisosteus_oculatus ENSLOCG00000001972
