notechis_scutatus ENSNSUG00000000089
anolis_carolinensis ENSACAG00000002865
salvator_merianae ENSSMRG00000005620
sphenodon_punctatus ENSSPUG00000015707
meleagris_gallopavo ENSMGAG00000008738
coturnix_japonica ENSCJPG00005013394
gallus_gallus ENSGALG00000007199
numida_meleagris ENSNMEG00000022579
calidris_pugnax ENSCPUG00000010026
anser_brachyrhynchus ENSABRG00000016389
anas_platyrhynchos ENSAPLG00000027294
calidris_pygmaea ENSCPGG00000018373
lonchura_striata ENSLSDG00000001000
taeniopygia_guttata ENSTGUG00000009558
ficedula_albicollis ENSFALG00000007566
serinus_canaria ENSSCAG00000004108
lepidothrix_coronata ENSLCOG00000015043
manacus_vitellinus ENSMVIG00005005767
junco_hyemalis ENSJHYG00000009642
zonotrichia_albicollis ENSZALG00000014329
parus_major ENSPMJG00000017929
melopsittacus_undulatus ENSMUNG00000013459
apteryx_haastii ENSAHAG00000002430
apteryx_rowi ENSARWG00000003845
apteryx_owenii ENSAOWG00000011084
dromaius_novaehollandiae ENSDNVG00000009282
nothoprocta_perdicaria ENSNPEG00000006526
gopherus_agassizii ENSGAGG00000016022
chelonoidis_abingdonii ENSCABG00000014762
chrysemys_picta ENSCPBG00000011343
phascolarctos_cinereus ENSPCIG00000026000
notamacropus_eugenii ENSMEUG00000004060
monodelphis_domestica ENSMODG00000003157
monodelphis_domestica ENSMODG00000023280
bos_mutus ENSBMUG00000021136
bison_bison ENSBBBG00000012759
mustela_putorius ENSMPUG00000003179
neovison_vison ENSNVIG00000009500
sorex_araneus ENSSARG00000000454
sorex_araneus ENSSARG00000000037
mus_spicilegus ENSMSIG00000010821
mus_spretus MGP_SPRETEiJ_G0028622
mus_musculus ENSMUSG00000029535
mus_caroli MGP_CAROLIEiJ_G0027624
mus_pahari MGP_PahariEiJ_G0024204
rattus_norvegicus ENSRNOG00000001160
rattus_norvegicus ENSRNOG00000047812
meriones_unguiculatus ENSMUGG00000000309
cricetulus_griseus ENSCGRG00015002079
cricetulus_griseus ENSCGRG00015008224
cricetulus_griseus ENSCGRG00000001924
cricetulus_griseus ENSCGRG00001021863
mesocricetus_auratus ENSMAUG00000014091
peromyscus_maniculatus ENSPEMG00000027703
microtus_ochrogaster ENSMOCG00000005593
nannospalax_galili ENSNGAG00000023480
jaculus_jaculus ENSJJAG00000017654
jaculus_jaculus ENSJJAG00000010392
jaculus_jaculus ENSJJAG00000012370
jaculus_jaculus ENSJJAG00000018287
jaculus_jaculus ENSJJAG00000014051
castor_canadensis ENSCCNG00000019133
marmota_marmota ENSMMMG00000021147
marmota_marmota ENSMMMG00000021094
marmota_marmota ENSMMMG00000024415
ictidomys_tridecemlineatus ENSSTOG00000012553
urocitellus_parryii ENSUPAG00010017017
spermophilus_dauricus ENSSDAG00000000705
spermophilus_dauricus ENSSDAG00000006499
heterocephalus_glaber ENSHGLG00100017981
heterocephalus_glaber ENSHGLG00000012057
heterocephalus_glaber ENSHGLG00000003462
heterocephalus_glaber ENSHGLG00100013387
fukomys_damarensis ENSFDAG00000009589
octodon_degus ENSODEG00000005787
octodon_degus ENSODEG00000018934
octodon_degus ENSODEG00000007893
cavia_porcellus ENSCPOG00000033275
chinchilla_lanigera ENSCLAG00000011307
dipodomys_ordii ENSDORG00000013157
pan_paniscus ENSPPAG00000030127
pan_troglodytes ENSPTRG00000005533
homo_sapiens ENSG00000170855
gorilla_gorilla ENSGGOG00000023657
pongo_abelii ENSPPYG00000005029
nomascus_leucogenys ENSNLEG00000015649
rhinopithecus_roxellana ENSRROG00000027066
rhinopithecus_bieti ENSRBIG00000035847
piliocolobus_tephrosceles ENSPTEG00000000639
macaca_nemestrina ENSMNEG00000043041
macaca_fascicularis ENSMFAG00000043147
macaca_mulatta ENSMMUG00000040607
chlorocebus_sabaeus ENSCSAG00000002262
cercocebus_atys ENSCATG00000033082
mandrillus_leucophaeus ENSMLEG00000041641
papio_anubis ENSPANG00000026352
theropithecus_gelada ENSTGEG00000023143
saimiri_boliviensis ENSSBOG00000023076
cebus_capucinus ENSCCAG00000005732
callithrix_jacchus ENSCJAG00000042496
carlito_syrichta ENSTSYG00000036748
prolemur_simus ENSPSMG00000001605
microcebus_murinus ENSMICG00000038646
otolemur_garnettii ENSOGAG00000003849
ochotona_princeps ENSOPRG00000004220
procavia_capensis ENSPCAG00000013835
oryctolagus_cuniculus ENSOCUG00000009871
loxodonta_africana ENSLAFG00000006387
erinaceus_europaeus ENSEEUG00000011614
pteropus_vampyrus ENSPVAG00000002227
choloepus_hoffmanni ENSCHOG00000009230
dasypus_novemcinctus ENSDNOG00000012588
