chelonoidis_abingdonii ENSCABG00000012624
gopherus_agassizii ENSGAGG00000024824
chrysemys_picta_bellii ENSCPBG00000006336
apteryx_owenii ENSAOWG00000000154
apteryx_haastii ENSAHAG00000002329
apteryx_rowi ENSARWG00000017655
dromaius_novaehollandiae ENSDNVG00000002934
nothoprocta_perdicaria ENSNPEG00000002668
anas_platyrhynchos_platyrhynchos ENSAPLG00000029121
anser_brachyrhynchus ENSABRG00000021592
numida_meleagris ENSNMEG00000013799
coturnix_japonica ENSCJPG00005011397
manacus_vitellinus ENSMVIG00005000531
lepidothrix_coronata ENSLCOG00000005391
parus_major ENSPMJG00000008088
cyanistes_caeruleus ENSCCEG00000013852
junco_hyemalis ENSJHYG00000002426
zonotrichia_albicollis ENSZALG00000003513
serinus_canaria ENSSCAG00000008332
melopsittacus_undulatus ENSMUNG00000009454
calidris_pugnax ENSCPUG00000004219
calidris_pygmaea ENSCPGG00000000673
pogona_vitticeps ENSPVIG00000001281
salvator_merianae ENSSMRG00000018317
