loxodonta_africana ENSLAFG00000029502
echinops_telfairi ENSETEG00000012015
cricetulus_griseus ENSCGRG00001011913
cricetulus_griseus ENSCGRG00015010419
cricetulus_griseus ENSCGRG00000006363
mesocricetus_auratus ENSMAUG00000013513
peromyscus_maniculatus ENSPEMG00000019525
microtus_ochrogaster ENSMOCG00000013670
mus_spicilegus ENSMSIG00000022735
mus_spretus MGP_SPRETEiJ_G0015590
mus_musculus ENSMUSG00000040124
mus_caroli MGP_CAROLIEiJ_G0014783
mus_pahari MGP_PahariEiJ_G0028020
rattus_norvegicus ENSRNOG00000003861
meriones_unguiculatus ENSMUGG00000008038
nannospalax_galili ENSNGAG00000010523
jaculus_jaculus ENSJJAG00000019951
castor_canadensis ENSCCNG00000014195
urocitellus_parryii ENSUPAG00010010512
ictidomys_tridecemlineatus ENSSTOG00000026492
spermophilus_dauricus ENSSDAG00000012180
marmota_marmota ENSMMMG00000018202
marmota_marmota ENSMMMG00000018312
heterocephalus_glaber ENSHGLG00000001871
heterocephalus_glaber ENSHGLG00100003362
fukomys_damarensis ENSFDAG00000017105
chinchilla_lanigera ENSCLAG00000004310
octodon_degus ENSODEG00000003575
cavia_aperea ENSCAPG00000006334
cavia_porcellus ENSCPOG00000012461
oryctolagus_cuniculus ENSOCUG00000017965
ochotona_princeps ENSOPRG00000016081
pan_troglodytes ENSPTRG00000001667
pan_paniscus ENSPPAG00000027813
gorilla_gorilla ENSGGOG00000040317
gorilla_gorilla ENSGGOG00000044050
homo_sapiens ENSG00000120370
pongo_abelii ENSPPYG00000000522
nomascus_leucogenys ENSNLEG00000015118
macaca_mulatta ENSMMUG00000014674
macaca_fascicularis ENSMFAG00000001853
macaca_nemestrina ENSMNEG00000039473
theropithecus_gelada ENSTGEG00000005244
papio_anubis ENSPANG00000007228
mandrillus_leucophaeus ENSMLEG00000037041
cercocebus_atys ENSCATG00000030390
chlorocebus_sabaeus ENSCSAG00000011571
piliocolobus_tephrosceles ENSPTEG00000016551
colobus_angolensis ENSCANG00000041346
rhinopithecus_roxellana ENSRROG00000040164
rhinopithecus_bieti ENSRBIG00000029786
saimiri_boliviensis ENSSBOG00000034976
cebus_capucinus ENSCCAG00000034220
callithrix_jacchus ENSCJAG00000009937
aotus_nancymaae ENSANAG00000027377
carlito_syrichta ENSTSYG00000001367
propithecus_coquereli ENSPCOG00000024051
prolemur_simus ENSPSMG00000025519
microcebus_murinus ENSMICG00000033096
otolemur_garnettii ENSOGAG00000012584
tupaia_belangeri ENSTBEG00000016022
pteropus_vampyrus ENSPVAG00000007392
myotis_lucifugus ENSMLUG00000004497
equus_caballus ENSECAG00000007221
equus_asinus ENSEASG00005018983
bos_indicus ENSBIXG00000020056
bos_indicus ENSBIXG00005023022
bos_taurus ENSBTAG00000003295
bos_mutus ENSBMUG00000021185
bison_bison ENSBBBG00000015899
capra_hircus ENSCHIG00000019410
ovis_aries ENSOARG00000011988
vicugna_pacos ENSVPAG00000005143
tursiops_truncatus ENSTTRG00000008948
sus_scrofa ENSSSCG00000006280
ursus_maritimus ENSUMAG00000017687
ursus_americanus ENSUAMG00000022356
ailuropoda_melanoleuca ENSAMEG00000011116
mustela_putorius ENSMPUG00000015585
neovison_vison ENSNVIG00000024999
canis_lupus ENSCAFG00020022098
canis_lupus ENSCAFG00000015008
vulpes_vulpes ENSVVUG00000025184
felis_catus ENSFCAG00000027419
panthera_pardus ENSPPRG00000024403
erinaceus_europaeus ENSEEUG00000002765
choloepus_hoffmanni ENSCHOG00000012588
dasypus_novemcinctus ENSDNOG00000030666
vombatus_ursinus ENSVURG00010004691
phascolarctos_cinereus ENSPCIG00000024605
notamacropus_eugenii ENSMEUG00000002830
sarcophilus_harrisii ENSSHAG00000014747
monodelphis_domestica ENSMODG00000045113
ornithorhynchus_anatinus ENSOANG00000000891
calidris_pygmaea ENSCPGG00000007463
calidris_pugnax ENSCPUG00000019994
melopsittacus_undulatus ENSMUNG00000013133
lepidothrix_coronata ENSLCOG00000000995
manacus_vitellinus ENSMVIG00005014795
taeniopygia_guttata ENSTGUG00000017299
taeniopygia_guttata ENSTGUG00000017036
lonchura_striata ENSLSDG00000009532
ficedula_albicollis ENSFALG00000007873
serinus_canaria ENSSCAG00000002447
parus_major ENSPMJG00000010542
junco_hyemalis ENSJHYG00000010338
anser_brachyrhynchus ENSABRG00000022758
anas_platyrhynchos ENSAPLG00000030796
gallus_gallus ENSGALG00000003329
meleagris_gallopavo ENSMGAG00000004043
coturnix_japonica ENSCJPG00005021455
numida_meleagris ENSNMEG00000021154
apteryx_haastii ENSAHAG00000004615
apteryx_owenii ENSAOWG00000011771
apteryx_rowi ENSARWG00000018417
dromaius_novaehollandiae ENSDNVG00000001035
nothoprocta_perdicaria ENSNPEG00000003385
crocodylus_porosus ENSCPRG00005004935
chelonoidis_abingdonii ENSCABG00000018686
gopherus_agassizii ENSGAGG00000012472
chrysemys_picta ENSCPBG00000012984
pelodiscus_sinensis ENSPSIG00000012217
anolis_carolinensis ENSACAG00000013005
pogona_vitticeps ENSPVIG00000011245
salvator_merianae ENSSMRG00000023547
sphenodon_punctatus ENSSPUG00000014737
xenopus_tropicalis ENSXETG00000000723
latimeria_chalumnae ENSLACG00000010617
fundulus_heteroclitus ENSFHEG00000004183
cyprinodon_variegatus ENSCVAG00000011881
poecilia_formosa ENSPFOG00000003166
poecilia_latipinna ENSPLAG00000010475
poecilia_mexicana ENSPMEG00000011933
poecilia_reticulata ENSPREG00000002992
xiphophorus_maculatus ENSXMAG00000005448
gambusia_affinis ENSGAFG00000012511
gouania_willdenowi ENSGWIG00000001187
tetraodon_nigroviridis ENSTNIG00000005537
takifugu_rubripes ENSTRUG00000001934
oryzias_latipes ENSORLG00000028635
oryzias_latipes ENSORLG00015021581
oryzias_latipes ENSORLG00020002224
oryzias_melastigma ENSOMEG00000016063
xiphophorus_couchianus ENSXCOG00000007386
amphilophus_citrinellus ENSACIG00000011646
hippocampus_comes ENSHCOG00000013723
cynoglossus_semilaevis ENSCSEG00000001201
mastacembelus_armatus ENSMAMG00000015222
monopterus_albus ENSMALG00000019014
betta_splendens ENSBSLG00000012442
lates_calcarifer ENSLCAG00010009330
kryptolebias_marmoratus ENSKMAG00000010496
mola_mola ENSMMOG00000016945
amphiprion_percula ENSAPEG00000021657
amphiprion_ocellaris ENSAOCG00000004718
acanthochromis_polyacanthus ENSAPOG00000011869
stegastes_partitus ENSSPAG00000008717
pundamilia_nyererei ENSPNYG00000005764
astatotilapia_calliptera ENSACLG00000021784
maylandia_zebra ENSMZEG00005017799
haplochromis_burtoni ENSHBUG00000020307
neolamprologus_brichardi ENSNBRG00000004446
oreochromis_niloticus ENSONIG00000007842
seriola_dumerili ENSSDUG00000021741
seriola_lalandi ENSSLDG00000016829
cottoperca_gobio ENSCGOG00000000591
larimichthys_crocea ENSLCRG00005006096
labrus_bergylta ENSLBEG00000003750
anabas_testudineus ENSATEG00000004422
gasterosteus_aculeatus ENSGACG00000005104
scophthalmus_maximus ENSSMAG00000015639
parambassis_ranga ENSPRNG00000021223
hucho_hucho ENSHHUG00000045837
esox_lucius ENSELUG00000020749
ictalurus_punctatus ENSIPUG00000008452
electrophorus_electricus ENSEEEG00000005215
astyanax_mexicanus ENSAMXG00005013837
astyanax_mexicanus ENSAMXG00000035192
pygocentrus_nattereri ENSPNAG00000028768
danio_rerio ENSDARG00000042031
clupea_harengus ENSCHAG00000019279
gadus_morhua ENSGMOG00000009593
periophthalmus_magnuspinnatus ENSPMGG00000013483
denticeps_clupeoides ENSDCDG00000012674
paramormyrops_kingsleyae ENSPKIG00000017073
scleropages_formosus ENSSFOG00015011069
lepisosteus_oculatus ENSLOCG00000001880
erpetoichthys_calabaricus ENSECRG00000012565
callorhinchus_milii ENSCMIG00000016800
petromyzon_marinus ENSPMAG00000003883
eptatretus_burgeri ENSEBUG00000011854
ciona_savignyi ENSCSAVG00000007576
ciona_intestinalis ENSCING00000002638
drosophila_melanogaster FBgn0053052
