pan_paniscus ENSPPAG00000001484
pan_troglodytes ENSPTRG00000021772
homo_sapiens ENSG00000132446
gorilla_gorilla ENSGGOG00000007942
pongo_abelii ENSPPYG00000020221
rhinopithecus_roxellana ENSRROG00000037553
rhinopithecus_bieti ENSRBIG00000020362
piliocolobus_tephrosceles ENSPTEG00000025740
macaca_nemestrina ENSMNEG00000021735
macaca_fascicularis ENSMFAG00000017212
macaca_mulatta ENSMMUG00000018157
theropithecus_gelada ENSTGEG00000024184
chlorocebus_sabaeus ENSCSAG00000019552
callithrix_jacchus ENSCJAG00000022150
theropithecus_gelada ENSTGEG00000011123
theropithecus_gelada ENSTGEG00000011081
pongo_abelii ENSPPYG00000020236
prolemur_simus ENSPSMG00000007261
panthera_pardus ENSPPRG00000007841
felis_catus ENSFCAG00000040178
neovison_vison ENSNVIG00000002803
