scleropages_formosus ENSSFOG00015003994
paramormyrops_kingsleyae ENSPKIG00000025198
hucho_hucho ENSHHUG00000021273
esox_lucius ENSELUG00000012968
seriola_dumerili ENSSDUG00000011760
seriola_lalandi ENSSLDG00000025016
lates_calcarifer ENSLCAG00010028238
scophthalmus_maximus ENSSMAG00000014626
cynoglossus_semilaevis ENSCSEG00000011934
hippocampus_comes ENSHCOG00000009645
monopterus_albus ENSMALG00000014521
larimichthys_crocea ENSLCRG00005016547
mola_mola ENSMMOG00000017636
parambassis_ranga ENSPRNG00000006320
amphilophus_citrinellus ENSACIG00000016511
labrus_bergylta ENSLBEG00000001239
periophthalmus_magnuspinnatus ENSPMGG00000018739
mastacembelus_armatus ENSMAMG00000016156
betta_splendens ENSBSLG00000002520
pundamilia_nyererei ENSPNYG00000023659
pundamilia_nyererei ENSPNYG00000023628
haplochromis_burtoni ENSHBUG00000005181
astatotilapia_calliptera ENSACLG00000025887
maylandia_zebra ENSMZEG00005015281
neolamprologus_brichardi ENSNBRG00000008230
oreochromis_niloticus ENSONIG00000013420
gouania_willdenowi ENSGWIG00000010756
amphiprion_ocellaris ENSAOCG00000014997
amphiprion_percula ENSAPEG00000023652
acanthochromis_polyacanthus ENSAPOG00000007256
stegastes_partitus ENSSPAG00000010764
xiphophorus_couchianus ENSXCOG00000017206
xiphophorus_maculatus ENSXMAG00000029741
gambusia_affinis ENSGAFG00000012925
poecilia_formosa ENSPFOG00000020281
poecilia_mexicana ENSPMEG00000021326
poecilia_latipinna ENSPLAG00000002666
poecilia_reticulata ENSPREG00000022109
fundulus_heteroclitus ENSFHEG00000015601
cyprinodon_variegatus ENSCVAG00000022842
oryzias_latipes ENSORLG00020015412
oryzias_latipes ENSORLG00000006917
oryzias_latipes ENSORLG00015003818
oryzias_melastigma ENSOMEG00000002188
tetraodon_nigroviridis ENSTNIG00000015869
takifugu_rubripes ENSTRUG00000014265
cottoperca_gobio ENSCGOG00000005477
astyanax_mexicanus ENSAMXG00000026138
astyanax_mexicanus ENSAMXG00005005842
pygocentrus_nattereri ENSPNAG00000001869
ictalurus_punctatus ENSIPUG00000021132
electrophorus_electricus ENSEEEG00000023244
danio_rerio ENSDARG00000092834
denticeps_clupeoides ENSDCDG00000017328
lepisosteus_oculatus ENSLOCG00000018146
