pan_troglodytes ENSPTRG00000013344
pan_paniscus ENSPPAG00000025161
homo_sapiens ENSG00000130684
gorilla_gorilla ENSGGOG00000014016
pongo_abelii ENSPPYG00000010790
nomascus_leucogenys ENSNLEG00000028946
colobus_angolensis_palliatus ENSCANG00000035626
piliocolobus_tephrosceles ENSPTEG00000029178
rhinopithecus_bieti ENSRBIG00000034257
rhinopithecus_roxellana ENSRROG00000037719
macaca_fascicularis ENSMFAG00000031149
macaca_mulatta ENSMMUG00000020859
papio_anubis ENSPANG00000026458
saimiri_boliviensis_boliviensis ENSSBOG00000034901
callithrix_jacchus ENSCJAG00000011611
cebus_capucinus ENSCCAG00000023013
aotus_nancymaae ENSANAG00000021202
tupaia_belangeri ENSTBEG00000009631
choloepus_hoffmanni ENSCHOG00000006872
