mastacembelus_armatus ENSMAMG00000023903
monopterus_albus ENSMALG00000018377
anabas_testudineus ENSATEG00000006689
gasterosteus_aculeatus ENSGACG00000001082
fundulus_heteroclitus ENSFHEG00000004969
cyprinodon_variegatus ENSCVAG00000022978
xiphophorus_couchianus ENSXCOG00000003803
xiphophorus_maculatus ENSXMAG00000000231
gambusia_affinis ENSGAFG00000021589
poecilia_formosa ENSPFOG00000022757
poecilia_mexicana ENSPMEG00000004874
poecilia_latipinna ENSPLAG00000013837
poecilia_reticulata ENSPREG00000004678
kryptolebias_marmoratus ENSKMAG00000021582
oryzias_latipes ENSORLG00020008740
oryzias_latipes_asm223469v1 ENSORLG00015004906
oryzias_melastigma ENSOMEG00000015321
acanthochromis_polyacanthus ENSAPOG00000003006
amphiprion_ocellaris ENSAOCG00000022558
stegastes_partitus ENSSPAG00000013192
maylandia_zebra ENSMZEG00005011210
astatotilapia_calliptera ENSACLG00000022008
pundamilia_nyererei ENSPNYG00000008222
oreochromis_niloticus ENSONIG00000018924
amphilophus_citrinellus ENSACIG00000019400
mola_mola ENSMMOG00000021761
scophthalmus_maximus ENSSMAG00000000316
labrus_bergylta ENSLBEG00000000676
gadus_morhua ENSGMOG00000008091
esox_lucius ENSELUG00000013983
astyanax_mexicanus ENSAMXG00000040088
astyanax_mexicanus ENSAMXG00000040133
pygocentrus_nattereri ENSPNAG00000009901
scleropages_formosus ENSSFOG00015007378
piliocolobus_tephrosceles ENSPTEG00000009435
piliocolobus_tephrosceles ENSPTEG00000009486
rhinopithecus_roxellana ENSRROG00000043193
rhinopithecus_bieti ENSRBIG00000037784
colobus_angolensis_palliatus ENSCANG00000040403
macaca_fascicularis ENSMFAG00000032528
macaca_mulatta ENSMMUG00000045805
theropithecus_gelada ENSTGEG00000022332
papio_anubis ENSPANG00000031489
pan_troglodytes ENSPTRG00000051558
pan_troglodytes ENSPTRG00000045346
pan_paniscus ENSPPAG00000024500
gorilla_gorilla ENSGGOG00000040611
rhinopithecus_roxellana ENSRROG00000011425
rhinopithecus_bieti ENSRBIG00000029939
colobus_angolensis_palliatus ENSCANG00000032172
macaca_fascicularis ENSMFAG00000037518
macaca_nemestrina ENSMNEG00000033650
papio_anubis ENSPANG00000034625
papio_anubis ENSPANG00000024664
mandrillus_leucophaeus ENSMLEG00000013111
cercocebus_atys ENSCATG00000034815
theropithecus_gelada ENSTGEG00000025349
piliocolobus_tephrosceles ENSPTEG00000006139
rhinopithecus_bieti ENSRBIG00000041148
rhinopithecus_roxellana ENSRROG00000025733
colobus_angolensis_palliatus ENSCANG00000030671
theropithecus_gelada ENSTGEG00000016795
cercocebus_atys ENSCATG00000016711
pan_paniscus ENSPPAG00000041552
pan_troglodytes ENSPTRG00000000269
gorilla_gorilla ENSGGOG00000007347
homo_sapiens ENSG00000173436
