calidris_pugnax ENSCPUG00000008548
calidris_pygmaea ENSCPGG00000014931
melopsittacus_undulatus ENSMUNG00000014730
meleagris_gallopavo ENSMGAG00000006670
coturnix_japonica ENSCJPG00005014680
gallus_gallus ENSGALG00000005361
numida_meleagris ENSNMEG00000018720
anas_platyrhynchos_platyrhynchos ENSAPLG00000008904
anser_brachyrhynchus ENSABRG00000010910
serinus_canaria ENSSCAG00000003863
taeniopygia_guttata ENSTGUG00000017053
ficedula_albicollis ENSFALG00000000308
manacus_vitellinus ENSMVIG00005003449
zonotrichia_albicollis ENSZALG00000011160
junco_hyemalis ENSJHYG00000010593
cyanistes_caeruleus ENSCCEG00000005210
cyanistes_caeruleus ENSCCEG00000006741
apteryx_owenii ENSAOWG00000008770
apteryx_haastii ENSAHAG00000012586
apteryx_rowi ENSARWG00000015730
dromaius_novaehollandiae ENSDNVG00000011703
nothoprocta_perdicaria ENSNPEG00000004343
bos_mutus ENSBMUG00000022639
bos_taurus ENSBTAG00000005217
bison_bison_bison ENSBBBG00000008317
capra_hircus ENSCHIG00000022887
erinaceus_europaeus ENSEEUG00000000987
echinops_telfairi ENSETEG00000009004
monodelphis_domestica ENSMODG00000024001
monodelphis_domestica ENSMODG00000024003
monodelphis_domestica ENSMODG00000023999
monodelphis_domestica ENSMODG00000002049
latimeria_chalumnae ENSLACG00000005452
