chrysemys_picta_bellii ENSCPBG00000012749
chelonoidis_abingdonii ENSCABG00000000825
dromaius_novaehollandiae ENSDNVG00000013345
apteryx_haastii ENSAHAG00000003565
crocodylus_porosus ENSCPRG00005016546
anolis_carolinensis ENSACAG00000017478
notechis_scutatus ENSNSUG00000004475
notechis_scutatus ENSNSUG00000005860
salvator_merianae ENSSMRG00000004189
sphenodon_punctatus ENSSPUG00000009068
pogona_vitticeps ENSPVIG00000004980
chelonoidis_abingdonii ENSCABG00000000822
ornithorhynchus_anatinus ENSOANG00000028750
monodelphis_domestica ENSMODG00000013840
sarcophilus_harrisii ENSSHAG00000002334
ursus_maritimus ENSUMAG00000001616
ursus_americanus ENSUAMG00000022251
ailuropoda_melanoleuca ENSAMEG00000014292
neovison_vison ENSNVIG00000013162
canis_lupus_dingo ENSCAFG00020025227
canis_lupus_familiaris ENSCAFG00000024106
vulpes_vulpes ENSVVUG00000022736
felis_catus ENSFCAG00000027004
equus_asinus_asinus ENSEASG00005004957
equus_caballus ENSECAG00000039171
bos_mutus ENSBMUG00000002603
bos_taurus ENSBTAG00000030505
bison_bison_bison ENSBBBG00000001811
ovis_aries ENSOARG00000012751
sus_scrofa ENSSSCG00000038264
dipodomys_ordii ENSDORG00000028308
castor_canadensis ENSCCNG00000029514
cricetulus_griseus_crigri ENSCGRG00000002152
cricetulus_griseus_crigri-picr ENSCGRG00015017851
cricetulus_griseus_chok1gshd ENSCGRG00001013493
mesocricetus_auratus ENSMAUG00000012079
microtus_ochrogaster ENSMOCG00000012708
peromyscus_maniculatus_bairdii ENSPEMG00000012881
mus_spicilegus ENSMSIG00000019811
mus_musculus ENSMUSG00000070568
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030807
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029709
mus_pahari MGP_PahariEiJ_G0012934
rattus_norvegicus ENSRNOG00000037219
meriones_unguiculatus ENSMUGG00000023108
meriones_unguiculatus ENSMUGG00000021495
jaculus_jaculus ENSJJAG00000010422
marmota_marmota_marmota ENSMMMG00000009686
ictidomys_tridecemlineatus ENSSTOG00000020728
spermophilus_dauricus ENSSDAG00000003725
urocitellus_parryii ENSUPAG00010013350
oryctolagus_cuniculus ENSOCUG00000022731
prolemur_simus ENSPSMG00000002770
otolemur_garnettii ENSOGAG00000031181
loxodonta_africana ENSLAFG00000027450
dasypus_novemcinctus ENSDNOG00000045630
ornithorhynchus_anatinus ENSOANG00000002021
latimeria_chalumnae ENSLACG00000006840
xenopus_tropicalis ENSXETG00000023526
oryzias_latipes ENSORLG00020010064
oryzias_latipes_asm223469v1 ENSORLG00015008452
oryzias_latipes ENSORLG00000008066
oryzias_melastigma ENSOMEG00000015382
gasterosteus_aculeatus ENSGACG00000008665
tetraodon_nigroviridis ENSTNIG00000012839
takifugu_rubripes ENSTRUG00000016167
cynoglossus_semilaevis ENSCSEG00000012489
maylandia_zebra ENSMZEG00005011172
astatotilapia_calliptera ENSACLG00000012877
pundamilia_nyererei ENSPNYG00000017815
haplochromis_burtoni ENSHBUG00000004672
neolamprologus_brichardi ENSNBRG00000022426
oreochromis_niloticus ENSONIG00000019941
amphilophus_citrinellus ENSACIG00000000396
amphiprion_ocellaris ENSAOCG00000024219
amphiprion_percula ENSAPEG00000005968
acanthochromis_polyacanthus ENSAPOG00000007308
stegastes_partitus ENSSPAG00000011921
monopterus_albus ENSMALG00000002670
seriola_dumerili ENSSDUG00000002861
seriola_lalandi_dorsalis ENSSLDG00000021271
scophthalmus_maximus ENSSMAG00000012056
mola_mola ENSMMOG00000002337
anabas_testudineus ENSATEG00000015029
mastacembelus_armatus ENSMAMG00000009074
labrus_bergylta ENSLBEG00000016766
poecilia_formosa ENSPFOG00000018516
poecilia_latipinna ENSPLAG00000023642
poecilia_mexicana ENSPMEG00000019844
poecilia_reticulata ENSPREG00000017473
xiphophorus_maculatus ENSXMAG00000022899
xiphophorus_couchianus ENSXCOG00000002737
gambusia_affinis ENSGAFG00000020586
cyprinodon_variegatus ENSCVAG00000022856
kryptolebias_marmoratus ENSKMAG00000010880
periophthalmus_magnuspinnatus ENSPMGG00000004390
