labrus_bergylta ENSLBEG00000019420
cynoglossus_semilaevis ENSCSEG00000014549
oryzias_latipes ENSORLG00000011702
oryzias_latipes ENSORLG00020012179
oryzias_latipes_asm223469v1 ENSORLG00015013360
oryzias_melastigma ENSOMEG00000005415
cyprinodon_variegatus ENSCVAG00000014605
poecilia_formosa ENSPFOG00000013058
poecilia_latipinna ENSPLAG00000018301
poecilia_mexicana ENSPMEG00000005874
poecilia_reticulata ENSPREG00000003960
gambusia_affinis ENSGAFG00000019295
xiphophorus_maculatus ENSXMAG00000007931
xiphophorus_couchianus ENSXCOG00000003715
fundulus_heteroclitus ENSFHEG00000022809
kryptolebias_marmoratus ENSKMAG00000006230
maylandia_zebra ENSMZEG00005022346
astatotilapia_calliptera ENSACLG00000015215
haplochromis_burtoni ENSHBUG00000014280
pundamilia_nyererei ENSPNYG00000016606
neolamprologus_brichardi ENSNBRG00000022872
oreochromis_niloticus ENSONIG00000003820
amphilophus_citrinellus ENSACIG00000016139
amphiprion_ocellaris ENSAOCG00000010700
amphiprion_percula ENSAPEG00000009076
acanthochromis_polyacanthus ENSAPOG00000012533
stegastes_partitus ENSSPAG00000018757
monopterus_albus ENSMALG00000020670
mastacembelus_armatus ENSMAMG00000001627
anabas_testudineus ENSATEG00000002178
seriola_dumerili ENSSDUG00000004168
seriola_lalandi_dorsalis ENSSLDG00000013450
scophthalmus_maximus ENSSMAG00000007704
tetraodon_nigroviridis ENSTNIG00000004572
takifugu_rubripes ENSTRUG00000013028
mola_mola ENSMMOG00000020500
gasterosteus_aculeatus ENSGACG00000000809
periophthalmus_magnuspinnatus ENSPMGG00000004305
gadus_morhua ENSGMOG00000007398
hippocampus_comes ENSHCOG00000010406
esox_lucius ENSELUG00000000475
pygocentrus_nattereri ENSPNAG00000002668
astyanax_mexicanus ENSAMXG00000006423
ictalurus_punctatus ENSIPUG00000018206
danio_rerio ENSDARG00000062834
scleropages_formosus ENSSFOG00015020625
paramormyrops_kingsleyae ENSPKIG00000015773
lepisosteus_oculatus ENSLOCG00000007679
latimeria_chalumnae ENSLACG00000017226
petromyzon_marinus ENSPMAG00000003264
eptatretus_burgeri ENSEBUG00000000875
chelonoidis_abingdonii ENSCABG00000003090
gopherus_agassizii ENSGAGG00000007310
chrysemys_picta_bellii ENSCPBG00000023960
pelodiscus_sinensis ENSPSIG00000006091
anolis_carolinensis ENSACAG00000016981
pogona_vitticeps ENSPVIG00000017148
notechis_scutatus ENSNSUG00000015991
salvator_merianae ENSSMRG00000002965
sphenodon_punctatus ENSSPUG00000003159
phascolarctos_cinereus ENSPCIG00000017817
sarcophilus_harrisii ENSSHAG00000005199
monodelphis_domestica ENSMODG00000006672
notamacropus_eugenii ENSMEUG00000013870
pan_paniscus ENSPPAG00000037464
pan_troglodytes ENSPTRG00000010508
homo_sapiens ENSG00000130159
gorilla_gorilla ENSGGOG00000005464
pongo_abelii ENSPPYG00000009585
nomascus_leucogenys ENSNLEG00000012596
theropithecus_gelada ENSTGEG00000027261
cercocebus_atys ENSCATG00000036069
macaca_fascicularis ENSMFAG00000036660
macaca_nemestrina ENSMNEG00000038409
macaca_mulatta ENSMMUG00000020618
papio_anubis ENSPANG00000020663
mandrillus_leucophaeus ENSMLEG00000027742
chlorocebus_sabaeus ENSCSAG00000006744
rhinopithecus_roxellana ENSRROG00000034776
rhinopithecus_bieti ENSRBIG00000041602
colobus_angolensis_palliatus ENSCANG00000027996
piliocolobus_tephrosceles ENSPTEG00000023113
cebus_capucinus ENSCCAG00000030491
saimiri_boliviensis_boliviensis ENSSBOG00000032854
callithrix_jacchus ENSCJAG00000031250
aotus_nancymaae ENSANAG00000037897
carlito_syrichta ENSTSYG00000005065
propithecus_coquereli ENSPCOG00000024774
prolemur_simus ENSPSMG00000020086
microcebus_murinus ENSMICG00000043164
otolemur_garnettii ENSOGAG00000007078
tupaia_belangeri ENSTBEG00000011680
sus_scrofa ENSSSCG00000013615
vicugna_pacos ENSVPAG00000001999
bos_mutus ENSBMUG00000026061
bos_taurus ENSBTAG00000015049
bison_bison_bison ENSBBBG00000018064
ovis_aries ENSOARG00000018564
capra_hircus ENSCHIG00000021558
tursiops_truncatus ENSTTRG00000001801
ursus_maritimus ENSUMAG00000019535
ursus_americanus ENSUAMG00000000606
ailuropoda_melanoleuca ENSAMEG00000000059
neovison_vison ENSNVIG00000003048
mustela_putorius_furo ENSMPUG00000004997
canis_lupus_familiaris ENSCAFG00000017334
canis_lupus_dingo ENSCAFG00020005008
vulpes_vulpes ENSVVUG00000023739
panthera_pardus ENSPPRG00000007299
panthera_tigris_altaica ENSPTIG00000013100
felis_catus ENSFCAG00000004924
myotis_lucifugus ENSMLUG00000016345
pteropus_vampyrus ENSPVAG00000014898
equus_caballus ENSECAG00000016897
equus_asinus_asinus ENSEASG00005004554
loxodonta_africana ENSLAFG00000027589
procavia_capensis ENSPCAG00000016107
echinops_telfairi ENSETEG00000007625
dasypus_novemcinctus ENSDNOG00000036243
castor_canadensis ENSCCNG00000010250
dipodomys_ordii ENSDORG00000003435
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033019
mus_musculus ENSMUSG00000066839
mus_spicilegus ENSMSIG00000013685
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031896
mus_pahari MGP_PahariEiJ_G0014762
rattus_norvegicus ENSRNOG00000014128
meriones_unguiculatus ENSMUGG00000019348
cricetulus_griseus_crigri-picr ENSCGRG00015003420
cricetulus_griseus_crigri ENSCGRG00000017244
cricetulus_griseus_chok1gshd ENSCGRG00001016909
mesocricetus_auratus ENSMAUG00000008578
microtus_ochrogaster ENSMOCG00000001978
peromyscus_maniculatus_bairdii ENSPEMG00000011472
nannospalax_galili ENSNGAG00000021047
jaculus_jaculus ENSJJAG00000000325
urocitellus_parryii ENSUPAG00010007553
marmota_marmota_marmota ENSMMMG00000020481
ictidomys_tridecemlineatus ENSSTOG00000003653
spermophilus_dauricus ENSSDAG00000008124
oryctolagus_cuniculus ENSOCUG00000004391
ochotona_princeps ENSOPRG00000012177
cavia_porcellus ENSCPOG00000020901
cavia_aperea ENSCAPG00000010619
octodon_degus ENSODEG00000016279
chinchilla_lanigera ENSCLAG00000013338
heterocephalus_glaber_male ENSHGLG00100006297
heterocephalus_glaber_female ENSHGLG00000015014
fukomys_damarensis ENSFDAG00000007279
sorex_araneus ENSSARG00000001608
ornithorhynchus_anatinus ENSOANG00000001370
numida_meleagris ENSNMEG00000014096
gallus_gallus ENSGALG00000043823
coturnix_japonica ENSCJPG00005002693
lonchura_striata_domestica ENSLSDG00000000527
xenopus_tropicalis ENSXETG00000016738
ciona_intestinalis ENSCING00000019375
drosophila_melanogaster FBgn0028436
caenorhabditis_elegans_strain_n2 WBGene00021202
