pundamilia_nyererei ENSPNYG00000003053
maylandia_zebra ENSMZEG00005005470
neolamprologus_brichardi ENSNBRG00000020773
maylandia_zebra ENSMZEG00005028598
maylandia_zebra ENSMZEG00005028597
maylandia_zebra ENSMZEG00005022211
maylandia_zebra ENSMZEG00005028594
maylandia_zebra ENSMZEG00005024501
maylandia_zebra ENSMZEG00005018505
maylandia_zebra ENSMZEG00005024868
maylandia_zebra ENSMZEG00005018533
astatotilapia_calliptera ENSACLG00000017579
astatotilapia_calliptera ENSACLG00000017517
maylandia_zebra ENSMZEG00005003882
astatotilapia_calliptera ENSACLG00000018096
astatotilapia_calliptera ENSACLG00000013181
maylandia_zebra ENSMZEG00005005932
maylandia_zebra ENSMZEG00005003837
astatotilapia_calliptera ENSACLG00000015584
maylandia_zebra ENSMZEG00005010833
maylandia_zebra ENSMZEG00005003676
maylandia_zebra ENSMZEG00005025759
haplochromis_burtoni ENSHBUG00000014797
neolamprologus_brichardi ENSNBRG00000004449
maylandia_zebra ENSMZEG00005020425
neolamprologus_brichardi ENSNBRG00000009203
astatotilapia_calliptera ENSACLG00000023527
maylandia_zebra ENSMZEG00005016845
haplochromis_burtoni ENSHBUG00000014804
amphilophus_citrinellus ENSACIG00000020902
seriola_dumerili ENSSDUG00000019967
seriola_lalandi_dorsalis ENSSLDG00000008076
