hippocampus_comes ENSHCOG00000018139
periophthalmus_magnuspinnatus ENSPMGG00000005310
mola_mola ENSMMOG00000001914
takifugu_rubripes ENSTRUG00000013329
labrus_bergylta ENSLBEG00000025678
anabas_testudineus ENSATEG00000017636
betta_splendens ENSBSLG00000008833
cynoglossus_semilaevis ENSCSEG00000019328
mastacembelus_armatus ENSMAMG00000011211
monopterus_albus ENSMALG00000019751
cottoperca_gobio ENSCGOG00000022407
gasterosteus_aculeatus ENSGACG00000008089
larimichthys_crocea ENSLCRG00005007016
lates_calcarifer ENSLCAG00010027269
scophthalmus_maximus ENSSMAG00000015378
seriola_lalandi ENSSLDG00000011144
seriola_dumerili ENSSDUG00000023354
amphiprion_ocellaris ENSAOCG00000004132
amphiprion_percula ENSAPEG00000009052
acanthochromis_polyacanthus ENSAPOG00000019184
stegastes_partitus ENSSPAG00000007305
parambassis_ranga ENSPRNG00000007794
maylandia_zebra ENSMZEG00005012258
astatotilapia_calliptera ENSACLG00000005940
haplochromis_burtoni ENSHBUG00000018303
pundamilia_nyererei ENSPNYG00000013628
neolamprologus_brichardi ENSNBRG00000011777
amphilophus_citrinellus ENSACIG00000018580
gouania_willdenowi ENSGWIG00000017040
fundulus_heteroclitus ENSFHEG00000002393
cyprinodon_variegatus ENSCVAG00000015034
gambusia_affinis ENSGAFG00000015434
xiphophorus_maculatus ENSXMAG00000001586
poecilia_latipinna ENSPLAG00000010546
poecilia_formosa ENSPFOG00000017728
poecilia_mexicana ENSPMEG00000016448
poecilia_reticulata ENSPREG00000021677
kryptolebias_marmoratus ENSKMAG00000014897
oryzias_latipes ENSORLG00000027052
oryzias_latipes ENSORLG00020013697
oryzias_latipes ENSORLG00015011979
oryzias_melastigma ENSOMEG00000018237
gadus_morhua ENSGMOG00000012892
hucho_hucho ENSHHUG00000049659
esox_lucius ENSELUG00000007430
denticeps_clupeoides ENSDCDG00000019325
scleropages_formosus ENSSFOG00015004441
paramormyrops_kingsleyae ENSPKIG00000021645
astyanax_mexicanus ENSAMXG00005010877
astyanax_mexicanus ENSAMXG00000040056
pygocentrus_nattereri ENSPNAG00000029878
danio_rerio ENSDARG00000100846
clupea_harengus ENSCHAG00000000069
paramormyrops_kingsleyae ENSPKIG00000004452
scleropages_formosus ENSSFOG00015015876
