xenopus_tropicalis ENSXETG00000015846
latimeria_chalumnae ENSLACG00000015773
paramormyrops_kingsleyae ENSPKIG00000016002
scleropages_formosus ENSSFOG00015015935
oryzias_latipes ENSORLG00020003186
oryzias_latipes ENSORLG00000018802
oryzias_latipes ENSORLG00015017266
gouania_willdenowi ENSGWIG00000021174
tetraodon_nigroviridis ENSTNIG00000001619
amphiprion_percula ENSAPEG00000004687
amphiprion_ocellaris ENSAOCG00000013523
acanthochromis_polyacanthus ENSAPOG00000017030
stegastes_partitus ENSSPAG00000010800
parambassis_ranga ENSPRNG00000020136
fundulus_heteroclitus ENSFHEG00000017913
cyprinodon_variegatus ENSCVAG00000019041
xiphophorus_couchianus ENSXCOG00000011619
xiphophorus_maculatus ENSXMAG00000001076
gambusia_affinis ENSGAFG00000015568
poecilia_formosa ENSPFOG00000001422
poecilia_mexicana ENSPMEG00000020172
poecilia_latipinna ENSPLAG00000012502
poecilia_reticulata ENSPREG00000002232
kryptolebias_marmoratus ENSKMAG00000007501
oryzias_melastigma ENSOMEG00000013442
astatotilapia_calliptera ENSACLG00000011620
haplochromis_burtoni ENSHBUG00000005027
pundamilia_nyererei ENSPNYG00000003842
pundamilia_nyererei ENSPNYG00000003821
neolamprologus_brichardi ENSNBRG00000018768
neolamprologus_brichardi ENSNBRG00000018755
maylandia_zebra ENSMZEG00005025836
oreochromis_niloticus ENSONIG00000009142
amphilophus_citrinellus ENSACIG00000016537
larimichthys_crocea ENSLCRG00005022867
mola_mola ENSMMOG00000019702
labrus_bergylta ENSLBEG00000009476
gasterosteus_aculeatus ENSGACG00000003777
monopterus_albus ENSMALG00000005639
mastacembelus_armatus ENSMAMG00000007229
anabas_testudineus ENSATEG00000002318
betta_splendens ENSBSLG00000015907
seriola_dumerili ENSSDUG00000004076
seriola_lalandi ENSSLDG00000011019
lates_calcarifer ENSLCAG00010010412
scophthalmus_maximus ENSSMAG00000005661
hippocampus_comes ENSHCOG00000015230
periophthalmus_magnuspinnatus ENSPMGG00000021467
gadus_morhua ENSGMOG00000008357
hucho_hucho ENSHHUG00000033565
hucho_hucho ENSHHUG00000033563
hucho_hucho ENSHHUG00000018605
esox_lucius ENSELUG00000012345
ictalurus_punctatus ENSIPUG00000006710
electrophorus_electricus ENSEEEG00000024338
astyanax_mexicanus ENSAMXG00000017218
astyanax_mexicanus ENSAMXG00005017955
pygocentrus_nattereri ENSPNAG00000001121
danio_rerio ENSDARG00000058381
clupea_harengus ENSCHAG00000006701
lepisosteus_oculatus ENSLOCG00000013616
erpetoichthys_calabaricus ENSECRG00000021792
callorhinchus_milii ENSCMIG00000017750
