salvator_merianae ENSSMRG00000022377
notechis_scutatus ENSNSUG00000019437
sphenodon_punctatus ENSSPUG00000010748
apteryx_owenii ENSAOWG00000003908
apteryx_haastii ENSAHAG00000000238
apteryx_rowi ENSARWG00000012898
dromaius_novaehollandiae ENSDNVG00000004421
nothoprocta_perdicaria ENSNPEG00000015252
calidris_pugnax ENSCPUG00000018425
calidris_pygmaea ENSCPGG00000002873
crocodylus_porosus ENSCPRG00005016163
gopherus_agassizii ENSGAGG00000021901
chelonoidis_abingdonii ENSCABG00000017271
chrysemys_picta_bellii ENSCPBG00000017561
pelodiscus_sinensis ENSPSIG00000005751
phascolarctos_cinereus ENSPCIG00000003697
notamacropus_eugenii ENSMEUG00000016266
sarcophilus_harrisii ENSSHAG00000010789
monodelphis_domestica ENSMODG00000002320
mus_spicilegus ENSMSIG00000020212
mus_musculus ENSMUSG00000027359
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025158
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024238
mus_pahari MGP_PahariEiJ_G0025684
rattus_norvegicus ENSRNOG00000010128
meriones_unguiculatus ENSMUGG00000016815
cricetulus_griseus_chok1gshd ENSCGRG00001021565
cricetulus_griseus_crigri-picr ENSCGRG00015016380
cricetulus_griseus_crigri ENSCGRG00000011517
mesocricetus_auratus ENSMAUG00000016759
microtus_ochrogaster ENSMOCG00000015520
peromyscus_maniculatus_bairdii ENSPEMG00000021667
nannospalax_galili ENSNGAG00000023178
jaculus_jaculus ENSJJAG00000012884
chinchilla_lanigera ENSCLAG00000013393
octodon_degus ENSODEG00000007224
cavia_porcellus ENSCPOG00000007399
cavia_aperea ENSCAPG00000000590
heterocephalus_glaber_female ENSHGLG00000011641
heterocephalus_glaber_male ENSHGLG00100018692
fukomys_damarensis ENSFDAG00000020145
dipodomys_ordii ENSDORG00000016451
marmota_marmota_marmota ENSMMMG00000016383
spermophilus_dauricus ENSSDAG00000012587
urocitellus_parryii ENSUPAG00010008351
ictidomys_tridecemlineatus ENSSTOG00000021884
castor_canadensis ENSCCNG00000014281
oryctolagus_cuniculus ENSOCUG00000016831
ochotona_princeps ENSOPRG00000004844
tupaia_belangeri ENSTBEG00000004758
pan_paniscus ENSPPAG00000043038
pan_troglodytes ENSPTRG00000007062
homo_sapiens ENSG00000140284
gorilla_gorilla ENSGGOG00000006087
pongo_abelii ENSPPYG00000006466
nomascus_leucogenys ENSNLEG00000006196
mandrillus_leucophaeus ENSMLEG00000015925
cercocebus_atys ENSCATG00000037910
theropithecus_gelada ENSTGEG00000012594
papio_anubis ENSPANG00000017686
macaca_mulatta ENSMMUG00000002876
macaca_fascicularis ENSMFAG00000038376
macaca_nemestrina ENSMNEG00000034842
chlorocebus_sabaeus ENSCSAG00000010869
colobus_angolensis_palliatus ENSCANG00000024006
piliocolobus_tephrosceles ENSPTEG00000007864
rhinopithecus_roxellana ENSRROG00000043255
rhinopithecus_bieti ENSRBIG00000033922
cebus_capucinus ENSCCAG00000026466
saimiri_boliviensis_boliviensis ENSSBOG00000018319
callithrix_jacchus ENSCJAG00000001504
aotus_nancymaae ENSANAG00000038506
carlito_syrichta ENSTSYG00000001144
microcebus_murinus ENSMICG00000003492
propithecus_coquereli ENSPCOG00000003546
prolemur_simus ENSPSMG00000018822
otolemur_garnettii ENSOGAG00000004637
myotis_lucifugus ENSMLUG00000005760
pteropus_vampyrus ENSPVAG00000014014
equus_caballus ENSECAG00000024288
equus_asinus_asinus ENSEASG00005016639
tursiops_truncatus ENSTTRG00000016794
vicugna_pacos ENSVPAG00000001887
sus_scrofa ENSSSCG00000004643
capra_hircus ENSCHIG00000016543
ovis_aries ENSOARG00000020994
bos_mutus ENSBMUG00000022791
bos_taurus ENSBTAG00000004303
bison_bison_bison ENSBBBG00000008894
ursus_americanus ENSUAMG00000024355
ursus_maritimus ENSUMAG00000014731
ailuropoda_melanoleuca ENSAMEG00000008843
neovison_vison ENSNVIG00000020478
mustela_putorius_furo ENSMPUG00000007916
canis_lupus_dingo ENSCAFG00020019360
canis_lupus_familiaris ENSCAFG00000015048
vulpes_vulpes ENSVVUG00000016617
panthera_tigris_altaica ENSPTIG00000021187
panthera_pardus ENSPPRG00000000405
felis_catus ENSFCAG00000011025
sorex_araneus ENSSARG00000000501
sorex_araneus ENSSARG00000006317
erinaceus_europaeus ENSEEUG00000013714
dasypus_novemcinctus ENSDNOG00000040364
dasypus_novemcinctus ENSDNOG00000036819
dasypus_novemcinctus ENSDNOG00000018159
dasypus_novemcinctus ENSDNOG00000048388
choloepus_hoffmanni ENSCHOG00000012911
loxodonta_africana ENSLAFG00000004735
procavia_capensis ENSPCAG00000014184
ornithorhynchus_anatinus ENSOANG00000006875
gallus_gallus ENSGALG00000050921
latimeria_chalumnae ENSLACG00000018170
pundamilia_nyererei ENSPNYG00000011707
scleropages_formosus ENSSFOG00015015329
