apteryx_haastii ENSAHAG00000006055
apteryx_rowi ENSARWG00000014773
apteryx_owenii ENSAOWG00000013747
dromaius_novaehollandiae ENSDNVG00000006524
nothoprocta_perdicaria ENSNPEG00000016191
meleagris_gallopavo ENSMGAG00000016935
meleagris_gallopavo ENSMGAG00000010098
coturnix_japonica ENSCJPG00005017457
gallus_gallus ENSGALG00000037837
numida_meleagris ENSNMEG00000021688
anser_brachyrhynchus ENSABRG00000001976
anas_platyrhynchos_platyrhynchos ENSAPLG00000002878
calidris_pygmaea ENSCPGG00000017669
calidris_pugnax ENSCPUG00000009560
melopsittacus_undulatus ENSMUNG00000004903
junco_hyemalis ENSJHYG00000017936
zonotrichia_albicollis ENSZALG00000000831
serinus_canaria ENSSCAG00000013209
lonchura_striata_domestica ENSLSDG00000001279
taeniopygia_guttata ENSTGUG00000003346
parus_major ENSPMJG00000008330
cyanistes_caeruleus ENSCCEG00000020851
ficedula_albicollis ENSFALG00000004730
manacus_vitellinus ENSMVIG00005009335
lepidothrix_coronata ENSLCOG00000007459
crocodylus_porosus ENSCPRG00005001053
gopherus_agassizii ENSGAGG00000006864
chelonoidis_abingdonii ENSCABG00000009476
chrysemys_picta_bellii ENSCPBG00000000183
pelodiscus_sinensis ENSPSIG00000007730
anolis_carolinensis ENSACAG00000001236
ornithorhynchus_anatinus ENSOANG00000015503
pogona_vitticeps ENSPVIG00000007462
salvator_merianae ENSSMRG00000014025
sphenodon_punctatus ENSSPUG00000017564
sphenodon_punctatus ENSSPUG00000008969
notechis_scutatus ENSNSUG00000000423
notechis_scutatus ENSNSUG00000000399
notechis_scutatus ENSNSUG00000000421
sarcophilus_harrisii ENSSHAG00000000743
anolis_carolinensis ENSACAG00000027560
vicugna_pacos ENSVPAG00000009978
choloepus_hoffmanni ENSCHOG00000002808
sorex_araneus ENSSARG00000013357
myotis_lucifugus ENSMLUG00000016811
pteropus_vampyrus ENSPVAG00000005106
equus_asinus_asinus ENSEASG00005004976
equus_caballus ENSECAG00000013242
capra_hircus ENSCHIG00000020427
ovis_aries ENSOARG00000018095
bos_mutus ENSBMUG00000015226
bos_taurus ENSBTAG00000014903
bison_bison_bison ENSBBBG00000023646
tursiops_truncatus ENSTTRG00000008223
sus_scrofa ENSSSCG00000008051
ursus_maritimus ENSUMAG00000022406
ursus_americanus ENSUAMG00000013137
ursus_americanus ENSUAMG00000004464
ailuropoda_melanoleuca ENSAMEG00000017862
neovison_vison ENSNVIG00000022886
mustela_putorius_furo ENSMPUG00000015361
canis_lupus_familiaris ENSCAFG00000019379
canis_lupus_dingo ENSCAFG00020026152
vulpes_vulpes ENSVVUG00000009212
felis_catus ENSFCAG00000007691
panthera_pardus ENSPPRG00000010087
oryctolagus_cuniculus ENSOCUG00000005137
ochotona_princeps ENSOPRG00000008946
tupaia_belangeri ENSTBEG00000017245
castor_canadensis ENSCCNG00000031365
dipodomys_ordii ENSDORG00000001756
mus_musculus ENSMUSG00000024130
mus_spicilegus ENSMSIG00000005564
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022091
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021181
mus_pahari MGP_PahariEiJ_G0023497
rattus_norvegicus ENSRNOG00000050057
meriones_unguiculatus ENSMUGG00000025776
cricetulus_griseus_chok1gshd ENSCGRG00001017210
cricetulus_griseus_crigri ENSCGRG00000011330
cricetulus_griseus_crigri-picr ENSCGRG00015012445
mesocricetus_auratus ENSMAUG00000010812
peromyscus_maniculatus_bairdii ENSPEMG00000002785
microtus_ochrogaster ENSMOCG00000021774
nannospalax_galili ENSNGAG00000004263
jaculus_jaculus ENSJJAG00000020528
chinchilla_lanigera ENSCLAG00000013975
octodon_degus ENSODEG00000014172
cavia_porcellus ENSCPOG00000008402
cavia_aperea ENSCAPG00000013905
heterocephalus_glaber_female ENSHGLG00000007238
heterocephalus_glaber_male ENSHGLG00100002810
fukomys_damarensis ENSFDAG00000008502
urocitellus_parryii ENSUPAG00010017791
ictidomys_tridecemlineatus ENSSTOG00000013206
spermophilus_dauricus ENSSDAG00000010690
marmota_marmota_marmota ENSMMMG00000009333
pan_paniscus ENSPPAG00000030120
pan_troglodytes ENSPTRG00000007647
homo_sapiens ENSG00000167972
gorilla_gorilla ENSGGOG00000014287
pongo_abelii ENSPPYG00000006997
nomascus_leucogenys ENSNLEG00000009302
papio_anubis ENSPANG00000022701
theropithecus_gelada ENSTGEG00000026479
cercocebus_atys ENSCATG00000017231
mandrillus_leucophaeus ENSMLEG00000042431
macaca_fascicularis ENSMFAG00000033360
macaca_mulatta ENSMMUG00000019242
macaca_nemestrina ENSMNEG00000036645
chlorocebus_sabaeus ENSCSAG00000010725
colobus_angolensis_palliatus ENSCANG00000010778
piliocolobus_tephrosceles ENSPTEG00000032361
rhinopithecus_roxellana ENSRROG00000039675
rhinopithecus_bieti ENSRBIG00000035444
saimiri_boliviensis_boliviensis ENSSBOG00000027459
cebus_capucinus ENSCCAG00000037440
callithrix_jacchus ENSCJAG00000014934
aotus_nancymaae ENSANAG00000035802
carlito_syrichta ENSTSYG00000004382
propithecus_coquereli ENSPCOG00000000398
microcebus_murinus ENSMICG00000005928
prolemur_simus ENSPSMG00000022741
otolemur_garnettii ENSOGAG00000006611
erinaceus_europaeus ENSEEUG00000001429
loxodonta_africana ENSLAFG00000000732
procavia_capensis ENSPCAG00000004560
echinops_telfairi ENSETEG00000005767
dasypus_novemcinctus ENSDNOG00000041420
phascolarctos_cinereus ENSPCIG00000029228
sarcophilus_harrisii ENSSHAG00000001816
monodelphis_domestica ENSMODG00000007266
loxodonta_africana ENSLAFG00000029576
phascolarctos_cinereus ENSPCIG00000025023
sarcophilus_harrisii ENSSHAG00000005525
monodelphis_domestica ENSMODG00000015781
monodelphis_domestica ENSMODG00000015825
phascolarctos_cinereus ENSPCIG00000030552
sarcophilus_harrisii ENSSHAG00000001177
monodelphis_domestica ENSMODG00000015420
sarcophilus_harrisii ENSSHAG00000000892
urocitellus_parryii ENSUPAG00010009377
notamacropus_eugenii ENSMEUG00000003597
sarcophilus_harrisii ENSSHAG00000017003
phascolarctos_cinereus ENSPCIG00000036753
phascolarctos_cinereus ENSPCIG00000025014
phascolarctos_cinereus ENSPCIG00000029225
sarcophilus_harrisii ENSSHAG00000000633
monodelphis_domestica ENSMODG00000015843
ornithorhynchus_anatinus ENSOANG00000003524
xenopus_tropicalis ENSXETG00000020232
latimeria_chalumnae ENSLACG00000011593
stegastes_partitus ENSSPAG00000018739
stegastes_partitus ENSSPAG00000018782
stegastes_partitus ENSSPAG00000018793
cynoglossus_semilaevis ENSCSEG00000016006
periophthalmus_magnuspinnatus ENSPMGG00000021127
tetraodon_nigroviridis ENSTNIG00000009748
takifugu_rubripes ENSTRUG00000007310
mola_mola ENSMMOG00000014001
gasterosteus_aculeatus ENSGACG00000011277
labrus_bergylta ENSLBEG00000026294
monopterus_albus ENSMALG00000005584
mastacembelus_armatus ENSMAMG00000023302
anabas_testudineus ENSATEG00000024281
seriola_dumerili ENSSDUG00000011035
seriola_lalandi_dorsalis ENSSLDG00000019356
scophthalmus_maximus ENSSMAG00000016633
maylandia_zebra ENSMZEG00005004861
astatotilapia_calliptera ENSACLG00000027598
pundamilia_nyererei ENSPNYG00000000738
haplochromis_burtoni ENSHBUG00000009965
neolamprologus_brichardi ENSNBRG00000023598
oreochromis_niloticus ENSONIG00000005221
amphilophus_citrinellus ENSACIG00000015176
xiphophorus_maculatus ENSXMAG00000004756
xiphophorus_couchianus ENSXCOG00000010460
gambusia_affinis ENSGAFG00000000020
poecilia_formosa ENSPFOG00000010081
poecilia_mexicana ENSPMEG00000007017
poecilia_latipinna ENSPLAG00000008393
poecilia_reticulata ENSPREG00000004013
cyprinodon_variegatus ENSCVAG00000010772
fundulus_heteroclitus ENSFHEG00000011484
kryptolebias_marmoratus ENSKMAG00000013710
oryzias_latipes ENSORLG00000008142
oryzias_latipes ENSORLG00020020162
oryzias_latipes_asm223469v1 ENSORLG00015009660
oryzias_melastigma ENSOMEG00000009680
hippocampus_comes ENSHCOG00000015912
amphiprion_ocellaris ENSAOCG00000002140
amphiprion_percula ENSAPEG00000006551
acanthochromis_polyacanthus ENSAPOG00000017481
gadus_morhua ENSGMOG00000004678
ornithorhynchus_anatinus ENSOANG00000010286
esox_lucius ENSELUG00000015218
astyanax_mexicanus ENSAMXG00000018888
pygocentrus_nattereri ENSPNAG00000002129
ictalurus_punctatus ENSIPUG00000011856
danio_rerio ENSDARG00000100524
paramormyrops_kingsleyae ENSPKIG00000005973
scleropages_formosus ENSSFOG00015010196
lepisosteus_oculatus ENSLOCG00000002542
petromyzon_marinus ENSPMAG00000009413
petromyzon_marinus ENSPMAG00000001774
eptatretus_burgeri ENSEBUG00000014441
eptatretus_burgeri ENSEBUG00000009000
