mus_spicilegus ENSMSIG00000005602
mus_musculus ENSMUSG00000043051
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032837
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031719
mus_pahari MGP_PahariEiJ_G0023317
rattus_norvegicus ENSRNOG00000019779
meriones_unguiculatus ENSMUGG00000008839
cricetulus_griseus_chok1gshd ENSCGRG00001022006
cricetulus_griseus_crigri ENSCGRG00000017424
cricetulus_griseus_crigri-picr ENSCGRG00015008157
mesocricetus_auratus ENSMAUG00000001315
peromyscus_maniculatus_bairdii ENSPEMG00000016648
microtus_ochrogaster ENSMOCG00000018986
nannospalax_galili ENSNGAG00000000915
castor_canadensis ENSCCNG00000014543
heterocephalus_glaber_female ENSHGLG00000015934
fukomys_damarensis ENSFDAG00000000589
chinchilla_lanigera ENSCLAG00000004662
cavia_porcellus ENSCPOG00000013230
urocitellus_parryii ENSUPAG00010021561
ictidomys_tridecemlineatus ENSSTOG00000023596
spermophilus_dauricus ENSSDAG00000009286
marmota_marmota_marmota ENSMMMG00000012596
tupaia_belangeri ENSTBEG00000003353
oryctolagus_cuniculus ENSOCUG00000010284
ochotona_princeps ENSOPRG00000008626
carlito_syrichta ENSTSYG00000031309
carlito_syrichta ENSTSYG00000025416
pan_paniscus ENSPPAG00000031414
pan_troglodytes ENSPTRG00000002112
homo_sapiens ENSG00000162946
gorilla_gorilla ENSGGOG00000014086
pongo_abelii ENSPPYG00000000111
nomascus_leucogenys ENSNLEG00000002177
macaca_fascicularis ENSMFAG00000042435
macaca_nemestrina ENSMNEG00000034015
cercocebus_atys ENSCATG00000018901
mandrillus_leucophaeus ENSMLEG00000037226
theropithecus_gelada ENSTGEG00000012258
chlorocebus_sabaeus ENSCSAG00000010261
rhinopithecus_roxellana ENSRROG00000036476
rhinopithecus_bieti ENSRBIG00000036236
piliocolobus_tephrosceles ENSPTEG00000035299
macaca_mulatta ENSMMUG00000013119
papio_anubis ENSPANG00000006042
rhinopithecus_bieti ENSRBIG00000040620
colobus_angolensis_palliatus ENSCANG00000039591
cebus_capucinus ENSCCAG00000034121
