manacus_vitellinus ENSMVIG00005000438
lepidothrix_coronata ENSLCOG00000013198
taeniopygia_guttata ENSTGUG00000015691
cyanistes_caeruleus ENSCCEG00000002874
parus_major ENSPMJG00000006780
ficedula_albicollis ENSFALG00000001461
lonchura_striata_domestica ENSLSDG00000002448
taeniopygia_guttata ENSTGUG00000005007
serinus_canaria ENSSCAG00000004064
junco_hyemalis ENSJHYG00000001192
zonotrichia_albicollis ENSZALG00000015246
melopsittacus_undulatus ENSMUNG00000009207
calidris_pygmaea ENSCPGG00000012164
calidris_pugnax ENSCPUG00000013531
anser_brachyrhynchus ENSABRG00000021162
anas_platyrhynchos_platyrhynchos ENSAPLG00000015465
meleagris_gallopavo ENSMGAG00000005844
gallus_gallus ENSGALG00000003712
coturnix_japonica ENSCJPG00005005477
numida_meleagris ENSNMEG00000009086
apteryx_owenii ENSAOWG00000005732
apteryx_rowi ENSARWG00000007260
apteryx_haastii ENSAHAG00000011187
nothoprocta_perdicaria ENSNPEG00000001017
dromaius_novaehollandiae ENSDNVG00000009434
crocodylus_porosus ENSCPRG00005006208
chelonoidis_abingdonii ENSCABG00000006100
chrysemys_picta_bellii ENSCPBG00000021248
gopherus_agassizii ENSGAGG00000007469
pelodiscus_sinensis ENSPSIG00000008426
sphenodon_punctatus ENSSPUG00000016839
phascolarctos_cinereus ENSPCIG00000019752
notamacropus_eugenii ENSMEUG00000016487
sarcophilus_harrisii ENSSHAG00000017744
monodelphis_domestica ENSMODG00000012492
procavia_capensis ENSPCAG00000004810
loxodonta_africana ENSLAFG00000003693
echinops_telfairi ENSETEG00000015957
myotis_lucifugus ENSMLUG00000008694
pteropus_vampyrus ENSPVAG00000003423
ursus_americanus ENSUAMG00000008931
ursus_maritimus ENSUMAG00000016922
ailuropoda_melanoleuca ENSAMEG00000016435
neovison_vison ENSNVIG00000018310
mustela_putorius_furo ENSMPUG00000012577
canis_lupus_familiaris ENSCAFG00000019902
canis_lupus_dingo ENSCAFG00020024469
vulpes_vulpes ENSVVUG00000028347
panthera_pardus ENSPPRG00000009403
panthera_tigris_altaica ENSPTIG00000014173
felis_catus ENSFCAG00000007100
equus_caballus ENSECAG00000018775
equus_asinus_asinus ENSEASG00005009606
capra_hircus ENSCHIG00000017236
ovis_aries ENSOARG00000006521
bos_mutus ENSBMUG00000005421
bos_taurus ENSBTAG00000020791
bison_bison_bison ENSBBBG00000009731
sus_scrofa ENSSSCG00000005719
tursiops_truncatus ENSTTRG00000009204
erinaceus_europaeus ENSEEUG00000014637
pan_paniscus ENSPPAG00000040344
pan_troglodytes ENSPTRG00000021490
gorilla_gorilla ENSGGOG00000008226
homo_sapiens ENSG00000107263
