mastacembelus_armatus ENSMAMG00000013641
monopterus_albus ENSMALG00000019282
anabas_testudineus ENSATEG00000009781
scophthalmus_maximus ENSSMAG00000020393
cynoglossus_semilaevis ENSCSEG00000011386
seriola_lalandi_dorsalis ENSSLDG00000019016
seriola_dumerili ENSSDUG00000020931
xiphophorus_maculatus ENSXMAG00000016577
xiphophorus_couchianus ENSXCOG00000014775
gambusia_affinis ENSGAFG00000021374
poecilia_mexicana ENSPMEG00000019827
poecilia_latipinna ENSPLAG00000015279
poecilia_formosa ENSPFOG00000002544
poecilia_reticulata ENSPREG00000013203
fundulus_heteroclitus ENSFHEG00000000599
cyprinodon_variegatus ENSCVAG00000022641
kryptolebias_marmoratus ENSKMAG00000013661
oryzias_latipes ENSORLG00000016949
oryzias_latipes ENSORLG00020011404
oryzias_latipes_asm223469v1 ENSORLG00015011217
oryzias_melastigma ENSOMEG00000004084
maylandia_zebra ENSMZEG00005025380
astatotilapia_calliptera ENSACLG00000022025
pundamilia_nyererei ENSPNYG00000012950
haplochromis_burtoni ENSHBUG00000004805
neolamprologus_brichardi ENSNBRG00000013822
oreochromis_niloticus ENSONIG00000009740
amphilophus_citrinellus ENSACIG00000016013
amphiprion_percula ENSAPEG00000005881
amphiprion_ocellaris ENSAOCG00000009403
acanthochromis_polyacanthus ENSAPOG00000022783
stegastes_partitus ENSSPAG00000022975
labrus_bergylta ENSLBEG00000018510
mola_mola ENSMMOG00000018798
gasterosteus_aculeatus ENSGACG00000013251
tetraodon_nigroviridis ENSTNIG00000015221
takifugu_rubripes ENSTRUG00000003333
hippocampus_comes ENSHCOG00000003388
periophthalmus_magnuspinnatus ENSPMGG00000009616
gadus_morhua ENSGMOG00000003035
esox_lucius ENSELUG00000018072
pygocentrus_nattereri ENSPNAG00000012915
pygocentrus_nattereri ENSPNAG00000002445
astyanax_mexicanus ENSAMXG00000009262
ictalurus_punctatus ENSIPUG00000011537
danio_rerio ENSDARG00000116769
danio_rerio ENSDARG00000086825
paramormyrops_kingsleyae ENSPKIG00000003312
scleropages_formosus ENSSFOG00015007599
paramormyrops_kingsleyae ENSPKIG00000017121
scleropages_formosus ENSSFOG00015010128
lepisosteus_oculatus ENSLOCG00000006396
ornithorhynchus_anatinus ENSOANG00000009055
ornithorhynchus_anatinus ENSOANG00000031196
myotis_lucifugus ENSMLUG00000009484
tursiops_truncatus ENSTTRG00000005318
sus_scrofa ENSSSCG00000003715
vicugna_pacos ENSVPAG00000011339
sorex_araneus ENSSARG00000008323
echinops_telfairi ENSETEG00000010661
dipodomys_ordii ENSDORG00000013718
castor_canadensis ENSCCNG00000017418
peromyscus_maniculatus_bairdii ENSPEMG00000001995
microtus_ochrogaster ENSMOCG00000021972
cricetulus_griseus_chok1gshd ENSCGRG00001024510
cricetulus_griseus_crigri-picr ENSCGRG00015008463
cricetulus_griseus_crigri ENSCGRG00000003092
mesocricetus_auratus ENSMAUG00000018583
mus_spicilegus ENSMSIG00000006761
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022926
mus_musculus ENSMUSG00000024420
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022012
mus_pahari MGP_PahariEiJ_G0018749
rattus_norvegicus ENSRNOG00000016874
meriones_unguiculatus ENSMUGG00000015668
nannospalax_galili ENSNGAG00000011355
jaculus_jaculus ENSJJAG00000021105
chinchilla_lanigera ENSCLAG00000010565
octodon_degus ENSODEG00000018410
cavia_aperea ENSCAPG00000016117
cavia_porcellus ENSCPOG00000015173
heterocephalus_glaber_male ENSHGLG00100009885
heterocephalus_glaber_female ENSHGLG00000003785
fukomys_damarensis ENSFDAG00000016560
marmota_marmota_marmota ENSMMMG00000009091
spermophilus_dauricus ENSSDAG00000020773
ictidomys_tridecemlineatus ENSSTOG00000012398
urocitellus_parryii ENSUPAG00010012699
pan_troglodytes ENSPTRG00000022783
pan_paniscus ENSPPAG00000032100
homo_sapiens ENSG00000198795
gorilla_gorilla ENSGGOG00000027325
pongo_abelii ENSPPYG00000009074
nomascus_leucogenys ENSNLEG00000006568
macaca_fascicularis ENSMFAG00000044636
macaca_nemestrina ENSMNEG00000024580
macaca_mulatta ENSMMUG00000008600
papio_anubis ENSPANG00000024017
theropithecus_gelada ENSTGEG00000017919
mandrillus_leucophaeus ENSMLEG00000042856
cercocebus_atys ENSCATG00000035290
chlorocebus_sabaeus ENSCSAG00000017805
piliocolobus_tephrosceles ENSPTEG00000037182
colobus_angolensis_palliatus ENSCANG00000041924
rhinopithecus_bieti ENSRBIG00000030202
rhinopithecus_roxellana ENSRROG00000037529
cebus_capucinus ENSCCAG00000029899
saimiri_boliviensis_boliviensis ENSSBOG00000035381
callithrix_jacchus ENSCJAG00000020691
aotus_nancymaae ENSANAG00000025269
carlito_syrichta ENSTSYG00000005246
prolemur_simus ENSPSMG00000012561
microcebus_murinus ENSMICG00000006267
propithecus_coquereli ENSPCOG00000003783
otolemur_garnettii ENSOGAG00000007195
tupaia_belangeri ENSTBEG00000017297
castor_canadensis ENSCCNG00000017428
pteropus_vampyrus ENSPVAG00000015426
erinaceus_europaeus ENSEEUG00000006860
equus_asinus_asinus ENSEASG00005005129
equus_caballus ENSECAG00000006546
ursus_maritimus ENSUMAG00000021540
ursus_americanus ENSUAMG00000027211
ailuropoda_melanoleuca ENSAMEG00000014151
mustela_putorius_furo ENSMPUG00000006327
neovison_vison ENSNVIG00000018732
canis_lupus_dingo ENSCAFG00020013903
canis_lupus_familiaris ENSCAFG00000018158
vulpes_vulpes ENSVVUG00000002266
panthera_tigris_altaica ENSPTIG00000014126
panthera_pardus ENSPPRG00000009183
felis_catus ENSFCAG00000024512
loxodonta_africana ENSLAFG00000013445
procavia_capensis ENSPCAG00000012544
dasypus_novemcinctus ENSDNOG00000040834
choloepus_hoffmanni ENSCHOG00000007395
phascolarctos_cinereus ENSPCIG00000020692
notamacropus_eugenii ENSMEUG00000003018
sarcophilus_harrisii ENSSHAG00000018217
monodelphis_domestica ENSMODG00000021509
chrysemys_picta_bellii ENSCPBG00000027365
chrysemys_picta_bellii ENSCPBG00000027370
gopherus_agassizii ENSGAGG00000018451
chelonoidis_abingdonii ENSCABG00000002798
pelodiscus_sinensis ENSPSIG00000002538
crocodylus_porosus ENSCPRG00005014429
sphenodon_punctatus ENSSPUG00000014144
anolis_carolinensis ENSACAG00000001799
pogona_vitticeps ENSPVIG00000018138
notechis_scutatus ENSNSUG00000019958
salvator_merianae ENSSMRG00000011955
gallus_gallus ENSGALG00000015112
meleagris_gallopavo ENSMGAG00000010352
coturnix_japonica ENSCJPG00005009819
numida_meleagris ENSNMEG00000013337
anas_platyrhynchos_platyrhynchos ENSAPLG00000003518
