scleropages_formosus ENSSFOG00015012933
paramormyrops_kingsleyae ENSPKIG00000005604
labrus_bergylta ENSLBEG00000006607
gasterosteus_aculeatus ENSGACG00000006801
takifugu_rubripes ENSTRUG00000009451
tetraodon_nigroviridis ENSTNIG00000018911
mola_mola ENSMMOG00000014140
scophthalmus_maximus ENSSMAG00000018950
cynoglossus_semilaevis ENSCSEG00000006500
seriola_dumerili ENSSDUG00000022241
seriola_lalandi_dorsalis ENSSLDG00000007076
mastacembelus_armatus ENSMAMG00000014795
monopterus_albus ENSMALG00000021741
anabas_testudineus ENSATEG00000021137
fundulus_heteroclitus ENSFHEG00000009603
cyprinodon_variegatus ENSCVAG00000022474
poecilia_formosa ENSPFOG00000012824
poecilia_mexicana ENSPMEG00000004565
poecilia_latipinna ENSPLAG00000000660
poecilia_reticulata ENSPREG00000022781
xiphophorus_couchianus ENSXCOG00000006662
xiphophorus_maculatus ENSXMAG00000029480
gambusia_affinis ENSGAFG00000001962
kryptolebias_marmoratus ENSKMAG00000019311
oryzias_latipes_asm223469v1 ENSORLG00015016414
oryzias_latipes ENSORLG00020018498
oryzias_latipes ENSORLG00000005200
oryzias_melastigma ENSOMEG00000023278
haplochromis_burtoni ENSHBUG00000005779
astatotilapia_calliptera ENSACLG00000012743
maylandia_zebra ENSMZEG00005015256
pundamilia_nyererei ENSPNYG00000000760
neolamprologus_brichardi ENSNBRG00000018788
neolamprologus_brichardi ENSNBRG00000013332
oreochromis_niloticus ENSONIG00000016435
amphilophus_citrinellus ENSACIG00000011572
amphiprion_ocellaris ENSAOCG00000007461
amphiprion_percula ENSAPEG00000017805
acanthochromis_polyacanthus ENSAPOG00000004229
stegastes_partitus ENSSPAG00000019205
hippocampus_comes ENSHCOG00000003015
gadus_morhua ENSGMOG00000009528
esox_lucius ENSELUG00000004174
pygocentrus_nattereri ENSPNAG00000013063
astyanax_mexicanus ENSAMXG00000004946
ictalurus_punctatus ENSIPUG00000011245
danio_rerio ENSDARG00000087921
esox_lucius ENSELUG00000024002
lepisosteus_oculatus ENSLOCG00000005918
ornithorhynchus_anatinus ENSOANG00000031653
ornithorhynchus_anatinus ENSOANG00000029474
ornithorhynchus_anatinus ENSOANG00000009931
phascolarctos_cinereus ENSPCIG00000013341
notamacropus_eugenii ENSMEUG00000016433
sarcophilus_harrisii ENSSHAG00000015174
monodelphis_domestica ENSMODG00000005750
dasypus_novemcinctus ENSDNOG00000016988
choloepus_hoffmanni ENSCHOG00000007701
loxodonta_africana ENSLAFG00000001710
procavia_capensis ENSPCAG00000001492
echinops_telfairi ENSETEG00000016146
castor_canadensis ENSCCNG00000026683
dipodomys_ordii ENSDORG00000011803
cricetulus_griseus_crigri ENSCGRG00000010854
cricetulus_griseus_chok1gshd ENSCGRG00001017065
cricetulus_griseus_crigri-picr ENSCGRG00015001898
mesocricetus_auratus ENSMAUG00000003152
microtus_ochrogaster ENSMOCG00000005827
peromyscus_maniculatus_bairdii ENSPEMG00000003369
mus_spicilegus ENSMSIG00000001855
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023845
mus_musculus ENSMUSG00000024998
mus_pahari MGP_PahariEiJ_G0014420
rattus_norvegicus ENSRNOG00000014276
nannospalax_galili ENSNGAG00000019738
jaculus_jaculus ENSJJAG00000023188
heterocephalus_glaber_female ENSHGLG00000013624
heterocephalus_glaber_male ENSHGLG00100000639
fukomys_damarensis ENSFDAG00000007883
chinchilla_lanigera ENSCLAG00000005878
cavia_porcellus ENSCPOG00000009723
cavia_aperea ENSCAPG00000006818
octodon_degus ENSODEG00000016086
urocitellus_parryii ENSUPAG00010015907
ictidomys_tridecemlineatus ENSSTOG00000014154
spermophilus_dauricus ENSSDAG00000011040
marmota_marmota_marmota ENSMMMG00000016548
oryctolagus_cuniculus ENSOCUG00000001816
ochotona_princeps ENSOPRG00000013240
pan_troglodytes ENSPTRG00000002775
pan_paniscus ENSPPAG00000033051
homo_sapiens ENSG00000138193
gorilla_gorilla ENSGGOG00000007807
pongo_abelii ENSPPYG00000002499
nomascus_leucogenys ENSNLEG00000012910
theropithecus_gelada ENSTGEG00000010376
papio_anubis ENSPANG00000021518
cercocebus_atys ENSCATG00000032075
mandrillus_leucophaeus ENSMLEG00000012552
macaca_mulatta ENSMMUG00000001608
macaca_fascicularis ENSMFAG00000020572
macaca_nemestrina ENSMNEG00000030694
