manacus_vitellinus ENSMVIG00005015175
lepidothrix_coronata ENSLCOG00000010609
junco_hyemalis ENSJHYG00000000961
serinus_canaria ENSSCAG00000006139
lonchura_striata ENSLSDG00000009390
cyanistes_caeruleus ENSCCEG00000022310
parus_major ENSPMJG00000009937
ficedula_albicollis ENSFALG00000003562
melopsittacus_undulatus ENSMUNG00000000526
calidris_pygmaea ENSCPGG00000004937
calidris_pugnax ENSCPUG00000000858
anser_brachyrhynchus ENSABRG00000022949
anas_platyrhynchos ENSAPLG00000014968
coturnix_japonica ENSCJPG00005021227
gallus_gallus ENSGALG00000027492
numida_meleagris ENSNMEG00000020583
apteryx_rowi ENSARWG00000003610
apteryx_owenii ENSAOWG00000011198
apteryx_haastii ENSAHAG00000014023
dromaius_novaehollandiae ENSDNVG00000000124
nothoprocta_perdicaria ENSNPEG00000004293
crocodylus_porosus ENSCPRG00005001201
chrysemys_picta ENSCPBG00000000091
pelodiscus_sinensis ENSPSIG00000014486
pogona_vitticeps ENSPVIG00000012359
anolis_carolinensis ENSACAG00000005707
salvator_merianae ENSSMRG00000023532
phascolarctos_cinereus ENSPCIG00000016450
vombatus_ursinus ENSVURG00010013701
notamacropus_eugenii ENSMEUG00000013991
monodelphis_domestica ENSMODG00000014631
procavia_capensis ENSPCAG00000010585
echinops_telfairi ENSETEG00000011867
pan_troglodytes ENSPTRG00000006795
pan_paniscus ENSPPAG00000031172
homo_sapiens ENSG00000185347
gorilla_gorilla ENSGGOG00000001313
pongo_abelii ENSPPYG00000006210
nomascus_leucogenys ENSNLEG00000016503
piliocolobus_tephrosceles ENSPTEG00000030083
colobus_angolensis ENSCANG00000038364
rhinopithecus_roxellana ENSRROG00000040054
rhinopithecus_bieti ENSRBIG00000031936
papio_anubis ENSPANG00000026051
theropithecus_gelada ENSTGEG00000012780
macaca_mulatta ENSMMUG00000007159
macaca_nemestrina ENSMNEG00000044462
macaca_fascicularis ENSMFAG00000043836
cercocebus_atys ENSCATG00000036061
mandrillus_leucophaeus ENSMLEG00000040448
chlorocebus_sabaeus ENSCSAG00000009358
saimiri_boliviensis ENSSBOG00000023616
cebus_capucinus ENSCCAG00000024169
callithrix_jacchus ENSCJAG00000019791
aotus_nancymaae ENSANAG00000032158
carlito_syrichta ENSTSYG00000027941
propithecus_coquereli ENSPCOG00000027717
microcebus_murinus ENSMICG00000006490
prolemur_simus ENSPSMG00000020732
otolemur_garnettii ENSOGAG00000013334
tupaia_belangeri ENSTBEG00000003207
castor_canadensis ENSCCNG00000019765
dipodomys_ordii ENSDORG00000029524
mus_musculus ENSMUSG00000037466
mus_spretus MGP_SPRETEiJ_G0019023
mus_spicilegus ENSMSIG00000022648
mus_caroli MGP_CAROLIEiJ_G0018174
mus_pahari MGP_PahariEiJ_G0029931
rattus_norvegicus ENSRNOG00000005153
meriones_unguiculatus ENSMUGG00000014215
cricetulus_griseus ENSCGRG00015021636
cricetulus_griseus ENSCGRG00000017123
cricetulus_griseus ENSCGRG00001003215
mesocricetus_auratus ENSMAUG00000011838
microtus_ochrogaster ENSMOCG00000018454
peromyscus_maniculatus ENSPEMG00000018246
nannospalax_galili ENSNGAG00000002521
jaculus_jaculus ENSJJAG00000007352
ictidomys_tridecemlineatus ENSSTOG00000025493
urocitellus_parryii ENSUPAG00010020002
marmota_marmota ENSMMMG00000005907
chinchilla_lanigera ENSCLAG00000006165
cavia_porcellus ENSCPOG00000011010
octodon_degus ENSODEG00000002363
heterocephalus_glaber ENSHGLG00000015063
heterocephalus_glaber ENSHGLG00100013829
fukomys_damarensis ENSFDAG00000014406
ochotona_princeps ENSOPRG00000007913
equus_caballus ENSECAG00000021909
equus_asinus ENSEASG00005004663
pteropus_vampyrus ENSPVAG00000014242
ursus_americanus ENSUAMG00000010281
ailuropoda_melanoleuca ENSAMEG00000000069
neovison_vison ENSNVIG00000006414
mustela_putorius ENSMPUG00000007970
canis_lupus ENSCAFG00000018445
vulpes_vulpes ENSVVUG00000006290
felis_catus ENSFCAG00000028779
panthera_pardus ENSPPRG00000009318
tursiops_truncatus ENSTTRG00000004065
sus_scrofa ENSSSCG00000040089
capra_hircus ENSCHIG00000000273
ovis_aries ENSOARG00000008742
bos_indicus ENSBIXG00005011821
bos_indicus ENSBIXG00000009895
bos_mutus ENSBMUG00000026811
bison_bison ENSBBBG00000024339
erinaceus_europaeus ENSEEUG00000001138
dasypus_novemcinctus ENSDNOG00000024868
xenopus_tropicalis ENSXETG00000014048
latimeria_chalumnae ENSLACG00000022655
lepisosteus_oculatus ENSLOCG00000014129
paramormyrops_kingsleyae ENSPKIG00000013359
erpetoichthys_calabaricus ENSECRG00000012501
