apteryx_haastii ENSAHAG00000014775
apteryx_owenii ENSAOWG00000015243
dromaius_novaehollandiae ENSDNVG00000011051
anas_platyrhynchos ENSAPLG00000007912
anser_brachyrhynchus ENSABRG00000009752
meleagris_gallopavo ENSMGAG00000005840
numida_meleagris ENSNMEG00000018547
crocodylus_porosus ENSCPRG00005004346
chrysemys_picta ENSCPBG00000001046
chelonoidis_abingdonii ENSCABG00000014136
pelodiscus_sinensis ENSPSIG00000015007
pogona_vitticeps ENSPVIG00000021894
anolis_carolinensis ENSACAG00000005995
vombatus_ursinus ENSVURG00010018129
vombatus_ursinus ENSVURG00010010985
phascolarctos_cinereus ENSPCIG00000021005
notamacropus_eugenii ENSMEUG00000000538
loxodonta_africana ENSLAFG00000013599
procavia_capensis ENSPCAG00000006069
echinops_telfairi ENSETEG00000008627
choloepus_hoffmanni ENSCHOG00000010092
dasypus_novemcinctus ENSDNOG00000019863
pteropus_vampyrus ENSPVAG00000017769
myotis_lucifugus ENSMLUG00000012176
equus_asinus ENSEASG00005021235
equus_caballus ENSECAG00000008371
ursus_maritimus ENSUMAG00000014767
ailuropoda_melanoleuca ENSAMEG00000008257
mustela_putorius ENSMPUG00000007632
neovison_vison ENSNVIG00000019568
canis_lupus ENSCAFG00000007440
vulpes_vulpes ENSVVUG00000016568
panthera_pardus ENSPPRG00000015927
panthera_tigris ENSPTIG00000020346
felis_catus ENSFCAG00000030222
tursiops_truncatus ENSTTRG00000012224
vicugna_pacos ENSVPAG00000010314
bos_indicus ENSBIXG00005028616
bos_indicus ENSBIXG00000016216
bos_taurus ENSBTAG00000031810
bos_mutus ENSBMUG00000019653
bison_bison ENSBBBG00000007393
ovis_aries ENSOARG00000004380
sus_scrofa ENSSSCG00000002862
erinaceus_europaeus ENSEEUG00000002525
sorex_araneus ENSSARG00000000833
mus_spicilegus ENSMSIG00000023083
mus_musculus ENSMUSG00000118454
rattus_norvegicus ENSRNOG00000037393
oryctolagus_cuniculus ENSOCUG00000029028
tupaia_belangeri ENSTBEG00000008687
gorilla_gorilla ENSGGOG00000009952
homo_sapiens ENSG00000166359
pan_paniscus ENSPPAG00000033383
pan_troglodytes ENSPTRG00000010804
pongo_abelii ENSPPYG00000009825
nomascus_leucogenys ENSNLEG00000035651
colobus_angolensis ENSCANG00000042089
piliocolobus_tephrosceles ENSPTEG00000039322
rhinopithecus_roxellana ENSRROG00000033505
rhinopithecus_bieti ENSRBIG00000012759
mandrillus_leucophaeus ENSMLEG00000040613
cercocebus_atys ENSCATG00000037627
macaca_fascicularis ENSMFAG00000014467
macaca_nemestrina ENSMNEG00000029027
papio_anubis ENSPANG00000010853
chlorocebus_sabaeus ENSCSAG00000004701
cebus_capucinus ENSCCAG00000035634
saimiri_boliviensis ENSSBOG00000025893
callithrix_jacchus ENSCJAG00000000669
aotus_nancymaae ENSANAG00000032336
carlito_syrichta ENSTSYG00000035592
propithecus_coquereli ENSPCOG00000025378
prolemur_simus ENSPSMG00000014901
microcebus_murinus ENSMICG00000017262
otolemur_garnettii ENSOGAG00000004017
ornithorhynchus_anatinus ENSOANG00000012735
xenopus_tropicalis ENSXETG00000013422
latimeria_chalumnae ENSLACG00000008914
marmota_marmota ENSMMMG00000006739
spermophilus_dauricus ENSSDAG00000005015
urocitellus_parryii ENSUPAG00010010526
cricetulus_griseus ENSCGRG00015019874
castor_canadensis ENSCCNG00000028962
theropithecus_gelada ENSTGEG00000015033
erpetoichthys_calabaricus ENSECRG00000006187
astyanax_mexicanus ENSAMXG00000020201
astyanax_mexicanus ENSAMXG00005011353
pygocentrus_nattereri ENSPNAG00000002620
electrophorus_electricus ENSEEEG00000018110
clupea_harengus ENSCHAG00000019496
acanthochromis_polyacanthus ENSAPOG00000019037
parambassis_ranga ENSPRNG00000001202
poecilia_latipinna ENSPLAG00000001996
poecilia_formosa ENSPFOG00000001094
poecilia_mexicana ENSPMEG00000017635
xiphophorus_maculatus ENSXMAG00000017342
xiphophorus_couchianus ENSXCOG00000009714
gambusia_affinis ENSGAFG00000005989
fundulus_heteroclitus ENSFHEG00000007476
kryptolebias_marmoratus ENSKMAG00000017987
astatotilapia_calliptera ENSACLG00000024772
maylandia_zebra ENSMZEG00005028341
haplochromis_burtoni ENSHBUG00000023566
oreochromis_niloticus ENSONIG00000003313
amphilophus_citrinellus ENSACIG00000001415
betta_splendens ENSBSLG00000011112
labrus_bergylta ENSLBEG00000026506
lates_calcarifer ENSLCAG00010007780
seriola_lalandi ENSSLDG00000002818
gadus_morhua ENSGMOG00000003899
esox_lucius ENSELUG00000018175
lepisosteus_oculatus ENSLOCG00000000240
crocodylus_porosus ENSCPRG00005010804
callorhinchus_milii ENSCMIG00000015563
lepisosteus_oculatus ENSLOCG00000001845
petromyzon_marinus ENSPMAG00000006396
