sarcophilus_harrisii ENSSHAG00000010071
phascolarctos_cinereus ENSPCIG00000001321
chelonoidis_abingdonii ENSCABG00000012477
gopherus_agassizii ENSGAGG00000021320
chrysemys_picta_bellii ENSCPBG00000001016
crocodylus_porosus ENSCPRG00005010094
sphenodon_punctatus ENSSPUG00000015964
lepidothrix_coronata ENSLCOG00000010027
manacus_vitellinus ENSMVIG00005015541
cyanistes_caeruleus ENSCCEG00000018150
parus_major ENSPMJG00000005718
junco_hyemalis ENSJHYG00000010627
zonotrichia_albicollis ENSZALG00000012758
serinus_canaria ENSSCAG00000013721
taeniopygia_guttata ENSTGUG00000017191
lonchura_striata_domestica ENSLSDG00000002787
calidris_pugnax ENSCPUG00000019477
melopsittacus_undulatus ENSMUNG00000006004
anser_brachyrhynchus ENSABRG00000000331
anas_platyrhynchos_platyrhynchos ENSAPLG00000013754
coturnix_japonica ENSCJPG00005020159
meleagris_gallopavo ENSMGAG00000011530
numida_meleagris ENSNMEG00000012773
apteryx_owenii ENSAOWG00000005164
apteryx_haastii ENSAHAG00000014467
apteryx_rowi ENSARWG00000008961
dromaius_novaehollandiae ENSDNVG00000002122
pogona_vitticeps ENSPVIG00000014070
anolis_carolinensis ENSACAG00000017336
salvator_merianae ENSSMRG00000005536
ailuropoda_melanoleuca ENSAMEG00000002307
equus_caballus ENSECAG00000014908
equus_asinus_asinus ENSEASG00005014376
tupaia_belangeri ENSTBEG00000016034
dasypus_novemcinctus ENSDNOG00000043589
bos_mutus ENSBMUG00000014404
bos_taurus ENSBTAG00000004636
bison_bison_bison ENSBBBG00000010672
capra_hircus ENSCHIG00000005289
ovis_aries ENSOARG00000007580
tursiops_truncatus ENSTTRG00000005204
sus_scrofa ENSSSCG00000010702
pteropus_vampyrus ENSPVAG00000006862
ailuropoda_melanoleuca ENSAMEG00000010828
ursus_maritimus ENSUMAG00000004973
canis_lupus_dingo ENSCAFG00020015085
canis_lupus_familiaris ENSCAFG00000012547
vulpes_vulpes ENSVVUG00000011580
panthera_tigris_altaica ENSPTIG00000015102
panthera_pardus ENSPPRG00000003604
felis_catus ENSFCAG00000023664
vicugna_pacos ENSVPAG00000007075
neovison_vison ENSNVIG00000007135
erinaceus_europaeus ENSEEUG00000009390
sorex_araneus ENSSARG00000010495
microcebus_murinus ENSMICG00000037532
propithecus_coquereli ENSPCOG00000027097
prolemur_simus ENSPSMG00000008359
otolemur_garnettii ENSOGAG00000010036
otolemur_garnettii ENSOGAG00000026962
carlito_syrichta ENSTSYG00000032733
pan_paniscus ENSPPAG00000003709
pan_troglodytes ENSPTRG00000003010
homo_sapiens ENSG00000107679
gorilla_gorilla ENSGGOG00000005120
nomascus_leucogenys ENSNLEG00000016991
colobus_angolensis_palliatus ENSCANG00000043627
piliocolobus_tephrosceles ENSPTEG00000032325
rhinopithecus_roxellana ENSRROG00000034004
rhinopithecus_bieti ENSRBIG00000033706
cercocebus_atys ENSCATG00000005094
mandrillus_leucophaeus ENSMLEG00000036811
macaca_fascicularis ENSMFAG00000041484
macaca_mulatta ENSMMUG00000013040
macaca_nemestrina ENSMNEG00000042304
theropithecus_gelada ENSTGEG00000028461
papio_anubis ENSPANG00000020481
saimiri_boliviensis_boliviensis ENSSBOG00000032388
cebus_capucinus ENSCCAG00000026152
callithrix_jacchus ENSCJAG00000001251
callithrix_jacchus ENSCJAG00000031574
aotus_nancymaae ENSANAG00000026667
meriones_unguiculatus ENSMUGG00000020496
