ursus_americanus ENSUAMG00000016118
ursus_maritimus ENSUMAG00000019204
neovison_vison ENSNVIG00000009083
canis_lupus ENSCAFG00000048428
panthera_pardus ENSPPRG00000003883
panthera_tigris ENSPTIG00000021102
felis_catus ENSFCAG00000041454
equus_caballus ENSECAG00000036027
equus_caballus ENSECAG00000030757
equus_asinus ENSEASG00005013427
equus_caballus ENSECAG00000035993
equus_caballus ENSECAG00000028678
equus_caballus ENSECAG00000038846
equus_asinus ENSEASG00005020321
sus_scrofa ENSSSCG00000042073
saimiri_boliviensis ENSSBOG00000034446
callithrix_jacchus ENSCJAG00000040070
cebus_capucinus ENSCCAG00000031495
aotus_nancymaae ENSANAG00000036981
homo_sapiens ENSG00000263201
pan_troglodytes ENSPTRG00000052455
gorilla_gorilla ENSGGOG00000038040
macaca_fascicularis ENSMFAG00000040471
macaca_nemestrina ENSMNEG00000041078
macaca_mulatta ENSMMUG00000057743
mandrillus_leucophaeus ENSMLEG00000037229
papio_anubis ENSPANG00000034086
cercocebus_atys ENSCATG00000032757
theropithecus_gelada ENSTGEG00000007882
piliocolobus_tephrosceles ENSPTEG00000013168
colobus_angolensis ENSCANG00000002831
rhinopithecus_roxellana ENSRROG00000044801
rhinopithecus_bieti ENSRBIG00000020430
oryctolagus_cuniculus ENSOCUG00000033374
microcebus_murinus ENSMICG00000033015
propithecus_coquereli ENSPCOG00000020188
prolemur_simus ENSPSMG00000001972
carlito_syrichta ENSTSYG00000035982
marmota_marmota ENSMMMG00000014564
spermophilus_dauricus ENSSDAG00000018288
spermophilus_dauricus ENSSDAG00000018282
marmota_marmota ENSMMMG00000014572
urocitellus_parryii ENSUPAG00010000220
marmota_marmota ENSMMMG00000014583
spermophilus_dauricus ENSSDAG00000018246
marmota_marmota ENSMMMG00000014574
castor_canadensis ENSCCNG00000015243
mus_spicilegus ENSMSIG00000007923
mus_spicilegus ENSMSIG00000005876
mus_musculus ENSMUSG00000115768
meriones_unguiculatus ENSMUGG00000017105
peromyscus_maniculatus ENSPEMG00000027429
sarcophilus_harrisii ENSSHAG00000008984
monodelphis_domestica ENSMODG00000039688
phascolarctos_cinereus ENSPCIG00000028061
vombatus_ursinus ENSVURG00010021323
