notamacropus_eugenii ENSMEUG00000014834
phascolarctos_cinereus ENSPCIG00000026909
sarcophilus_harrisii ENSSHAG00000003605
monodelphis_domestica ENSMODG00000009024
capra_hircus ENSCHIG00000014843
ovis_aries ENSOARG00000005577
bos_mutus ENSBMUG00000025383
bos_taurus ENSBTAG00000002452
bison_bison_bison ENSBBBG00000010009
tursiops_truncatus ENSTTRG00000006786
vicugna_pacos ENSVPAG00000003146
sus_scrofa ENSSSCG00000025186
ursus_maritimus ENSUMAG00000016825
ailuropoda_melanoleuca ENSAMEG00000007999
ursus_americanus ENSUAMG00000015554
mustela_putorius_furo ENSMPUG00000013238
neovison_vison ENSNVIG00000002519
canis_lupus_familiaris ENSCAFG00000012361
canis_lupus_dingo ENSCAFG00020000731
vulpes_vulpes ENSVVUG00000003570
panthera_pardus ENSPPRG00000014576
panthera_tigris_altaica ENSPTIG00000021735
felis_catus ENSFCAG00000004253
pteropus_vampyrus ENSPVAG00000017883
myotis_lucifugus ENSMLUG00000017403
sorex_araneus ENSSARG00000005896
erinaceus_europaeus ENSEEUG00000004419
equus_caballus ENSECAG00000023271
equus_asinus_asinus ENSEASG00005010196
pan_paniscus ENSPPAG00000030481
pan_troglodytes ENSPTRG00000014231
homo_sapiens ENSG00000100325
gorilla_gorilla ENSGGOG00000004933
pongo_abelii ENSPPYG00000011698
nomascus_leucogenys ENSNLEG00000003429
theropithecus_gelada ENSTGEG00000024452
papio_anubis ENSPANG00000017141
mandrillus_leucophaeus ENSMLEG00000033977
cercocebus_atys ENSCATG00000023238
macaca_fascicularis ENSMFAG00000043235
macaca_nemestrina ENSMNEG00000029909
macaca_mulatta ENSMMUG00000001675
chlorocebus_sabaeus ENSCSAG00000009592
rhinopithecus_bieti ENSRBIG00000031322
rhinopithecus_roxellana ENSRROG00000038947
colobus_angolensis_palliatus ENSCANG00000029045
piliocolobus_tephrosceles ENSPTEG00000025789
cebus_capucinus ENSCCAG00000029929
cebus_capucinus ENSCCAG00000029073
saimiri_boliviensis_boliviensis ENSSBOG00000030017
callithrix_jacchus ENSCJAG00000019822
aotus_nancymaae ENSANAG00000037091
carlito_syrichta ENSTSYG00000010972
propithecus_coquereli ENSPCOG00000028722
prolemur_simus ENSPSMG00000016718
microcebus_murinus ENSMICG00000017414
otolemur_garnettii ENSOGAG00000001754
chinchilla_lanigera ENSCLAG00000008277
octodon_degus ENSODEG00000017546
cavia_porcellus ENSCPOG00000021555
cavia_aperea ENSCAPG00000011960
fukomys_damarensis ENSFDAG00000012463
fukomys_damarensis ENSFDAG00000019393
heterocephalus_glaber_female ENSHGLG00000019211
heterocephalus_glaber_male ENSHGLG00100016461
heterocephalus_glaber_male ENSHGLG00100004039
urocitellus_parryii ENSUPAG00010002276
spermophilus_dauricus ENSSDAG00000012052
ictidomys_tridecemlineatus ENSSTOG00000005474
marmota_marmota_marmota ENSMMMG00000017179
castor_canadensis ENSCCNG00000020508
dipodomys_ordii ENSDORG00000006719
mus_musculus ENSMUSG00000020412
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016878
mus_spicilegus ENSMSIG00000027728
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016036
mus_pahari MGP_PahariEiJ_G0016855
rattus_norvegicus ENSRNOG00000007349
meriones_unguiculatus ENSMUGG00000000155
peromyscus_maniculatus_bairdii ENSPEMG00000014694
microtus_ochrogaster ENSMOCG00000008028
cricetulus_griseus_crigri ENSCGRG00000014745
cricetulus_griseus_crigri-picr ENSCGRG00015001883
cricetulus_griseus_chok1gshd ENSCGRG00001001194
mesocricetus_auratus ENSMAUG00000001729
nannospalax_galili ENSNGAG00000012723
oryctolagus_cuniculus ENSOCUG00000005290
ochotona_princeps ENSOPRG00000007487
tupaia_belangeri ENSTBEG00000004884
choloepus_hoffmanni ENSCHOG00000000303
dasypus_novemcinctus ENSDNOG00000000902
loxodonta_africana ENSLAFG00000021775
procavia_capensis ENSPCAG00000016491
echinops_telfairi ENSETEG00000003797
apteryx_haastii ENSAHAG00000003448
apteryx_rowi ENSARWG00000003296
apteryx_owenii ENSAOWG00000013881
dromaius_novaehollandiae ENSDNVG00000009751
nothoprocta_perdicaria ENSNPEG00000000560
gallus_gallus ENSGALG00000008059
meleagris_gallopavo ENSMGAG00000009795
coturnix_japonica ENSCJPG00005015595
numida_meleagris ENSNMEG00000022677
anser_brachyrhynchus ENSABRG00000013845
anas_platyrhynchos_platyrhynchos ENSAPLG00000007242
taeniopygia_guttata ENSTGUG00000016655
taeniopygia_guttata ENSTGUG00000010495
lonchura_striata_domestica ENSLSDG00000012975
serinus_canaria ENSSCAG00000001766
junco_hyemalis ENSJHYG00000001163
zonotrichia_albicollis ENSZALG00000009935
ficedula_albicollis ENSFALG00000006998
parus_major ENSPMJG00000018907
cyanistes_caeruleus ENSCCEG00000022986
manacus_vitellinus ENSMVIG00005003760
lepidothrix_coronata ENSLCOG00000011866
melopsittacus_undulatus ENSMUNG00000008838
calidris_pygmaea ENSCPGG00000014389
calidris_pugnax ENSCPUG00000003020
crocodylus_porosus ENSCPRG00005006554
chelonoidis_abingdonii ENSCABG00000011291
gopherus_agassizii ENSGAGG00000012363
chrysemys_picta_bellii ENSCPBG00000007719
pelodiscus_sinensis ENSPSIG00000004837
sphenodon_punctatus ENSSPUG00000018956
pogona_vitticeps ENSPVIG00000021036
salvator_merianae ENSSMRG00000018088
ornithorhynchus_anatinus ENSOANG00000029431
anolis_carolinensis ENSACAG00000002002
xenopus_tropicalis ENSXETG00000016423
fundulus_heteroclitus ENSFHEG00000013192
cyprinodon_variegatus ENSCVAG00000003454
xiphophorus_maculatus ENSXMAG00000018075
gambusia_affinis ENSGAFG00000003803
poecilia_formosa ENSPFOG00000006820
poecilia_latipinna ENSPLAG00000020831
poecilia_mexicana ENSPMEG00000012313
poecilia_reticulata ENSPREG00000002183
kryptolebias_marmoratus ENSKMAG00000004188
astatotilapia_calliptera ENSACLG00000003414
maylandia_zebra ENSMZEG00005020567
haplochromis_burtoni ENSHBUG00000005720
pundamilia_nyererei ENSPNYG00000005541
neolamprologus_brichardi ENSNBRG00000017546
oreochromis_niloticus ENSONIG00000014089
amphilophus_citrinellus ENSACIG00000007885
amphiprion_percula ENSAPEG00000018769
amphiprion_ocellaris ENSAOCG00000015370
acanthochromis_polyacanthus ENSAPOG00000012220
stegastes_partitus ENSSPAG00000009853
scophthalmus_maximus ENSSMAG00000014190
cynoglossus_semilaevis ENSCSEG00000020163
seriola_dumerili ENSSDUG00000018169
seriola_lalandi_dorsalis ENSSLDG00000025524
mastacembelus_armatus ENSMAMG00000015941
monopterus_albus ENSMALG00000008551
anabas_testudineus ENSATEG00000007576
takifugu_rubripes ENSTRUG00000015035
tetraodon_nigroviridis ENSTNIG00000015356
mola_mola ENSMMOG00000014378
labrus_bergylta ENSLBEG00000017390
gasterosteus_aculeatus ENSGACG00000014350
oryzias_latipes ENSORLG00000019896
oryzias_latipes ENSORLG00020014718
oryzias_latipes_asm223469v1 ENSORLG00015006761
oryzias_melastigma ENSOMEG00000009398
hippocampus_comes ENSHCOG00000008591
periophthalmus_magnuspinnatus ENSPMGG00000018102
gadus_morhua ENSGMOG00000006224
esox_lucius ENSELUG00000006562
pygocentrus_nattereri ENSPNAG00000017555
astyanax_mexicanus ENSAMXG00000016326
ictalurus_punctatus ENSIPUG00000015973
danio_rerio ENSDARG00000013058
paramormyrops_kingsleyae ENSPKIG00000020354
scleropages_formosus ENSSFOG00015018793
lepisosteus_oculatus ENSLOCG00000007474
petromyzon_marinus ENSPMAG00000003185
eptatretus_burgeri ENSEBUG00000001253
