scleropages_formosus ENSSFOG00015019667
paramormyrops_kingsleyae ENSPKIG00000023101
clupea_harengus ENSCHAG00000024956
denticeps_clupeoides ENSDCDG00000027264
mola_mola ENSMMOG00000012591
takifugu_rubripes ENSTRUG00000023779
labrus_bergylta ENSLBEG00000010756
oryzias_latipes ENSORLG00000026636
oryzias_latipes ENSORLG00020014795
oryzias_latipes ENSORLG00015005771
oryzias_melastigma ENSOMEG00000003296
gouania_willdenowi ENSGWIG00000003927
gouania_willdenowi ENSGWIG00000013761
amphiprion_ocellaris ENSAOCG00000000391
amphiprion_percula ENSAPEG00000024369
acanthochromis_polyacanthus ENSAPOG00000009763
stegastes_partitus ENSSPAG00000019353
parambassis_ranga ENSPRNG00000002378
astatotilapia_calliptera ENSACLG00000016896
maylandia_zebra ENSMZEG00005021248
pundamilia_nyererei ENSPNYG00000010987
amphilophus_citrinellus ENSACIG00000015969
poecilia_formosa ENSPFOG00000006383
poecilia_mexicana ENSPMEG00000022133
poecilia_latipinna ENSPLAG00000000040
poecilia_reticulata ENSPREG00000011929
xiphophorus_couchianus ENSXCOG00000001938
xiphophorus_maculatus ENSXMAG00000017261
hippocampus_comes ENSHCOG00000001816
larimichthys_crocea ENSLCRG00005010106
scophthalmus_maximus ENSSMAG00000000318
cynoglossus_semilaevis ENSCSEG00000009210
seriola_dumerili ENSSDUG00000013863
seriola_lalandi ENSSLDG00000000834
lates_calcarifer ENSLCAG00010027333
periophthalmus_magnuspinnatus ENSPMGG00000017647
hucho_hucho ENSHHUG00000026090
esox_lucius ENSELUG00000016134
lepisosteus_oculatus ENSLOCG00000001324
latimeria_chalumnae ENSLACG00000017954
