labrus_bergylta ENSLBEG00000015673
gasterosteus_aculeatus ENSGACG00000016479
mola_mola ENSMMOG00000004155
takifugu_rubripes ENSTRUG00000015558
mastacembelus_armatus ENSMAMG00000017576
monopterus_albus ENSMALG00000009307
anabas_testudineus ENSATEG00000003739
seriola_dumerili ENSSDUG00000002118
seriola_lalandi_dorsalis ENSSLDG00000023056
maylandia_zebra ENSMZEG00005001293
astatotilapia_calliptera ENSACLG00000010043
pundamilia_nyererei ENSPNYG00000020967
haplochromis_burtoni ENSHBUG00000023859
neolamprologus_brichardi ENSNBRG00000014912
oreochromis_niloticus ENSONIG00000001086
amphilophus_citrinellus ENSACIG00000002646
amphiprion_percula ENSAPEG00000001665
amphiprion_ocellaris ENSAOCG00000021000
acanthochromis_polyacanthus ENSAPOG00000019810
stegastes_partitus ENSSPAG00000005986
xiphophorus_couchianus ENSXCOG00000014842
xiphophorus_maculatus ENSXMAG00000002302
gambusia_affinis ENSGAFG00000016856
poecilia_formosa ENSPFOG00000019089
poecilia_latipinna ENSPLAG00000000659
poecilia_mexicana ENSPMEG00000009330
poecilia_reticulata ENSPREG00000010355
fundulus_heteroclitus ENSFHEG00000008058
cyprinodon_variegatus ENSCVAG00000002112
kryptolebias_marmoratus ENSKMAG00000010357
oryzias_melastigma ENSOMEG00000007934
scophthalmus_maximus ENSSMAG00000009951
cynoglossus_semilaevis ENSCSEG00000003521
periophthalmus_magnuspinnatus ENSPMGG00000022013
pygocentrus_nattereri ENSPNAG00000019866
astyanax_mexicanus ENSAMXG00000043581
ictalurus_punctatus ENSIPUG00000003792
ictalurus_punctatus ENSIPUG00000003705
danio_rerio ENSDARG00000087262
danio_rerio ENSDARG00000088366
paramormyrops_kingsleyae ENSPKIG00000000400
scleropages_formosus ENSSFOG00015003815
