propithecus_coquereli ENSPCOG00000010238
microcebus_murinus ENSMICG00000013478
prolemur_simus ENSPSMG00000001047
otolemur_garnettii ENSOGAG00000027547
carlito_syrichta ENSTSYG00000029159
pan_troglodytes ENSPTRG00000010569
pan_paniscus ENSPPAG00000041052
homo_sapiens ENSG00000132016
gorilla_gorilla ENSGGOG00000000965
pongo_abelii ENSPPYG00000009628
nomascus_leucogenys ENSNLEG00000013152
papio_anubis ENSPANG00000017976
chlorocebus_sabaeus ENSCSAG00000006425
theropithecus_gelada ENSTGEG00000006425
macaca_fascicularis ENSMFAG00000036981
macaca_nemestrina ENSMNEG00000042593
macaca_mulatta ENSMMUG00000008317
cercocebus_atys ENSCATG00000029619
mandrillus_leucophaeus ENSMLEG00000018878
colobus_angolensis_palliatus ENSCANG00000028278
piliocolobus_tephrosceles ENSPTEG00000000308
rhinopithecus_roxellana ENSRROG00000024917
rhinopithecus_bieti ENSRBIG00000036036
rhinopithecus_bieti ENSRBIG00000034812
cebus_capucinus ENSCCAG00000033537
callithrix_jacchus ENSCJAG00000004372
aotus_nancymaae ENSANAG00000034942
saimiri_boliviensis_boliviensis ENSSBOG00000005665
ochotona_princeps ENSOPRG00000007215
heterocephalus_glaber_female ENSHGLG00000003199
heterocephalus_glaber_male ENSHGLG00100012516
fukomys_damarensis ENSFDAG00000017229
chinchilla_lanigera ENSCLAG00000015002
mus_spicilegus ENSMSIG00000013081
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032413
mus_musculus ENSMUSG00000008129
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031295
mus_pahari MGP_PahariEiJ_G0022901
rattus_norvegicus ENSRNOG00000025796
meriones_unguiculatus ENSMUGG00000014599
microtus_ochrogaster ENSMOCG00000019462
peromyscus_maniculatus_bairdii ENSPEMG00000000718
cricetulus_griseus_crigri ENSCGRG00000017851
cricetulus_griseus_crigri-picr ENSCGRG00015016605
cricetulus_griseus_chok1gshd ENSCGRG00001007024
mesocricetus_auratus ENSMAUG00000021597
nannospalax_galili ENSNGAG00000007857
urocitellus_parryii ENSUPAG00010011699
ictidomys_tridecemlineatus ENSSTOG00000028732
marmota_marmota_marmota ENSMMMG00000021612
tupaia_belangeri ENSTBEG00000013761
myotis_lucifugus ENSMLUG00000025695
pteropus_vampyrus ENSPVAG00000017540
ursus_maritimus ENSUMAG00000004697
ursus_americanus ENSUAMG00000006807
ailuropoda_melanoleuca ENSAMEG00000012974
canis_lupus_familiaris ENSCAFG00000016588
canis_lupus_dingo ENSCAFG00020006696
vulpes_vulpes ENSVVUG00000026758
neovison_vison ENSNVIG00000006245
neovison_vison ENSNVIG00000006254
mustela_putorius_furo ENSMPUG00000003271
panthera_tigris_altaica ENSPTIG00000000031
panthera_pardus ENSPPRG00000009886
felis_catus ENSFCAG00000003718
equus_caballus ENSECAG00000029150
equus_asinus_asinus ENSEASG00005015311
capra_hircus ENSCHIG00000014143
ovis_aries ENSOARG00000007992
bos_mutus ENSBMUG00000000366
bos_taurus ENSBTAG00000006064
bison_bison_bison ENSBBBG00000019499
tursiops_truncatus ENSTTRG00000008364
sus_scrofa ENSSSCG00000013760
loxodonta_africana ENSLAFG00000010734
procavia_capensis ENSPCAG00000013888
phascolarctos_cinereus ENSPCIG00000018374
