castor_canadensis ENSCCNG00000022856
dipodomys_ordii ENSDORG00000006749
peromyscus_maniculatus_bairdii ENSPEMG00000016149
microtus_ochrogaster ENSMOCG00000020569
cricetulus_griseus_chok1gshd ENSCGRG00001019023
cricetulus_griseus_crigri-picr ENSCGRG00015004688
mesocricetus_auratus ENSMAUG00000016144
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017956
mus_spicilegus ENSMSIG00000025951
mus_musculus ENSMUSG00000035831
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017112
mus_pahari MGP_PahariEiJ_G0018241
rattus_norvegicus ENSRNOG00000011196
meriones_unguiculatus ENSMUGG00000018882
nannospalax_galili ENSNGAG00000000113
jaculus_jaculus ENSJJAG00000023627
urocitellus_parryii ENSUPAG00010008441
ictidomys_tridecemlineatus ENSSTOG00000002183
marmota_marmota_marmota ENSMMMG00000007316
spermophilus_dauricus ENSSDAG00000007178
ochotona_princeps ENSOPRG00000009745
oryctolagus_cuniculus ENSOCUG00000008992
heterocephalus_glaber_male ENSHGLG00100001076
heterocephalus_glaber_female ENSHGLG00000016382
fukomys_damarensis ENSFDAG00000008469
cavia_aperea ENSCAPG00000000118
cavia_porcellus ENSCPOG00000000495
octodon_degus ENSODEG00000017866
erinaceus_europaeus ENSEEUG00000015081
sorex_araneus ENSSARG00000006184
echinops_telfairi ENSETEG00000008396
pan_troglodytes ENSPTRG00000009129
pan_paniscus ENSPPAG00000030815
gorilla_gorilla ENSGGOG00000043356
homo_sapiens ENSG00000204897
pongo_abelii ENSPPYG00000008453
nomascus_leucogenys ENSNLEG00000002158
theropithecus_gelada ENSTGEG00000006998
cercocebus_atys ENSCATG00000032084
papio_anubis ENSPANG00000021623
macaca_mulatta ENSMMUG00000001492
macaca_nemestrina ENSMNEG00000035206
macaca_fascicularis ENSMFAG00000037286
mandrillus_leucophaeus ENSMLEG00000043162
chlorocebus_sabaeus ENSCSAG00000002820
colobus_angolensis_palliatus ENSCANG00000031343
piliocolobus_tephrosceles ENSPTEG00000012573
rhinopithecus_roxellana ENSRROG00000031435
rhinopithecus_bieti ENSRBIG00000044480
callithrix_jacchus ENSCJAG00000013636
cebus_capucinus ENSCCAG00000025845
aotus_nancymaae ENSANAG00000027137
carlito_syrichta ENSTSYG00000009548
prolemur_simus ENSPSMG00000011791
microcebus_murinus ENSMICG00000027114
propithecus_coquereli ENSPCOG00000016980
otolemur_garnettii ENSOGAG00000003068
tupaia_belangeri ENSTBEG00000002261
vicugna_pacos ENSVPAG00000000982
sus_scrofa ENSSSCG00000017464
bos_taurus ENSBTAG00000030542
bison_bison_bison ENSBBBG00000025011
capra_hircus ENSCHIG00000015383
ovis_aries ENSOARG00000015108
neovison_vison ENSNVIG00000001842
mustela_putorius_furo ENSMPUG00000014651
ursus_americanus ENSUAMG00000015993
ursus_maritimus ENSUMAG00000018076
canis_lupus_dingo ENSCAFG00020018610
canis_lupus_familiaris ENSCAFG00000023806
vulpes_vulpes ENSVVUG00000024329
panthera_pardus ENSPPRG00000005851
panthera_tigris_altaica ENSPTIG00000021487
felis_catus ENSFCAG00000042427
equus_caballus ENSECAG00000013748
myotis_lucifugus ENSMLUG00000006127
myotis_lucifugus ENSMLUG00000004617
pteropus_vampyrus ENSPVAG00000011361
loxodonta_africana ENSLAFG00000006830
procavia_capensis ENSPCAG00000011256
choloepus_hoffmanni ENSCHOG00000008756
dasypus_novemcinctus ENSDNOG00000016695
equus_asinus_asinus ENSEASG00005003693
phascolarctos_cinereus ENSPCIG00000025757
notamacropus_eugenii ENSMEUG00000009944
sarcophilus_harrisii ENSSHAG00000008841
ornithorhynchus_anatinus ENSOANG00000002895
