oryctolagus_cuniculus ENSOCUG00000013561
ochotona_princeps ENSOPRG00000009860
choloepus_hoffmanni ENSCHOG00000004867
heterocephalus_glaber_male ENSHGLG00100013049
heterocephalus_glaber_female ENSHGLG00000016855
fukomys_damarensis ENSFDAG00000016559
octodon_degus ENSODEG00000004316
chinchilla_lanigera ENSCLAG00000002503
cavia_porcellus ENSCPOG00000001194
cavia_aperea ENSCAPG00000005699
castor_canadensis ENSCCNG00000028032
urocitellus_parryii ENSUPAG00010007852
ictidomys_tridecemlineatus ENSSTOG00000010150
spermophilus_dauricus ENSSDAG00000006633
marmota_marmota_marmota ENSMMMG00000016194
pan_paniscus ENSPPAG00000033881
pan_troglodytes ENSPTRG00000015570
homo_sapiens ENSG00000168827
gorilla_gorilla ENSGGOG00000003085
pongo_abelii ENSPPYG00000014244
nomascus_leucogenys ENSNLEG00000004176
colobus_angolensis_palliatus ENSCANG00000031714
piliocolobus_tephrosceles ENSPTEG00000019045
rhinopithecus_roxellana ENSRROG00000031081
rhinopithecus_bieti ENSRBIG00000031363
theropithecus_gelada ENSTGEG00000002227
papio_anubis ENSPANG00000016512
mandrillus_leucophaeus ENSMLEG00000030908
macaca_mulatta ENSMMUG00000004961
macaca_nemestrina ENSMNEG00000033245
macaca_fascicularis ENSMFAG00000035731
cercocebus_atys ENSCATG00000037622
chlorocebus_sabaeus ENSCSAG00000012162
callithrix_jacchus ENSCJAG00000000363
cebus_capucinus ENSCCAG00000025561
saimiri_boliviensis_boliviensis ENSSBOG00000023252
aotus_nancymaae ENSANAG00000035983
carlito_syrichta ENSTSYG00000002013
propithecus_coquereli ENSPCOG00000022259
microcebus_murinus ENSMICG00000049086
prolemur_simus ENSPSMG00000018735
otolemur_garnettii ENSOGAG00000008298
tupaia_belangeri ENSTBEG00000017404
pteropus_vampyrus ENSPVAG00000013605
myotis_lucifugus ENSMLUG00000000452
capra_hircus ENSCHIG00000015220
ovis_aries ENSOARG00000002409
bos_taurus ENSBTAG00000027795
bos_mutus ENSBMUG00000003475
bison_bison_bison ENSBBBG00000016884
tursiops_truncatus ENSTTRG00000001735
vicugna_pacos ENSVPAG00000009444
sus_scrofa ENSSSCG00000025651
ursus_americanus ENSUAMG00000026381
ursus_maritimus ENSUMAG00000011268
ailuropoda_melanoleuca ENSAMEG00000013542
mustela_putorius_furo ENSMPUG00000002859
neovison_vison ENSNVIG00000019403
canis_lupus_dingo ENSCAFG00020005878
canis_lupus_familiaris ENSCAFG00000009006
vulpes_vulpes ENSVVUG00000020091
panthera_tigris_altaica ENSPTIG00000012416
panthera_pardus ENSPPRG00000009281
felis_catus ENSFCAG00000013291
dasypus_novemcinctus ENSDNOG00000016385
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025994
mus_spicilegus ENSMSIG00000024997
mus_musculus ENSMUSG00000027774
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025052
mus_pahari MGP_PahariEiJ_G0026495
rattus_norvegicus ENSRNOG00000012873
meriones_unguiculatus ENSMUGG00000014139
peromyscus_maniculatus_bairdii ENSPEMG00000008942
microtus_ochrogaster ENSMOCG00000000465
cricetulus_griseus_chok1gshd ENSCGRG00001022095
cricetulus_griseus_crigri ENSCGRG00000012043
cricetulus_griseus_crigri-picr ENSCGRG00015023143
mesocricetus_auratus ENSMAUG00000000611
nannospalax_galili ENSNGAG00000012375
jaculus_jaculus ENSJJAG00000016447
dipodomys_ordii ENSDORG00000014165
erinaceus_europaeus ENSEEUG00000000429
loxodonta_africana ENSLAFG00000010945
procavia_capensis ENSPCAG00000008934
echinops_telfairi ENSETEG00000019197
phascolarctos_cinereus ENSPCIG00000020195
notamacropus_eugenii ENSMEUG00000007784
sarcophilus_harrisii ENSSHAG00000017772
monodelphis_domestica ENSMODG00000015673
ornithorhynchus_anatinus ENSOANG00000021192
nothoprocta_perdicaria ENSNPEG00000001730
zonotrichia_albicollis ENSZALG00000005891
ornithorhynchus_anatinus ENSOANG00000021745
piliocolobus_tephrosceles ENSPTEG00000014782
piliocolobus_tephrosceles ENSPTEG00000038614
anas_platyrhynchos_platyrhynchos ENSAPLG00000005022
anser_brachyrhynchus ENSABRG00000001459
gallus_gallus ENSGALG00000009634
coturnix_japonica ENSCJPG00005018104
meleagris_gallopavo ENSMGAG00000010641
numida_meleagris ENSNMEG00000013978
lepidothrix_coronata ENSLCOG00000004797
manacus_vitellinus ENSMVIG00005017006
parus_major ENSPMJG00000005877
cyanistes_caeruleus ENSCCEG00000000224
ficedula_albicollis ENSFALG00000007619
junco_hyemalis ENSJHYG00000003868
zonotrichia_albicollis ENSZALG00000005893
serinus_canaria ENSSCAG00000009269
lonchura_striata_domestica ENSLSDG00000008063
melopsittacus_undulatus ENSMUNG00000016494
calidris_pugnax ENSCPUG00000016505
calidris_pygmaea ENSCPGG00000002901
apteryx_haastii ENSAHAG00000014780
apteryx_rowi ENSARWG00000016175
apteryx_owenii ENSAOWG00000015380
dromaius_novaehollandiae ENSDNVG00000003556
crocodylus_porosus ENSCPRG00005007644
chelonoidis_abingdonii ENSCABG00000003037
gopherus_agassizii ENSGAGG00000002769
chrysemys_picta_bellii ENSCPBG00000018367
pelodiscus_sinensis ENSPSIG00000012567
anolis_carolinensis ENSACAG00000006829
pogona_vitticeps ENSPVIG00000020443
notechis_scutatus ENSNSUG00000018828
salvator_merianae ENSSMRG00000001422
sphenodon_punctatus ENSSPUG00000018686
xenopus_tropicalis ENSXETG00000032551
latimeria_chalumnae ENSLACG00000012295
mastacembelus_armatus ENSMAMG00000011760
monopterus_albus ENSMALG00000012508
anabas_testudineus ENSATEG00000013789
seriola_dumerili ENSSDUG00000018665
seriola_lalandi_dorsalis ENSSLDG00000020606
scophthalmus_maximus ENSSMAG00000013221
labrus_bergylta ENSLBEG00000021315
gasterosteus_aculeatus ENSGACG00000009864
tetraodon_nigroviridis ENSTNIG00000007729
takifugu_rubripes ENSTRUG00000009244
mola_mola ENSMMOG00000012538
xiphophorus_maculatus ENSXMAG00000000261
xiphophorus_couchianus ENSXCOG00000012590
gambusia_affinis ENSGAFG00000012527
poecilia_mexicana ENSPMEG00000012376
poecilia_formosa ENSPFOG00000011022
poecilia_latipinna ENSPLAG00000019585
poecilia_reticulata ENSPREG00000001332
fundulus_heteroclitus ENSFHEG00000006091
cyprinodon_variegatus ENSCVAG00000004126
oryzias_latipes ENSORLG00020003362
oryzias_latipes_asm223469v1 ENSORLG00015005829
oryzias_latipes ENSORLG00000006487
oryzias_melastigma ENSOMEG00000012894
amphiprion_ocellaris ENSAOCG00000006023
amphiprion_percula ENSAPEG00000024499
acanthochromis_polyacanthus ENSAPOG00000016489
stegastes_partitus ENSSPAG00000008800
maylandia_zebra ENSMZEG00005016639
astatotilapia_calliptera ENSACLG00000016586
pundamilia_nyererei ENSPNYG00000006037
haplochromis_burtoni ENSHBUG00000002120
neolamprologus_brichardi ENSNBRG00000004631
oreochromis_niloticus ENSONIG00000003772
amphilophus_citrinellus ENSACIG00000014465
cynoglossus_semilaevis ENSCSEG00000017088
periophthalmus_magnuspinnatus ENSPMGG00000014068
hippocampus_comes ENSHCOG00000007638
kryptolebias_marmoratus ENSKMAG00000020768
gadus_morhua ENSGMOG00000010161
esox_lucius ENSELUG00000014728
pygocentrus_nattereri ENSPNAG00000001237
astyanax_mexicanus ENSAMXG00000013435
ictalurus_punctatus ENSIPUG00000005873
danio_rerio ENSDARG00000063624
scleropages_formosus ENSSFOG00015003117
paramormyrops_kingsleyae ENSPKIG00000004876
lepisosteus_oculatus ENSLOCG00000003778
ornithorhynchus_anatinus ENSOANG00000013873
eptatretus_burgeri ENSEBUG00000012794
drosophila_melanogaster FBgn0263133
caenorhabditis_elegans_strain_n2 WBGene00009246
ciona_savignyi ENSCSAVG00000008514
ciona_intestinalis ENSCING00000011960
saccharomyces_cerevisiae YLR069C
