ursus_americanus ENSUAMG00000003033
ailuropoda_melanoleuca ENSAMEG00000016077
mustela_putorius_furo ENSMPUG00000016210
mustela_putorius_furo ENSMPUG00000001334
neovison_vison ENSNVIG00000009451
canis_lupus_dingo ENSCAFG00020004902
canis_lupus_familiaris ENSCAFG00000010149
canis_lupus_dingo ENSCAFG00020016997
canis_lupus_dingo ENSCAFG00020023958
vulpes_vulpes ENSVVUG00000016609
ursus_maritimus ENSUMAG00000015683
panthera_tigris_altaica ENSPTIG00000015472
felis_catus ENSFCAG00000027654
panthera_pardus ENSPPRG00000004272
ailuropoda_melanoleuca ENSAMEG00000007878
mustela_putorius_furo ENSMPUG00000011004
sus_scrofa ENSSSCG00000020808
sus_scrofa ENSSSCG00000038019
sus_scrofa ENSSSCG00000015687
bos_mutus ENSBMUG00000018853
bos_mutus ENSBMUG00000025207
capra_hircus ENSCHIG00000015849
capra_hircus ENSCHIG00000023611
capra_hircus ENSCHIG00000020892
ovis_aries ENSOARG00000010011
capra_hircus ENSCHIG00000016365
capra_hircus ENSCHIG00000005523
ovis_aries ENSOARG00000013034
bos_taurus ENSBTAG00000008184
bison_bison_bison ENSBBBG00000015127
capra_hircus ENSCHIG00000022146
tursiops_truncatus ENSTTRG00000015158
vicugna_pacos ENSVPAG00000005068
equus_asinus_asinus ENSEASG00005008863
equus_caballus ENSECAG00000020091
myotis_lucifugus ENSMLUG00000015133
pteropus_vampyrus ENSPVAG00000001421
sorex_araneus ENSSARG00000010397
pan_troglodytes ENSPTRG00000019206
pan_troglodytes ENSPTRG00000042789
pan_paniscus ENSPPAG00000021264
gorilla_gorilla ENSGGOG00000042225
gorilla_gorilla ENSGGOG00000036165
gorilla_gorilla ENSGGOG00000011439
homo_sapiens ENSG00000146731
pongo_abelii ENSPPYG00000025820
nomascus_leucogenys ENSNLEG00000015664
macaca_mulatta ENSMMUG00000015272
macaca_fascicularis ENSMFAG00000033952
macaca_nemestrina ENSMNEG00000004267
macaca_nemestrina ENSMNEG00000028244
chlorocebus_sabaeus ENSCSAG00000016131
mandrillus_leucophaeus ENSMLEG00000035503
theropithecus_gelada ENSTGEG00000005740
cercocebus_atys ENSCATG00000035511
papio_anubis ENSPANG00000024957
rhinopithecus_roxellana ENSRROG00000037581
rhinopithecus_bieti ENSRBIG00000037849
piliocolobus_tephrosceles ENSPTEG00000012165
colobus_angolensis_palliatus ENSCANG00000029456
papio_anubis ENSPANG00000032227
mandrillus_leucophaeus ENSMLEG00000026470
macaca_mulatta ENSMMUG00000041283
macaca_fascicularis ENSMFAG00000035612
macaca_nemestrina ENSMNEG00000011830
rhinopithecus_roxellana ENSRROG00000033818
nomascus_leucogenys ENSNLEG00000034882
pan_troglodytes ENSPTRG00000052536
chlorocebus_sabaeus ENSCSAG00000018296
saimiri_boliviensis_boliviensis ENSSBOG00000025694
saimiri_boliviensis_boliviensis ENSSBOG00000021133
cebus_capucinus ENSCCAG00000023121
callithrix_jacchus ENSCJAG00000021279
aotus_nancymaae ENSANAG00000023339
pan_paniscus ENSPPAG00000033437
pan_troglodytes ENSPTRG00000045231
nomascus_leucogenys ENSNLEG00000036186
macaca_fascicularis ENSMFAG00000002791
macaca_nemestrina ENSMNEG00000033826
macaca_mulatta ENSMMUG00000005664
papio_anubis ENSPANG00000013389
cercocebus_atys ENSCATG00000038885
rhinopithecus_bieti ENSRBIG00000034460
rhinopithecus_roxellana ENSRROG00000022524
colobus_angolensis_palliatus ENSCANG00000032164
pongo_abelii ENSPPYG00000014406
carlito_syrichta ENSTSYG00000035700
propithecus_coquereli ENSPCOG00000023950
propithecus_coquereli ENSPCOG00000014573
microcebus_murinus ENSMICG00000027916
propithecus_coquereli ENSPCOG00000023020
prolemur_simus ENSPSMG00000014971
propithecus_coquereli ENSPCOG00000013779
microcebus_murinus ENSMICG00000028640
microcebus_murinus ENSMICG00000038699
otolemur_garnettii ENSOGAG00000027127
otolemur_garnettii ENSOGAG00000007986
otolemur_garnettii ENSOGAG00000030409
rattus_norvegicus ENSRNOG00000000923
mus_spicilegus ENSMSIG00000013807
meriones_unguiculatus ENSMUGG00000006053
microtus_ochrogaster ENSMOCG00000021647
microtus_ochrogaster ENSMOCG00000018873
peromyscus_maniculatus_bairdii ENSPEMG00000006383
cricetulus_griseus_crigri-picr ENSCGRG00015019428
cricetulus_griseus_crigri ENSCGRG00000012926
cricetulus_griseus_chok1gshd ENSCGRG00001020238
cricetulus_griseus_chok1gshd ENSCGRG00001017730
cricetulus_griseus_crigri ENSCGRG00000013094
cricetulus_griseus_crigri ENSCGRG00000003621
cricetulus_griseus_chok1gshd ENSCGRG00001016964
mesocricetus_auratus ENSMAUG00000017368
nannospalax_galili ENSNGAG00000008551
nannospalax_galili ENSNGAG00000023197
nannospalax_galili ENSNGAG00000002409
nannospalax_galili ENSNGAG00000021622
jaculus_jaculus ENSJJAG00000012759
jaculus_jaculus ENSJJAG00000016084
jaculus_jaculus ENSJJAG00000016187
heterocephalus_glaber_male ENSHGLG00100017310
heterocephalus_glaber_male ENSHGLG00100007530
heterocephalus_glaber_female ENSHGLG00000016039
heterocephalus_glaber_male ENSHGLG00100014072
heterocephalus_glaber_female ENSHGLG00000009645
heterocephalus_glaber_female ENSHGLG00000015615
heterocephalus_glaber_male ENSHGLG00100000373
fukomys_damarensis ENSFDAG00000015733
octodon_degus ENSODEG00000014970
octodon_degus ENSODEG00000007654
cavia_porcellus ENSCPOG00000006992
cavia_aperea ENSCAPG00000017625
chinchilla_lanigera ENSCLAG00000004434
urocitellus_parryii ENSUPAG00010019282
ictidomys_tridecemlineatus ENSSTOG00000010484
spermophilus_dauricus ENSSDAG00000013423
marmota_marmota_marmota ENSMMMG00000003829
dipodomys_ordii ENSDORG00000013420
ochotona_princeps ENSOPRG00000003348
ochotona_princeps ENSOPRG00000008315
oryctolagus_cuniculus ENSOCUG00000017674
dasypus_novemcinctus ENSDNOG00000033204
dasypus_novemcinctus ENSDNOG00000035815
choloepus_hoffmanni ENSCHOG00000000654
erinaceus_europaeus ENSEEUG00000005464
procavia_capensis ENSPCAG00000015532
loxodonta_africana ENSLAFG00000012791
echinops_telfairi ENSETEG00000009374
phascolarctos_cinereus ENSPCIG00000029754
sarcophilus_harrisii ENSSHAG00000009975
