manacus_vitellinus ENSMVIG00005014808
lepidothrix_coronata ENSLCOG00000000989
zonotrichia_albicollis ENSZALG00000006217
junco_hyemalis ENSJHYG00000010034
serinus_canaria ENSSCAG00000002455
taeniopygia_guttata ENSTGUG00000017294
ficedula_albicollis ENSFALG00000007840
parus_major ENSPMJG00000010538
cyanistes_caeruleus ENSCCEG00000021811
calidris_pugnax ENSCPUG00000019999
calidris_pugnax ENSCPUG00000020000
calidris_pygmaea ENSCPGG00000007310
melopsittacus_undulatus ENSMUNG00000013137
anas_platyrhynchos_platyrhynchos ENSAPLG00000003552
anser_brachyrhynchus ENSABRG00000022766
meleagris_gallopavo ENSMGAG00000004081
gallus_gallus ENSGALG00000040292
coturnix_japonica ENSCJPG00005021458
numida_meleagris ENSNMEG00000021146
meleagris_gallopavo ENSMGAG00000015880
apteryx_haastii ENSAHAG00000004676
apteryx_owenii ENSAOWG00000011753
apteryx_rowi ENSARWG00000018411
dromaius_novaehollandiae ENSDNVG00000000982
nothoprocta_perdicaria ENSNPEG00000003429
crocodylus_porosus ENSCPRG00005004886
gopherus_agassizii ENSGAGG00000003240
chelonoidis_abingdonii ENSCABG00000018855
chrysemys_picta_bellii ENSCPBG00000015809
pelodiscus_sinensis ENSPSIG00000010321
pogona_vitticeps ENSPVIG00000022436
phascolarctos_cinereus ENSPCIG00000029831
sarcophilus_harrisii ENSSHAG00000016654
monodelphis_domestica ENSMODG00000003739
phascolarctos_cinereus ENSPCIG00000029823
notamacropus_eugenii ENSMEUG00000003355
sarcophilus_harrisii ENSSHAG00000016572
monodelphis_domestica ENSMODG00000024999
pan_paniscus ENSPPAG00000021769
pan_troglodytes ENSPTRG00000001676
homo_sapiens ENSG00000076258
gorilla_gorilla ENSGGOG00000012578
pongo_abelii ENSPPYG00000000514
nomascus_leucogenys ENSNLEG00000015167
colobus_angolensis_palliatus ENSCANG00000034176
piliocolobus_tephrosceles ENSPTEG00000016024
rhinopithecus_bieti ENSRBIG00000032160
rhinopithecus_roxellana ENSRROG00000032995
macaca_nemestrina ENSMNEG00000045332
macaca_fascicularis ENSMFAG00000032860
macaca_mulatta ENSMMUG00000014230
theropithecus_gelada ENSTGEG00000009279
cercocebus_atys ENSCATG00000029376
mandrillus_leucophaeus ENSMLEG00000039834
chlorocebus_sabaeus ENSCSAG00000011620
cebus_capucinus ENSCCAG00000029673
saimiri_boliviensis_boliviensis ENSSBOG00000035448
callithrix_jacchus ENSCJAG00000009773
aotus_nancymaae ENSANAG00000028774
carlito_syrichta ENSTSYG00000034066
carlito_syrichta ENSTSYG00000030984
prolemur_simus ENSPSMG00000025495
propithecus_coquereli ENSPCOG00000024161
microcebus_murinus ENSMICG00000017120
otolemur_garnettii ENSOGAG00000016483
tupaia_belangeri ENSTBEG00000002775
oryctolagus_cuniculus ENSOCUG00000002795
ochotona_princeps ENSOPRG00000011081
bos_mutus ENSBMUG00000021314
bos_taurus ENSBTAG00000016685
bison_bison_bison ENSBBBG00000021942
capra_hircus ENSCHIG00000024460
ovis_aries ENSOARG00000012761
tursiops_truncatus ENSTTRG00000009489
sus_scrofa ENSSSCG00000015266
vicugna_pacos ENSVPAG00000005153
equus_asinus_asinus ENSEASG00005018947
equus_caballus ENSECAG00000013478
ursus_americanus ENSUAMG00000022674
ursus_maritimus ENSUMAG00000017799
ailuropoda_melanoleuca ENSAMEG00000017014
mustela_putorius_furo ENSMPUG00000015604
neovison_vison ENSNVIG00000024988
canis_lupus_familiaris ENSCAFG00000014980
canis_lupus_dingo ENSCAFG00020022037
vulpes_vulpes ENSVVUG00000025057
panthera_pardus ENSPPRG00000012099
panthera_tigris_altaica ENSPTIG00000011267
felis_catus ENSFCAG00000012561
choloepus_hoffmanni ENSCHOG00000005559
dasypus_novemcinctus ENSDNOG00000007696
loxodonta_africana ENSLAFG00000005836
procavia_capensis ENSPCAG00000014446
erinaceus_europaeus ENSEEUG00000005041
sorex_araneus ENSSARG00000012519
pteropus_vampyrus ENSPVAG00000009558
cavia_porcellus ENSCPOG00000013998
cavia_aperea ENSCAPG00000000293
octodon_degus ENSODEG00000012703
chinchilla_lanigera ENSCLAG00000013722
fukomys_damarensis ENSFDAG00000009261
fukomys_damarensis ENSFDAG00000003253
heterocephalus_glaber_male ENSHGLG00100002990
heterocephalus_glaber_female ENSHGLG00000006880
heterocephalus_glaber_female ENSHGLG00000011127
heterocephalus_glaber_male ENSHGLG00100003634
spermophilus_dauricus ENSSDAG00000012014
urocitellus_parryii ENSUPAG00010021040
ictidomys_tridecemlineatus ENSSTOG00000028302
marmota_marmota_marmota ENSMMMG00000018059
mus_spicilegus ENSMSIG00000022987
mus_musculus ENSMUSG00000026692
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014776
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015583
mus_pahari MGP_PahariEiJ_G0028013
rattus_norvegicus ENSRNOG00000003400
meriones_unguiculatus ENSMUGG00000010521
cricetulus_griseus_chok1gshd ENSCGRG00001009519
cricetulus_griseus_crigri ENSCGRG00000011267
cricetulus_griseus_crigri-picr ENSCGRG00015010730
mesocricetus_auratus ENSMAUG00000009844
microtus_ochrogaster ENSMOCG00000018998
peromyscus_maniculatus_bairdii ENSPEMG00000019385
nannospalax_galili ENSNGAG00000000800
jaculus_jaculus ENSJJAG00000019160
castor_canadensis ENSCCNG00000023313
echinops_telfairi ENSETEG00000020064
ornithorhynchus_anatinus ENSOANG00000000899
xenopus_tropicalis ENSXETG00000010456
esox_lucius ENSELUG00000007153
eptatretus_burgeri ENSEBUG00000013930
