scleropages_formosus ENSSFOG00015019044
paramormyrops_kingsleyae ENSPKIG00000002892
scophthalmus_maximus ENSSMAG00000015568
labrus_bergylta ENSLBEG00000027202
cynoglossus_semilaevis ENSCSEG00000014001
cynoglossus_semilaevis ENSCSEG00000010395
cyprinodon_variegatus ENSCVAG00000021683
fundulus_heteroclitus ENSFHEG00000012364
poecilia_formosa ENSPFOG00000013163
poecilia_latipinna ENSPLAG00000019862
poecilia_mexicana ENSPMEG00000015834
poecilia_reticulata ENSPREG00000003561
xiphophorus_maculatus ENSXMAG00000002900
gambusia_affinis ENSGAFG00000006105
kryptolebias_marmoratus ENSKMAG00000004165
amphiprion_ocellaris ENSAOCG00000006705
amphiprion_percula ENSAPEG00000020035
acanthochromis_polyacanthus ENSAPOG00000005894
stegastes_partitus ENSSPAG00000022932
maylandia_zebra ENSMZEG00005020235
astatotilapia_calliptera ENSACLG00000000879
haplochromis_burtoni ENSHBUG00000004755
pundamilia_nyererei ENSPNYG00000006717
neolamprologus_brichardi ENSNBRG00000016345
oreochromis_niloticus ENSONIG00000013992
amphilophus_citrinellus ENSACIG00000002515
monopterus_albus ENSMALG00000006354
mastacembelus_armatus ENSMAMG00000016954
anabas_testudineus ENSATEG00000008774
takifugu_rubripes ENSTRUG00000004332
tetraodon_nigroviridis ENSTNIG00000016717
mola_mola ENSMMOG00000014621
seriola_dumerili ENSSDUG00000018426
seriola_lalandi_dorsalis ENSSLDG00000000335
periophthalmus_magnuspinnatus ENSPMGG00000004021
hippocampus_comes ENSHCOG00000009512
gadus_morhua ENSGMOG00000000730
oryzias_latipes ENSORLG00000018874
oryzias_melastigma ENSOMEG00000010026
esox_lucius ENSELUG00000013353
pygocentrus_nattereri ENSPNAG00000003537
astyanax_mexicanus ENSAMXG00000008943
ictalurus_punctatus ENSIPUG00000009879
danio_rerio ENSDARG00000054597
lepisosteus_oculatus ENSLOCG00000007420
choloepus_hoffmanni ENSCHOG00000001108
dasypus_novemcinctus ENSDNOG00000004229
tursiops_truncatus ENSTTRG00000005606
equus_asinus_asinus ENSEASG00005016429
sorex_araneus ENSSARG00000008429
erinaceus_europaeus ENSEEUG00000002150
tupaia_belangeri ENSTBEG00000016519
echinops_telfairi ENSETEG00000000589
dipodomys_ordii ENSDORG00000011458
pteropus_vampyrus ENSPVAG00000002690
capra_hircus ENSCHIG00000006297
ovis_aries ENSOARG00000017771
bos_mutus ENSBMUG00000016369
bos_taurus ENSBTAG00000049571
bison_bison_bison ENSBBBG00000023434
vicugna_pacos ENSVPAG00000010892
sus_scrofa ENSSSCG00000008989
ursus_americanus ENSUAMG00000026982
ursus_maritimus ENSUMAG00000007955
ailuropoda_melanoleuca ENSAMEG00000005570
neovison_vison ENSNVIG00000008397
mustela_putorius_furo ENSMPUG00000003895
canis_lupus_familiaris ENSCAFG00000008699
canis_lupus_dingo ENSCAFG00020011108
vulpes_vulpes ENSVVUG00000024858
panthera_pardus ENSPPRG00000008857
panthera_tigris_altaica ENSPTIG00000015698
felis_catus ENSFCAG00000008322
equus_caballus ENSECAG00000001582
myotis_lucifugus ENSMLUG00000000936
oryctolagus_cuniculus ENSOCUG00000002497
ochotona_princeps ENSOPRG00000016174
carlito_syrichta ENSTSYG00000009068
pan_troglodytes ENSPTRG00000045291
pan_paniscus ENSPPAG00000034242
pongo_abelii ENSPPYG00000014869
nomascus_leucogenys ENSNLEG00000028820
gorilla_gorilla ENSGGOG00000023412
homo_sapiens ENSG00000138767
pan_troglodytes ENSPTRG00000016198
pan_paniscus ENSPPAG00000030178
macaca_nemestrina ENSMNEG00000041259
macaca_mulatta ENSMMUG00000045609
macaca_fascicularis ENSMFAG00000044296
theropithecus_gelada ENSTGEG00000012264
chlorocebus_sabaeus ENSCSAG00000004580
papio_anubis ENSPANG00000007831
cercocebus_atys ENSCATG00000029623
mandrillus_leucophaeus ENSMLEG00000029198
piliocolobus_tephrosceles ENSPTEG00000024037
colobus_angolensis_palliatus ENSCANG00000028583
rhinopithecus_roxellana ENSRROG00000031003
rhinopithecus_bieti ENSRBIG00000027644
saimiri_boliviensis_boliviensis ENSSBOG00000028521
cebus_capucinus ENSCCAG00000025000
callithrix_jacchus ENSCJAG00000014846
aotus_nancymaae ENSANAG00000023917
propithecus_coquereli ENSPCOG00000014669
prolemur_simus ENSPSMG00000009266
microcebus_murinus ENSMICG00000017026
otolemur_garnettii ENSOGAG00000012122
cricetulus_griseus_crigri-picr ENSCGRG00015019757
cricetulus_griseus_crigri ENSCGRG00000000543
cricetulus_griseus_chok1gshd ENSCGRG00001022099
peromyscus_maniculatus_bairdii ENSPEMG00000011554
microtus_ochrogaster ENSMOCG00000009451
mus_musculus ENSMUSG00000034724
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028426
mus_spicilegus ENSMSIG00000027638
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027429
mus_pahari MGP_PahariEiJ_G0017207
rattus_norvegicus ENSRNOG00000002075
meriones_unguiculatus ENSMUGG00000015504
nannospalax_galili ENSNGAG00000019803
mesocricetus_auratus ENSMAUG00000008880
jaculus_jaculus ENSJJAG00000020583
castor_canadensis ENSCCNG00000030566
octodon_degus ENSODEG00000004161
chinchilla_lanigera ENSCLAG00000004598
cavia_porcellus ENSCPOG00000010337
heterocephalus_glaber_female ENSHGLG00000006452
heterocephalus_glaber_male ENSHGLG00100012384
fukomys_damarensis ENSFDAG00000007719
urocitellus_parryii ENSUPAG00010008241
ictidomys_tridecemlineatus ENSSTOG00000015293
spermophilus_dauricus ENSSDAG00000018121
marmota_marmota_marmota ENSMMMG00000006238
loxodonta_africana ENSLAFG00000011449
procavia_capensis ENSPCAG00000016617
phascolarctos_cinereus ENSPCIG00000027504
notamacropus_eugenii ENSMEUG00000009767
sarcophilus_harrisii ENSSHAG00000006072
monodelphis_domestica ENSMODG00000011744
ornithorhynchus_anatinus ENSOANG00000003561
pogona_vitticeps ENSPVIG00000012062
anolis_carolinensis ENSACAG00000012099
notechis_scutatus ENSNSUG00000001851
salvator_merianae ENSSMRG00000012881
sphenodon_punctatus ENSSPUG00000002016
gallus_gallus ENSGALG00000010333
meleagris_gallopavo ENSMGAG00000005144
coturnix_japonica ENSCJPG00005008985
numida_meleagris ENSNMEG00000014392
anser_brachyrhynchus ENSABRG00000019565
anas_platyrhynchos_platyrhynchos ENSAPLG00000003448
calidris_pygmaea ENSCPGG00000000428
calidris_pugnax ENSCPUG00000004792
