sphenodon_punctatus ENSSPUG00000001734
notechis_scutatus ENSNSUG00000004423
chrysemys_picta_bellii ENSCPBG00000002432
notechis_scutatus ENSNSUG00000000532
castor_canadensis ENSCCNG00000014403
dipodomys_ordii ENSDORG00000012542
cricetulus_griseus_chok1gshd ENSCGRG00001014040
cricetulus_griseus_crigri ENSCGRG00000017099
cricetulus_griseus_crigri-picr ENSCGRG00015015633
mesocricetus_auratus ENSMAUG00000008226
peromyscus_maniculatus_bairdii ENSPEMG00000024137
microtus_ochrogaster ENSMOCG00000016065
mus_spicilegus ENSMSIG00000005563
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019050
mus_musculus ENSMUSG00000021216
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018198
mus_pahari MGP_PahariEiJ_G0019246
rattus_norvegicus ENSRNOG00000028750
meriones_unguiculatus ENSMUGG00000000757
nannospalax_galili ENSNGAG00000007980
spermophilus_dauricus ENSSDAG00000001974
ictidomys_tridecemlineatus ENSSTOG00000007379
urocitellus_parryii ENSUPAG00010021829
marmota_marmota_marmota ENSMMMG00000014374
heterocephalus_glaber_male ENSHGLG00100006016
heterocephalus_glaber_female ENSHGLG00000006095
oryctolagus_cuniculus ENSOCUG00000015608
ochotona_princeps ENSOPRG00000004268
tupaia_belangeri ENSTBEG00000010291
pan_troglodytes ENSPTRG00000002253
pan_paniscus ENSPPAG00000036237
homo_sapiens ENSG00000178462
gorilla_gorilla ENSGGOG00000022489
pongo_abelii ENSPPYG00000002056
nomascus_leucogenys ENSNLEG00000011355
cercocebus_atys ENSCATG00000036914
mandrillus_leucophaeus ENSMLEG00000037633
theropithecus_gelada ENSTGEG00000023799
macaca_fascicularis ENSMFAG00000042394
macaca_nemestrina ENSMNEG00000036039
macaca_mulatta ENSMMUG00000017442
papio_anubis ENSPANG00000023438
chlorocebus_sabaeus ENSCSAG00000013720
colobus_angolensis_palliatus ENSCANG00000036740
piliocolobus_tephrosceles ENSPTEG00000022445
rhinopithecus_roxellana ENSRROG00000041630
rhinopithecus_bieti ENSRBIG00000024865
callithrix_jacchus ENSCJAG00000020489
saimiri_boliviensis_boliviensis ENSSBOG00000028563
cebus_capucinus ENSCCAG00000029852
aotus_nancymaae ENSANAG00000000907
prolemur_simus ENSPSMG00000009142
microcebus_murinus ENSMICG00000000306
propithecus_coquereli ENSPCOG00000013319
otolemur_garnettii ENSOGAG00000003424
sorex_araneus ENSSARG00000007081
erinaceus_europaeus ENSEEUG00000015548
carlito_syrichta ENSTSYG00000006161
equus_caballus ENSECAG00000014631
equus_asinus_asinus ENSEASG00005019169
myotis_lucifugus ENSMLUG00000006363
ursus_maritimus ENSUMAG00000012135
ursus_americanus ENSUAMG00000007236
ailuropoda_melanoleuca ENSAMEG00000001912
mustela_putorius_furo ENSMPUG00000016320
neovison_vison ENSNVIG00000009919
canis_lupus_dingo ENSCAFG00020004644
canis_lupus_familiaris ENSCAFG00000005248
vulpes_vulpes ENSVVUG00000007099
panthera_tigris_altaica ENSPTIG00000013691
panthera_pardus ENSPPRG00000005005
felis_catus ENSFCAG00000000585
capra_hircus ENSCHIG00000019472
ovis_aries ENSOARG00000009127
bos_taurus ENSBTAG00000017740
bos_mutus ENSBMUG00000007187
bison_bison_bison ENSBBBG00000022050
tursiops_truncatus ENSTTRG00000014624
sus_scrofa ENSSSCG00000029077
vicugna_pacos ENSVPAG00000005177
procavia_capensis ENSPCAG00000010079
echinops_telfairi ENSETEG00000004074
