petromyzon_marinus ENSPMAG00000002821
eptatretus_burgeri ENSEBUG00000004868
pan_paniscus ENSPPAG00000030763
pan_troglodytes ENSPTRG00000013435
homo_sapiens ENSG00000242372
gorilla_gorilla ENSGGOG00000012097
pongo_abelii ENSPPYG00000010949
nomascus_leucogenys ENSNLEG00000010207
colobus_angolensis_palliatus ENSCANG00000035702
piliocolobus_tephrosceles ENSPTEG00000011010
rhinopithecus_bieti ENSRBIG00000033179
rhinopithecus_roxellana ENSRROG00000026884
cercocebus_atys ENSCATG00000032440
papio_anubis ENSPANG00000020001
mandrillus_leucophaeus ENSMLEG00000043400
macaca_fascicularis ENSMFAG00000031657
macaca_nemestrina ENSMNEG00000030745
theropithecus_gelada ENSTGEG00000004724
chlorocebus_sabaeus ENSCSAG00000010444
cebus_capucinus ENSCCAG00000034662
cebus_capucinus ENSCCAG00000030532
saimiri_boliviensis_boliviensis ENSSBOG00000027892
callithrix_jacchus ENSCJAG00000017846
aotus_nancymaae ENSANAG00000029529
carlito_syrichta ENSTSYG00000030850
propithecus_coquereli ENSPCOG00000014898
prolemur_simus ENSPSMG00000003743
microcebus_murinus ENSMICG00000006009
otolemur_garnettii ENSOGAG00000001831
castor_canadensis ENSCCNG00000020773
dipodomys_ordii ENSDORG00000001423
mus_spicilegus ENSMSIG00000003329
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025461
mus_musculus ENSMUSG00000027613
mus_spicilegus ENSMSIG00000025603
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024539
mus_pahari MGP_PahariEiJ_G0025984
rattus_norvegicus ENSRNOG00000049497
meriones_unguiculatus ENSMUGG00000007940
cricetulus_griseus_crigri ENSCGRG00000005143
cricetulus_griseus_crigri-picr ENSCGRG00015026053
cricetulus_griseus_chok1gshd ENSCGRG00001009041
mesocricetus_auratus ENSMAUG00000019381
peromyscus_maniculatus_bairdii ENSPEMG00000023020
microtus_ochrogaster ENSMOCG00000020625
nannospalax_galili ENSNGAG00000000511
jaculus_jaculus ENSJJAG00000006310
heterocephalus_glaber_male ENSHGLG00100004414
heterocephalus_glaber_female ENSHGLG00000010214
heterocephalus_glaber_male ENSHGLG00100018829
heterocephalus_glaber_female ENSHGLG00000013984
