ovis_aries ENSOARG00000006369
capra_hircus ENSCHIG00000024153
bos_indicus ENSBIXG00005011160
bos_taurus ENSBTAG00000020721
bos_mutus ENSBMUG00000013341
bos_indicus ENSBIXG00000002061
bison_bison ENSBBBG00000004037
sus_scrofa ENSSSCG00000029050
equus_caballus ENSECAG00000019642
equus_asinus ENSEASG00005017538
myotis_lucifugus ENSMLUG00000007037
ursus_americanus ENSUAMG00000016465
ursus_maritimus ENSUMAG00000000905
ailuropoda_melanoleuca ENSAMEG00000016292
ursus_americanus ENSUAMG00000022827
neovison_vison ENSNVIG00000000896
mustela_putorius ENSMPUG00000001004
canis_lupus ENSCAFG00020005742
canis_lupus ENSCAFG00000001176
panthera_tigris ENSPTIG00000008780
panthera_pardus ENSPPRG00000004595
felis_catus ENSFCAG00000015199
heterocephalus_glaber ENSHGLG00100007233
heterocephalus_glaber ENSHGLG00100018781
heterocephalus_glaber ENSHGLG00000000165
fukomys_damarensis ENSFDAG00000006749
chinchilla_lanigera ENSCLAG00000000917
octodon_degus ENSODEG00000001067
cavia_porcellus ENSCPOG00000014241
cavia_aperea ENSCAPG00000005899
marmota_marmota ENSMMMG00000017475
spermophilus_dauricus ENSSDAG00000021026
urocitellus_parryii ENSUPAG00010009599
mus_spicilegus ENSMSIG00000021173
mus_musculus ENSMUSG00000036860
mus_spretus MGP_SPRETEiJ_G0017265
mus_caroli MGP_CAROLIEiJ_G0016428
mus_pahari MGP_PahariEiJ_G0017559
rattus_norvegicus ENSRNOG00000002943
meriones_unguiculatus ENSMUGG00000008804
cricetulus_griseus ENSCGRG00001020506
cricetulus_griseus ENSCGRG00000002872
cricetulus_griseus ENSCGRG00015018351
mesocricetus_auratus ENSMAUG00000000347
peromyscus_maniculatus ENSPEMG00000010381
microtus_ochrogaster ENSMOCG00000022355
nannospalax_galili ENSNGAG00000023889
jaculus_jaculus ENSJJAG00000021164
castor_canadensis ENSCCNG00000012467
oryctolagus_cuniculus ENSOCUG00000015380
ochotona_princeps ENSOPRG00000015086
pan_paniscus ENSPPAG00000030545
pan_troglodytes ENSPTRG00000002068
gorilla_gorilla ENSGGOG00000015709
homo_sapiens ENSG00000162910
pongo_abelii ENSPPYG00000000146
nomascus_leucogenys ENSNLEG00000014215
theropithecus_gelada ENSTGEG00000002299
papio_anubis ENSPANG00000017717
chlorocebus_sabaeus ENSCSAG00000016477
macaca_nemestrina ENSMNEG00000036387
macaca_fascicularis ENSMFAG00000003524
mandrillus_leucophaeus ENSMLEG00000043407
cercocebus_atys ENSCATG00000001114
rhinopithecus_bieti ENSRBIG00000038180
rhinopithecus_roxellana ENSRROG00000033833
piliocolobus_tephrosceles ENSPTEG00000026098
colobus_angolensis ENSCANG00000034934
cebus_capucinus ENSCCAG00000031724
saimiri_boliviensis ENSSBOG00000035388
callithrix_jacchus ENSCJAG00000016730
aotus_nancymaae ENSANAG00000036592
carlito_syrichta ENSTSYG00000002932
prolemur_simus ENSPSMG00000013256
propithecus_coquereli ENSPCOG00000013827
microcebus_murinus ENSMICG00000031760
otolemur_garnettii ENSOGAG00000010981
procavia_capensis ENSPCAG00000010591
loxodonta_africana ENSLAFG00000003008
dasypus_novemcinctus ENSDNOG00000024342
vombatus_ursinus ENSVURG00010003704
vombatus_ursinus ENSVURG00010002052
vombatus_ursinus ENSVURG00010011028
sarcophilus_harrisii ENSSHAG00000014746
monodelphis_domestica ENSMODG00000013793
