poecilia_formosa ENSPFOG00000011173
poecilia_latipinna ENSPLAG00000012189
poecilia_mexicana ENSPMEG00000018463
poecilia_reticulata ENSPREG00000007269
xiphophorus_maculatus ENSXMAG00000017643
xiphophorus_couchianus ENSXCOG00000013555
gambusia_affinis ENSGAFG00000012937
fundulus_heteroclitus ENSFHEG00000015551
cyprinodon_variegatus ENSCVAG00000015522
kryptolebias_marmoratus ENSKMAG00000011409
oryzias_latipes ENSORLG00000026078
oryzias_latipes ENSORLG00020018534
oryzias_latipes ENSORLG00015014294
oryzias_melastigma ENSOMEG00000019704
parambassis_ranga ENSPRNG00000015782
cynoglossus_semilaevis ENSCSEG00000010336
amphiprion_percula ENSAPEG00000005886
amphiprion_ocellaris ENSAOCG00000015209
acanthochromis_polyacanthus ENSAPOG00000002728
stegastes_partitus ENSSPAG00000020437
gouania_willdenowi ENSGWIG00000006065
oreochromis_niloticus ENSONIG00000005237
maylandia_zebra ENSMZEG00005028334
oreochromis_niloticus ENSONIG00000014387
maylandia_zebra ENSMZEG00005028335
astatotilapia_calliptera ENSACLG00000017372
haplochromis_burtoni ENSHBUG00000017585
oreochromis_niloticus ENSONIG00000005236
mastacembelus_armatus ENSMAMG00000014104
monopterus_albus ENSMALG00000009162
anabas_testudineus ENSATEG00000024996
betta_splendens ENSBSLG00000021828
seriola_dumerili ENSSDUG00000016221
seriola_lalandi ENSSLDG00000003761
scophthalmus_maximus ENSSMAG00000013464
larimichthys_crocea ENSLCRG00005012548
labrus_bergylta ENSLBEG00000016059
mola_mola ENSMMOG00000010421
takifugu_rubripes ENSTRUG00000008529
cottoperca_gobio ENSCGOG00000018432
gasterosteus_aculeatus ENSGACG00000006994
hippocampus_comes ENSHCOG00000017245
periophthalmus_magnuspinnatus ENSPMGG00000005351
hucho_hucho ENSHHUG00000049957
clupea_harengus ENSCHAG00000000273
monopterus_albus ENSMALG00000009174
seriola_lalandi ENSSLDG00000003748
danio_rerio ENSDARG00000071543
clupea_harengus ENSCHAG00000020974
denticeps_clupeoides ENSDCDG00000034893
electrophorus_electricus ENSEEEG00000008159
ictalurus_punctatus ENSIPUG00000011229
astyanax_mexicanus ENSAMXG00000039145
astyanax_mexicanus ENSAMXG00005010638
pygocentrus_nattereri ENSPNAG00000000671
danio_rerio ENSDARG00000013681
lepisosteus_oculatus ENSLOCG00000013817
