parus_major ENSPMJG00000017629
cyanistes_caeruleus ENSCCEG00000023145
lonchura_striata_domestica ENSLSDG00000010442
taeniopygia_guttata ENSTGUG00000006725
zonotrichia_albicollis ENSZALG00000003059
serinus_canaria ENSSCAG00000005528
junco_hyemalis ENSJHYG00000004092
ficedula_albicollis ENSFALG00000003313
manacus_vitellinus ENSMVIG00005006951
lepidothrix_coronata ENSLCOG00000012666
melopsittacus_undulatus ENSMUNG00000013973
calidris_pygmaea ENSCPGG00000014710
calidris_pugnax ENSCPUG00000012192
anser_brachyrhynchus ENSABRG00000014113
anas_platyrhynchos_platyrhynchos ENSAPLG00000018980
gallus_gallus ENSGALG00000005421
coturnix_japonica ENSCJPG00005005607
meleagris_gallopavo ENSMGAG00000005578
numida_meleagris ENSNMEG00000012078
apteryx_haastii ENSAHAG00000013208
apteryx_owenii ENSAOWG00000004021
apteryx_rowi ENSARWG00000003029
nothoprocta_perdicaria ENSNPEG00000014309
crocodylus_porosus ENSCPRG00005014889
gopherus_agassizii ENSGAGG00000024017
chelonoidis_abingdonii ENSCABG00000020884
chrysemys_picta_bellii ENSCPBG00000021142
anolis_carolinensis ENSACAG00000005364
notechis_scutatus ENSNSUG00000015569
pogona_vitticeps ENSPVIG00000017933
salvator_merianae ENSSMRG00000016948
xenopus_tropicalis ENSXETG00000007222
latimeria_chalumnae ENSLACG00000012347
scleropages_formosus ENSSFOG00015021561
paramormyrops_kingsleyae ENSPKIG00000001748
lepisosteus_oculatus ENSLOCG00000008925
labrus_bergylta ENSLBEG00000026634
labrus_bergylta ENSLBEG00000014651
cynoglossus_semilaevis ENSCSEG00000015721
monopterus_albus ENSMALG00000007165
mastacembelus_armatus ENSMAMG00000023496
anabas_testudineus ENSATEG00000024561
seriola_dumerili ENSSDUG00000008286
seriola_lalandi_dorsalis ENSSLDG00000023666
scophthalmus_maximus ENSSMAG00000014566
fundulus_heteroclitus ENSFHEG00000022790
cyprinodon_variegatus ENSCVAG00000002746
poecilia_formosa ENSPFOG00000009482
poecilia_mexicana ENSPMEG00000019667
poecilia_latipinna ENSPLAG00000016528
poecilia_reticulata ENSPREG00000005700
xiphophorus_maculatus ENSXMAG00000014947
xiphophorus_couchianus ENSXCOG00000010291
gambusia_affinis ENSGAFG00000020183
kryptolebias_marmoratus ENSKMAG00000020062
oryzias_latipes ENSORLG00000022953
oryzias_latipes ENSORLG00020017829
oryzias_latipes_asm223469v1 ENSORLG00015007158
oryzias_melastigma ENSOMEG00000012429
amphiprion_percula ENSAPEG00000010443
acanthochromis_polyacanthus ENSAPOG00000021492
stegastes_partitus ENSSPAG00000010551
astatotilapia_calliptera ENSACLG00000027948
maylandia_zebra ENSMZEG00005025627
pundamilia_nyererei ENSPNYG00000017351
haplochromis_burtoni ENSHBUG00000012009
neolamprologus_brichardi ENSNBRG00000002976
oreochromis_niloticus ENSONIG00000017210
maylandia_zebra ENSMZEG00005002636
amphilophus_citrinellus ENSACIG00000007597
mola_mola ENSMMOG00000007583
periophthalmus_magnuspinnatus ENSPMGG00000020560
gadus_morhua ENSGMOG00000011462
esox_lucius ENSELUG00000007580
pygocentrus_nattereri ENSPNAG00000025860
astyanax_mexicanus ENSAMXG00000029765
ictalurus_punctatus ENSIPUG00000005171
scleropages_formosus ENSSFOG00015023498
