apteryx_rowi ENSARWG00000018061
apteryx_haastii ENSAHAG00000015737
apteryx_owenii ENSAOWG00000018359
dromaius_novaehollandiae ENSDNVG00000004090
nothoprocta_perdicaria ENSNPEG00000014241
meleagris_gallopavo ENSMGAG00000008135
coturnix_japonica ENSCJPG00005012764
gallus_gallus ENSGALG00000014668
numida_meleagris ENSNMEG00000006835
anser_brachyrhynchus ENSABRG00000000716
lonchura_striata_domestica ENSLSDG00000017075
taeniopygia_guttata ENSTGUG00000000728
serinus_canaria ENSSCAG00000007672
zonotrichia_albicollis ENSZALG00000010753
ficedula_albicollis ENSFALG00000009081
parus_major ENSPMJG00000006635
lepidothrix_coronata ENSLCOG00000004997
manacus_vitellinus ENSMVIG00005012577
calidris_pugnax ENSCPUG00000018875
calidris_pygmaea ENSCPGG00000004688
melopsittacus_undulatus ENSMUNG00000016758
anas_platyrhynchos_platyrhynchos ENSAPLG00000019072
cyanistes_caeruleus ENSCCEG00000009425
crocodylus_porosus ENSCPRG00005003011
gopherus_agassizii ENSGAGG00000016386
chelonoidis_abingdonii ENSCABG00000014351
chrysemys_picta_bellii ENSCPBG00000004442
pelodiscus_sinensis ENSPSIG00000013128
sphenodon_punctatus ENSSPUG00000007858
pogona_vitticeps ENSPVIG00000025659
anolis_carolinensis ENSACAG00000013190
notechis_scutatus ENSNSUG00000006182
salvator_merianae ENSSMRG00000007859
ornithorhynchus_anatinus ENSOANG00000011064
ornithorhynchus_anatinus ENSOANG00000030838
pan_troglodytes ENSPTRG00000017081
pan_paniscus ENSPPAG00000044096
homo_sapiens ENSG00000175471
gorilla_gorilla ENSGGOG00000015178
pongo_abelii ENSPPYG00000015636
nomascus_leucogenys ENSNLEG00000013994
macaca_mulatta ENSMMUG00000001397
macaca_fascicularis ENSMFAG00000039485
macaca_nemestrina ENSMNEG00000035465
papio_anubis ENSPANG00000004268
theropithecus_gelada ENSTGEG00000003965
cercocebus_atys ENSCATG00000042871
mandrillus_leucophaeus ENSMLEG00000039340
chlorocebus_sabaeus ENSCSAG00000014568
colobus_angolensis_palliatus ENSCANG00000035395
piliocolobus_tephrosceles ENSPTEG00000007768
rhinopithecus_roxellana ENSRROG00000033998
rhinopithecus_bieti ENSRBIG00000032059
cebus_capucinus ENSCCAG00000028605
saimiri_boliviensis_boliviensis ENSSBOG00000026140
callithrix_jacchus ENSCJAG00000010345
aotus_nancymaae ENSANAG00000020230
carlito_syrichta ENSTSYG00000013349
microcebus_murinus ENSMICG00000006657
propithecus_coquereli ENSPCOG00000027694
prolemur_simus ENSPSMG00000011785
otolemur_garnettii ENSOGAG00000004102
ochotona_princeps ENSOPRG00000005313
tupaia_belangeri ENSTBEG00000012470
mus_spicilegus ENSMSIG00000022863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019619
mus_musculus ENSMUSG00000021596
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018736
mus_pahari MGP_PahariEiJ_G0015815
rattus_norvegicus ENSRNOG00000013282
meriones_unguiculatus ENSMUGG00000003503
peromyscus_maniculatus_bairdii ENSPEMG00000014096
microtus_ochrogaster ENSMOCG00000015853
cricetulus_griseus_crigri ENSCGRG00000007865
cricetulus_griseus_chok1gshd ENSCGRG00001011214
cricetulus_griseus_crigri-picr ENSCGRG00015017305
mesocricetus_auratus ENSMAUG00000017091
nannospalax_galili ENSNGAG00000011703
jaculus_jaculus ENSJJAG00000006669
dipodomys_ordii ENSDORG00000004569
chinchilla_lanigera ENSCLAG00000004952
octodon_degus ENSODEG00000014120
cavia_porcellus ENSCPOG00000005018
cavia_aperea ENSCAPG00000005760
heterocephalus_glaber_male ENSHGLG00100013604
heterocephalus_glaber_female ENSHGLG00000005301
fukomys_damarensis ENSFDAG00000020969
ictidomys_tridecemlineatus ENSSTOG00000014065
spermophilus_dauricus ENSSDAG00000021046
urocitellus_parryii ENSUPAG00010003825
marmota_marmota_marmota ENSMMMG00000005297
ovis_aries ENSOARG00000016842
capra_hircus ENSCHIG00000011686
bos_mutus ENSBMUG00000010725
bos_taurus ENSBTAG00000054976
bison_bison_bison ENSBBBG00000023391
tursiops_truncatus ENSTTRG00000006663
sus_scrofa ENSSSCG00000025286
vicugna_pacos ENSVPAG00000000853
myotis_lucifugus ENSMLUG00000026952
myotis_lucifugus ENSMLUG00000003747
pteropus_vampyrus ENSPVAG00000007159
ailuropoda_melanoleuca ENSAMEG00000007915
ursus_maritimus ENSUMAG00000005551
neovison_vison ENSNVIG00000005208
mustela_putorius_furo ENSMPUG00000004233
canis_lupus_familiaris ENSCAFG00000007983
canis_lupus_dingo ENSCAFG00020006587
vulpes_vulpes ENSVVUG00000022085
panthera_pardus ENSPPRG00000004473
