caenorhabditis_elegans_strain_n2 WBGene00004197
drosophila_melanogaster FBgn0031282
oryctolagus_cuniculus ENSOCUG00000004058
ochotona_princeps ENSOPRG00000011876
propithecus_coquereli ENSPCOG00000018773
microcebus_murinus ENSMICG00000045292
prolemur_simus ENSPSMG00000017923
otolemur_garnettii ENSOGAG00000004009
pan_troglodytes ENSPTRG00000009020
pan_paniscus ENSPPAG00000036383
gorilla_gorilla ENSGGOG00000003330
homo_sapiens ENSG00000108733
pan_paniscus ENSPPAG00000041709
pan_troglodytes ENSPTRG00000046875
gorilla_gorilla ENSGGOG00000041124
pongo_abelii ENSPPYG00000008187
nomascus_leucogenys ENSNLEG00000013933
macaca_nemestrina ENSMNEG00000034562
macaca_mulatta ENSMMUG00000006047
macaca_fascicularis ENSMFAG00000039486
theropithecus_gelada ENSTGEG00000016090
papio_anubis ENSPANG00000022980
mandrillus_leucophaeus ENSMLEG00000028726
cercocebus_atys ENSCATG00000040975
chlorocebus_sabaeus ENSCSAG00000006267
rhinopithecus_roxellana ENSRROG00000040662
rhinopithecus_bieti ENSRBIG00000013732
piliocolobus_tephrosceles ENSPTEG00000016223
colobus_angolensis_palliatus ENSCANG00000033937
callithrix_jacchus ENSCJAG00000014844
cebus_capucinus ENSCCAG00000022946
saimiri_boliviensis_boliviensis ENSSBOG00000032853
aotus_nancymaae ENSANAG00000007379
carlito_syrichta ENSTSYG00000013016
heterocephalus_glaber_male ENSHGLG00100017621
heterocephalus_glaber_female ENSHGLG00000002341
fukomys_damarensis ENSFDAG00000003954
cavia_porcellus ENSCPOG00000039161
cavia_aperea ENSCAPG00000011167
chinchilla_lanigera ENSCLAG00000006085
spermophilus_dauricus ENSSDAG00000022048
ictidomys_tridecemlineatus ENSSTOG00000025573
urocitellus_parryii ENSUPAG00010017569
marmota_marmota_marmota ENSMMMG00000018771
castor_canadensis ENSCCNG00000028787
dipodomys_ordii ENSDORG00000026935
mus_musculus ENSMUSG00000018733
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017714
mus_spicilegus ENSMSIG00000012790
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016870
mus_pahari MGP_PahariEiJ_G0018001
rattus_norvegicus ENSRNOG00000052864
rattus_norvegicus ENSRNOG00000009718
meriones_unguiculatus ENSMUGG00000017079
peromyscus_maniculatus_bairdii ENSPEMG00000030925
