pan_troglodytes ENSPTRG00000048837
pan_paniscus ENSPPAG00000039674
homo_sapiens ENSG00000186230
gorilla_gorilla ENSGGOG00000028561
pongo_abelii ENSPPYG00000010466
nomascus_leucogenys ENSNLEG00000010959
macaca_fascicularis ENSMFAG00000022408
macaca_mulatta ENSMMUG00000014282
macaca_nemestrina ENSMNEG00000041075
cercocebus_atys ENSCATG00000003789
papio_anubis ENSPANG00000034282
mandrillus_leucophaeus ENSMLEG00000039310
theropithecus_gelada ENSTGEG00000014884
chlorocebus_sabaeus ENSCSAG00000001634
colobus_angolensis_palliatus ENSCANG00000022438
cebus_capucinus ENSCCAG00000037226
saimiri_boliviensis_boliviensis ENSSBOG00000022212
callithrix_jacchus ENSCJAG00000000035
aotus_nancymaae ENSANAG00000026354
