petromyzon_marinus ENSPMAG00000004305
eptatretus_burgeri ENSEBUG00000013159
pygocentrus_nattereri ENSPNAG00000000547
astyanax_mexicanus ENSAMXG00000042040
esox_lucius ENSELUG00000015673
paramormyrops_kingsleyae ENSPKIG00000006867
scleropages_formosus ENSSFOG00015009669
paramormyrops_kingsleyae ENSPKIG00000013968
stegastes_partitus ENSSPAG00000010879
labrus_bergylta ENSLBEG00000010509
phascolarctos_cinereus ENSPCIG00000003619
notamacropus_eugenii ENSMEUG00000008306
sarcophilus_harrisii ENSSHAG00000005991
monodelphis_domestica ENSMODG00000000443
ictidomys_tridecemlineatus ENSSTOG00000021676
spermophilus_dauricus ENSSDAG00000001187
marmota_marmota_marmota ENSMMMG00000013428
urocitellus_parryii ENSUPAG00010022324
castor_canadensis ENSCCNG00000022035
heterocephalus_glaber_male ENSHGLG00100019390
heterocephalus_glaber_female ENSHGLG00000015394
fukomys_damarensis ENSFDAG00000005740
chinchilla_lanigera ENSCLAG00000017369
octodon_degus ENSODEG00000006822
cavia_porcellus ENSCPOG00000010140
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026399
mus_spicilegus ENSMSIG00000011742
mus_musculus ENSMUSG00000033014
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025449
mus_pahari MGP_PahariEiJ_G0026893
rattus_norvegicus ENSRNOG00000018946
meriones_unguiculatus ENSMUGG00000022637
peromyscus_maniculatus_bairdii ENSPEMG00000011885
microtus_ochrogaster ENSMOCG00000013853
cricetulus_griseus_crigri-picr ENSCGRG00015026566
cricetulus_griseus_chok1gshd ENSCGRG00001014166
cricetulus_griseus_crigri ENSCGRG00000002094
nannospalax_galili ENSNGAG00000021291
jaculus_jaculus ENSJJAG00000012942
canis_lupus_dingo ENSCAFG00020000776
ursus_americanus ENSUAMG00000008552
oryctolagus_cuniculus ENSOCUG00000016427
ochotona_princeps ENSOPRG00000005608
mesocricetus_auratus ENSMAUG00000014592
tupaia_belangeri ENSTBEG00000001926
cebus_capucinus ENSCCAG00000031560
saimiri_boliviensis_boliviensis ENSSBOG00000032566
callithrix_jacchus ENSCJAG00000012339
aotus_nancymaae ENSANAG00000029798
macaca_mulatta ENSMMUG00000014620
macaca_fascicularis ENSMFAG00000041350
macaca_nemestrina ENSMNEG00000036143
cercocebus_atys ENSCATG00000011671
mandrillus_leucophaeus ENSMLEG00000027858
theropithecus_gelada ENSTGEG00000005697
papio_anubis ENSPANG00000016076
chlorocebus_sabaeus ENSCSAG00000001649
rhinopithecus_bieti ENSRBIG00000044424
rhinopithecus_roxellana ENSRROG00000027892
colobus_angolensis_palliatus ENSCANG00000040391
piliocolobus_tephrosceles ENSPTEG00000031607
homo_sapiens ENSG00000197323
gorilla_gorilla ENSGGOG00000016429
pan_troglodytes ENSPTRG00000001133
pan_paniscus ENSPPAG00000036094
pongo_abelii ENSPPYG00000001001
nomascus_leucogenys ENSNLEG00000004699
carlito_syrichta ENSTSYG00000003189
prolemur_simus ENSPSMG00000013846
microcebus_murinus ENSMICG00000006297
propithecus_coquereli ENSPCOG00000026842
otolemur_garnettii ENSOGAG00000009419
bos_taurus ENSBTAG00000001499
bos_mutus ENSBMUG00000003250
bison_bison_bison ENSBBBG00000002071
ovis_aries ENSOARG00000019960
capra_hircus ENSCHIG00000012017
tursiops_truncatus ENSTTRG00000002713
vicugna_pacos ENSVPAG00000000728
sus_scrofa ENSSSCG00000006757
equus_caballus ENSECAG00000021249
equus_asinus_asinus ENSEASG00005005657
ailuropoda_melanoleuca ENSAMEG00000000663
ursus_maritimus ENSUMAG00000011998
neovison_vison ENSNVIG00000005041
mustela_putorius_furo ENSMPUG00000005413
canis_lupus_familiaris ENSCAFG00000009442
vulpes_vulpes ENSVVUG00000007748
panthera_tigris_altaica ENSPTIG00000008054
panthera_pardus ENSPPRG00000012753
felis_catus ENSFCAG00000038306
pteropus_vampyrus ENSPVAG00000008217
myotis_lucifugus ENSMLUG00000013663
erinaceus_europaeus ENSEEUG00000005249
dasypus_novemcinctus ENSDNOG00000007055
choloepus_hoffmanni ENSCHOG00000001716
procavia_capensis ENSPCAG00000008080
