phascolarctos_cinereus ENSPCIG00000026389
monodelphis_domestica ENSMODG00000009806
pteropus_vampyrus ENSPVAG00000008534
myotis_lucifugus ENSMLUG00000013619
bos_mutus ENSBMUG00000008344
bos_taurus ENSBTAG00000027577
bison_bison_bison ENSBBBG00000012241
capra_hircus ENSCHIG00000020265
ovis_aries ENSOARG00000017876
tursiops_truncatus ENSTTRG00000016370
equus_caballus ENSECAG00000038947
equus_asinus_asinus ENSEASG00005019861
sus_scrofa ENSSSCG00000013310
ursus_americanus ENSUAMG00000022184
ailuropoda_melanoleuca ENSAMEG00000007331
neovison_vison ENSNVIG00000011918
canis_lupus_dingo ENSCAFG00020004506
canis_lupus_familiaris ENSCAFG00000029988
vulpes_vulpes ENSVVUG00000014887
panthera_pardus ENSPPRG00000001328
panthera_tigris_altaica ENSPTIG00000009247
felis_catus ENSFCAG00000029946
prolemur_simus ENSPSMG00000015950
propithecus_coquereli ENSPCOG00000023742
microcebus_murinus ENSMICG00000042497
otolemur_garnettii ENSOGAG00000033539
pan_troglodytes ENSPTRG00000003489
homo_sapiens ENSG00000205177
pongo_abelii ENSPPYG00000003371
cercocebus_atys ENSCATG00000038135
macaca_nemestrina ENSMNEG00000033587
theropithecus_gelada ENSTGEG00000004283
chlorocebus_sabaeus ENSCSAG00000005348
piliocolobus_tephrosceles ENSPTEG00000025881
saimiri_boliviensis_boliviensis ENSSBOG00000020764
callithrix_jacchus ENSCJAG00000044908
aotus_nancymaae ENSANAG00000035705
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024935
mus_musculus ENSMUSG00000032671
mus_spicilegus ENSMSIG00000008904
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024023
mus_pahari MGP_PahariEiJ_G0025461
rattus_norvegicus ENSRNOG00000010963
meriones_unguiculatus ENSMUGG00000016830
cricetulus_griseus_crigri-picr ENSCGRG00015010078
cricetulus_griseus_chok1gshd ENSCGRG00001018837
mesocricetus_auratus ENSMAUG00000002950
peromyscus_maniculatus_bairdii ENSPEMG00000000170
microtus_ochrogaster ENSMOCG00000013797
nannospalax_galili ENSNGAG00000021497
heterocephalus_glaber_male ENSHGLG00100005961
heterocephalus_glaber_female ENSHGLG00000009699
fukomys_damarensis ENSFDAG00000013363
cavia_porcellus ENSCPOG00000023939
chinchilla_lanigera ENSCLAG00000015126
octodon_degus ENSODEG00000016808
ictidomys_tridecemlineatus ENSSTOG00000026942
urocitellus_parryii ENSUPAG00010019347
marmota_marmota_marmota ENSMMMG00000008017
dipodomys_ordii ENSDORG00000008868
ochotona_princeps ENSOPRG00000009681
oryctolagus_cuniculus ENSOCUG00000025307
loxodonta_africana ENSLAFG00000006492
procavia_capensis ENSPCAG00000015731
echinops_telfairi ENSETEG00000001091
dasypus_novemcinctus ENSDNOG00000048791
gopherus_agassizii ENSGAGG00000007627
chrysemys_picta_bellii ENSCPBG00000006833
anas_platyrhynchos_platyrhynchos ENSAPLG00000017898
gallus_gallus ENSGALG00000044645
anser_brachyrhynchus ENSABRG00000017553
calidris_pygmaea ENSCPGG00000014483
melopsittacus_undulatus ENSMUNG00000004641
anolis_carolinensis ENSACAG00000003195
pogona_vitticeps ENSPVIG00000006508
notechis_scutatus ENSNSUG00000012586
salvator_merianae ENSSMRG00000000979
sphenodon_punctatus ENSSPUG00000010401
latimeria_chalumnae ENSLACG00000022648
