mastacembelus_armatus ENSMAMG00000021502
takifugu_rubripes ENSTRUG00000024921
cynoglossus_semilaevis ENSCSEG00000005705
fundulus_heteroclitus ENSFHEG00000014770
cyprinodon_variegatus ENSCVAG00000006791
poecilia_mexicana ENSPMEG00000005377
poecilia_formosa ENSPFOG00000008223
xiphophorus_maculatus ENSXMAG00000003214
kryptolebias_marmoratus ENSKMAG00000003715
oryzias_latipes ENSORLG00000024638
oryzias_latipes ENSORLG00020019608
oryzias_latipes_asm223469v1 ENSORLG00015016655
oryzias_melastigma ENSOMEG00000018191
amphiprion_ocellaris ENSAOCG00000002060
amphiprion_percula ENSAPEG00000009217
oreochromis_niloticus ENSONIG00000005412
pundamilia_nyererei ENSPNYG00000014247
maylandia_zebra ENSMZEG00005005073
astatotilapia_calliptera ENSACLG00000017988
haplochromis_burtoni ENSHBUG00000012985
amphilophus_citrinellus ENSACIG00000022696
anabas_testudineus ENSATEG00000014771
labrus_bergylta ENSLBEG00000006786
gambusia_affinis ENSGAFG00000016607
poecilia_reticulata ENSPREG00000015022
gasterosteus_aculeatus ENSGACG00000016999
tetraodon_nigroviridis ENSTNIG00000016807
seriola_dumerili ENSSDUG00000017842
seriola_lalandi_dorsalis ENSSLDG00000016772
poecilia_latipinna ENSPLAG00000003428
hippocampus_comes ENSHCOG00000020847
monopterus_albus ENSMALG00000011763
acanthochromis_polyacanthus ENSAPOG00000005033
stegastes_partitus ENSSPAG00000007028
neolamprologus_brichardi ENSNBRG00000000511
xiphophorus_couchianus ENSXCOG00000001442
periophthalmus_magnuspinnatus ENSPMGG00000017377
mola_mola ENSMMOG00000002789
gadus_morhua ENSGMOG00000008885
esox_lucius ENSELUG00000008242
danio_rerio ENSDARG00000092480
astyanax_mexicanus ENSAMXG00000005698
pygocentrus_nattereri ENSPNAG00000005208
ictalurus_punctatus ENSIPUG00000000423
danio_rerio ENSDARG00000090997
paramormyrops_kingsleyae ENSPKIG00000014119
scleropages_formosus ENSSFOG00015006640
