astyanax_mexicanus ENSAMXG00000029260
pygocentrus_nattereri ENSPNAG00000027589
ictalurus_punctatus ENSIPUG00000024890
danio_rerio ENSDARG00000000142
tetraodon_nigroviridis ENSTNIG00000001961
takifugu_rubripes ENSTRUG00000025924
mola_mola ENSMMOG00000021115
gasterosteus_aculeatus ENSGACG00000017864
hippocampus_comes ENSHCOG00000006153
scophthalmus_maximus ENSSMAG00000017307
amphiprion_ocellaris ENSAOCG00000021498
amphiprion_percula ENSAPEG00000004155
acanthochromis_polyacanthus ENSAPOG00000006844
stegastes_partitus ENSSPAG00000011817
poecilia_formosa ENSPFOG00000015185
poecilia_mexicana ENSPMEG00000011291
poecilia_latipinna ENSPLAG00000023593
poecilia_reticulata ENSPREG00000004770
xiphophorus_maculatus ENSXMAG00000004144
xiphophorus_couchianus ENSXCOG00000004659
gambusia_affinis ENSGAFG00000004009
cyprinodon_variegatus ENSCVAG00000005282
fundulus_heteroclitus ENSFHEG00000005343
kryptolebias_marmoratus ENSKMAG00000015254
oryzias_latipes ENSORLG00020008952
oryzias_latipes ENSORLG00000011984
oryzias_latipes_asm223469v1 ENSORLG00015022731
oryzias_melastigma ENSOMEG00000020361
monopterus_albus ENSMALG00000006443
mastacembelus_armatus ENSMAMG00000005199
anabas_testudineus ENSATEG00000000743
seriola_lalandi_dorsalis ENSSLDG00000014069
seriola_dumerili ENSSDUG00000023564
labrus_bergylta ENSLBEG00000021147
haplochromis_burtoni ENSHBUG00000012867
pundamilia_nyererei ENSPNYG00000009749
maylandia_zebra ENSMZEG00005016290
astatotilapia_calliptera ENSACLG00000025698
neolamprologus_brichardi ENSNBRG00000010908
oreochromis_niloticus ENSONIG00000013118
amphilophus_citrinellus ENSACIG00000000331
cynoglossus_semilaevis ENSCSEG00000019975
periophthalmus_magnuspinnatus ENSPMGG00000023097
gadus_morhua ENSGMOG00000014048
esox_lucius ENSELUG00000013346
scleropages_formosus ENSSFOG00015017982
paramormyrops_kingsleyae ENSPKIG00000015300
scleropages_formosus ENSSFOG00015019204
lepisosteus_oculatus ENSLOCG00000012351
chelonoidis_abingdonii ENSCABG00000009801
gopherus_agassizii ENSGAGG00000010717
chrysemys_picta_bellii ENSCPBG00000007682
pelodiscus_sinensis ENSPSIG00000018244
gallus_gallus ENSGALG00000014863
meleagris_gallopavo ENSMGAG00000017014
coturnix_japonica ENSCJPG00005010999
numida_meleagris ENSNMEG00000006181
anser_brachyrhynchus ENSABRG00000011527
anas_platyrhynchos_platyrhynchos ENSAPLG00000023166
lonchura_striata_domestica ENSLSDG00000005807
taeniopygia_guttata ENSTGUG00000002290
serinus_canaria ENSSCAG00000016496
zonotrichia_albicollis ENSZALG00000003358
ficedula_albicollis ENSFALG00000011154
cyanistes_caeruleus ENSCCEG00000014618
parus_major ENSPMJG00000015865
manacus_vitellinus ENSMVIG00005009211
lepidothrix_coronata ENSLCOG00000007111
calidris_pygmaea ENSCPGG00000016701
calidris_pugnax ENSCPUG00000015170
melopsittacus_undulatus ENSMUNG00000013607
apteryx_rowi ENSARWG00000015956
apteryx_owenii ENSAOWG00000009321
nothoprocta_perdicaria ENSNPEG00000001079
dromaius_novaehollandiae ENSDNVG00000004124
anolis_carolinensis ENSACAG00000010797
salvator_merianae ENSSMRG00000018892
