mastacembelus_armatus ENSMAMG00000008174
anabas_testudineus ENSATEG00000020191
acanthochromis_polyacanthus ENSAPOG00000007869
acanthochromis_polyacanthus ENSAPOG00000015478
amphiprion_ocellaris ENSAOCG00000015473
amphiprion_percula ENSAPEG00000006588
amphiprion_ocellaris ENSAOCG00000006026
amphiprion_percula ENSAPEG00000006618
amphiprion_ocellaris ENSAOCG00000015498
amphiprion_ocellaris ENSAOCG00000006013
amphiprion_percula ENSAPEG00000006601
amphiprion_percula ENSAPEG00000006611
amphiprion_ocellaris ENSAOCG00000015486
amphiprion_ocellaris ENSAOCG00000005999
stegastes_partitus ENSSPAG00000012621
xiphophorus_maculatus ENSXMAG00000027910
xiphophorus_couchianus ENSXCOG00000004878
poecilia_mexicana ENSPMEG00000008277
poecilia_formosa ENSPFOG00000019678
poecilia_mexicana ENSPMEG00000008283
poecilia_latipinna ENSPLAG00000022547
xiphophorus_maculatus ENSXMAG00000027386
xiphophorus_couchianus ENSXCOG00000004876
gambusia_affinis ENSGAFG00000007131
cyprinodon_variegatus ENSCVAG00000002494
cyprinodon_variegatus ENSCVAG00000018363
fundulus_heteroclitus ENSFHEG00000010936
kryptolebias_marmoratus ENSKMAG00000012137
oryzias_latipes_asm223469v1 ENSORLG00015001060
oryzias_latipes ENSORLG00000010478
oryzias_latipes_asm223469v1 ENSORLG00015001053
oryzias_latipes ENSORLG00020012007
oryzias_melastigma ENSOMEG00000022867
pundamilia_nyererei ENSPNYG00000013086
astatotilapia_calliptera ENSACLG00000021567
neolamprologus_brichardi ENSNBRG00000020062
maylandia_zebra ENSMZEG00005017338
oreochromis_niloticus ENSONIG00000003853
amphilophus_citrinellus ENSACIG00000021533
hippocampus_comes ENSHCOG00000020244
monopterus_albus ENSMALG00000012624
monopterus_albus ENSMALG00000004603
monopterus_albus ENSMALG00000018772
monopterus_albus ENSMALG00000005704
scophthalmus_maximus ENSSMAG00000019484
cynoglossus_semilaevis ENSCSEG00000019186
seriola_dumerili ENSSDUG00000006617
seriola_lalandi_dorsalis ENSSLDG00000022299
takifugu_rubripes ENSTRUG00000010723
tetraodon_nigroviridis ENSTNIG00000013240
mola_mola ENSMMOG00000021209
labrus_bergylta ENSLBEG00000003688
gasterosteus_aculeatus ENSGACG00000017505
periophthalmus_magnuspinnatus ENSPMGG00000024035
esox_lucius ENSELUG00000009518
pygocentrus_nattereri ENSPNAG00000008455
astyanax_mexicanus ENSAMXG00000024955
ictalurus_punctatus ENSIPUG00000008782
danio_rerio ENSDARG00000044775
