mola_mola ENSMMOG00000000670
labrus_bergylta ENSLBEG00000019745
seriola_lalandi_dorsalis ENSSLDG00000020619
seriola_lalandi_dorsalis ENSSLDG00000020596
amphilophus_citrinellus ENSACIG00000016510
neolamprologus_brichardi ENSNBRG00000005616
xiphophorus_couchianus ENSXCOG00000017902
periophthalmus_magnuspinnatus ENSPMGG00000000920
anabas_testudineus ENSATEG00000005890
gasterosteus_aculeatus ENSGACG00000008371
gadus_morhua ENSGMOG00000015311
esox_lucius ENSELUG00000011215
ictalurus_punctatus ENSIPUG00000019294
astyanax_mexicanus ENSAMXG00000034549
