loxodonta_africana ENSLAFG00000007022
echinops_telfairi ENSETEG00000006339
choloepus_hoffmanni ENSCHOG00000011922
dasypus_novemcinctus ENSDNOG00000014583
pteropus_vampyrus ENSPVAG00000016590
myotis_lucifugus ENSMLUG00000001099
tursiops_truncatus ENSTTRG00000000212
sus_scrofa ENSSSCG00000017567
ovis_aries ENSOARG00000004261
capra_hircus ENSCHIG00000024657
bos_taurus ENSBTAG00000021303
bos_mutus ENSBMUG00000022000
bison_bison_bison ENSBBBG00000000668
vicugna_pacos ENSVPAG00000005856
ursus_americanus ENSUAMG00000010437
ursus_maritimus ENSUMAG00000014768
ailuropoda_melanoleuca ENSAMEG00000011792
mustela_putorius_furo ENSMPUG00000015479
neovison_vison ENSNVIG00000007570
canis_lupus_dingo ENSCAFG00020023548
vulpes_vulpes ENSVVUG00000004823
panthera_pardus ENSPPRG00000014726
panthera_tigris_altaica ENSPTIG00000013143
felis_catus ENSFCAG00000012335
erinaceus_europaeus ENSEEUG00000006780
erinaceus_europaeus ENSEEUG00000014806
sorex_araneus ENSSARG00000012343
equus_asinus_asinus ENSEASG00005018609
equus_caballus ENSECAG00000023248
urocitellus_parryii ENSUPAG00010005559
ictidomys_tridecemlineatus ENSSTOG00000011733
spermophilus_dauricus ENSSDAG00000019547
marmota_marmota_marmota ENSMMMG00000022425
octodon_degus ENSODEG00000000519
octodon_degus ENSODEG00000016573
chinchilla_lanigera ENSCLAG00000011905
heterocephalus_glaber_female ENSHGLG00000013055
heterocephalus_glaber_male ENSHGLG00100015435
fukomys_damarensis ENSFDAG00000006686
cavia_porcellus ENSCPOG00000034976
cavia_aperea ENSCAPG00000011195
mus_spicilegus ENSMSIG00000014491
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017830
mus_musculus ENSMUSG00000039096
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016984
mus_pahari MGP_PahariEiJ_G0018115
meriones_unguiculatus ENSMUGG00000000861
microtus_ochrogaster ENSMOCG00000021925
peromyscus_maniculatus_bairdii ENSPEMG00000021383
cricetulus_griseus_chok1gshd ENSCGRG00001020971
cricetulus_griseus_crigri-picr ENSCGRG00015024208
cricetulus_griseus_crigri ENSCGRG00000002142
mesocricetus_auratus ENSMAUG00000008431
nannospalax_galili ENSNGAG00000021237
jaculus_jaculus ENSJJAG00000010782
castor_canadensis ENSCCNG00000010870
dipodomys_ordii ENSDORG00000000145
oryctolagus_cuniculus ENSOCUG00000002702
ochotona_princeps ENSOPRG00000013309
pan_paniscus ENSPPAG00000038908
pan_troglodytes ENSPTRG00000009401
homo_sapiens ENSG00000136444
gorilla_gorilla ENSGGOG00000006524
pongo_abelii ENSPPYG00000008281
nomascus_leucogenys ENSNLEG00000032545
nomascus_leucogenys ENSNLEG00000027650
nomascus_leucogenys ENSNLEG00000026991
cercocebus_atys ENSCATG00000042705
mandrillus_leucophaeus ENSMLEG00000037409
papio_anubis ENSPANG00000022474
theropithecus_gelada ENSTGEG00000028912
macaca_fascicularis ENSMFAG00000035805
macaca_mulatta ENSMMUG00000017240
macaca_nemestrina ENSMNEG00000031537
