dipodomys_ordii ENSDORG00000003992
castor_canadensis ENSCCNG00000008072
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033072
mus_musculus ENSMUSG00000032038
mus_spicilegus ENSMSIG00000009536
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031948
mus_pahari MGP_PahariEiJ_G0014813
rattus_norvegicus ENSRNOG00000009850
meriones_unguiculatus ENSMUGG00000025016
cricetulus_griseus_crigri-picr ENSCGRG00015007988
cricetulus_griseus_crigri ENSCGRG00000009032
cricetulus_griseus_chok1gshd ENSCGRG00001006222
mesocricetus_auratus ENSMAUG00000008836
peromyscus_maniculatus_bairdii ENSPEMG00000015869
microtus_ochrogaster ENSMOCG00000020666
nannospalax_galili ENSNGAG00000022937
jaculus_jaculus ENSJJAG00000021810
heterocephalus_glaber_male ENSHGLG00100004982
heterocephalus_glaber_female ENSHGLG00000003124
fukomys_damarensis ENSFDAG00000000444
cavia_porcellus ENSCPOG00000005968
cavia_aperea ENSCAPG00000017269
chinchilla_lanigera ENSCLAG00000016327
octodon_degus ENSODEG00000003168
urocitellus_parryii ENSUPAG00010023867
spermophilus_dauricus ENSSDAG00000004704
ictidomys_tridecemlineatus ENSSTOG00000020753
marmota_marmota_marmota ENSMMMG00000001723
oryctolagus_cuniculus ENSOCUG00000012528
saimiri_boliviensis_boliviensis ENSSBOG00000036081
cebus_capucinus ENSCCAG00000034084
callithrix_jacchus ENSCJAG00000008901
aotus_nancymaae ENSANAG00000034387
pan_paniscus ENSPPAG00000029303
pan_troglodytes ENSPTRG00000004461
gorilla_gorilla ENSGGOG00000005034
homo_sapiens ENSG00000110080
pongo_abelii ENSPPYG00000004049
nomascus_leucogenys ENSNLEG00000007472
rhinopithecus_bieti ENSRBIG00000043825
rhinopithecus_roxellana ENSRROG00000045429
piliocolobus_tephrosceles ENSPTEG00000013350
piliocolobus_tephrosceles ENSPTEG00000013378
piliocolobus_tephrosceles ENSPTEG00000013331
colobus_angolensis_palliatus ENSCANG00000039710
macaca_nemestrina ENSMNEG00000035708
macaca_fascicularis ENSMFAG00000039592
macaca_mulatta ENSMMUG00000006929
papio_anubis ENSPANG00000023927
theropithecus_gelada ENSTGEG00000028360
cercocebus_atys ENSCATG00000041462
mandrillus_leucophaeus ENSMLEG00000035571
chlorocebus_sabaeus ENSCSAG00000002253
carlito_syrichta ENSTSYG00000036589
microcebus_murinus ENSMICG00000043500
microcebus_murinus ENSMICG00000029716
propithecus_coquereli ENSPCOG00000019084
prolemur_simus ENSPSMG00000007518
otolemur_garnettii ENSOGAG00000010459
loxodonta_africana ENSLAFG00000001862
tursiops_truncatus ENSTTRG00000005869
pteropus_vampyrus ENSPVAG00000001000
piliocolobus_tephrosceles ENSPTEG00000013282
echinops_telfairi ENSETEG00000016638
procavia_capensis ENSPCAG00000004732
ochotona_princeps ENSOPRG00000013206
erinaceus_europaeus ENSEEUG00000008523
ursus_maritimus ENSUMAG00000002531
ursus_americanus ENSUAMG00000005519
ailuropoda_melanoleuca ENSAMEG00000000106
neovison_vison ENSNVIG00000019602
mustela_putorius_furo ENSMPUG00000006700
canis_lupus_familiaris ENSCAFG00000010386
canis_lupus_dingo ENSCAFG00020010584
vulpes_vulpes ENSVVUG00000020081
panthera_pardus ENSPPRG00000024002
panthera_tigris_altaica ENSPTIG00000016621
felis_catus ENSFCAG00000011276
equus_caballus ENSECAG00000017156
equus_asinus_asinus ENSEASG00005022975
bos_mutus ENSBMUG00000004147
bos_taurus ENSBTAG00000016506
bison_bison_bison ENSBBBG00000010815
ovis_aries ENSOARG00000012855
capra_hircus ENSCHIG00000012632
sus_scrofa ENSSSCG00000015232
myotis_lucifugus ENSMLUG00000014321
dasypus_novemcinctus ENSDNOG00000030902
phascolarctos_cinereus ENSPCIG00000010202
notamacropus_eugenii ENSMEUG00000013698
sarcophilus_harrisii ENSSHAG00000000682
monodelphis_domestica ENSMODG00000004657
ornithorhynchus_anatinus ENSOANG00000020578
ornithorhynchus_anatinus ENSOANG00000012105
apteryx_owenii ENSAOWG00000015838
apteryx_rowi ENSARWG00000017046
apteryx_haastii ENSAHAG00000005947
nothoprocta_perdicaria ENSNPEG00000009970
dromaius_novaehollandiae ENSDNVG00000012460
calidris_pugnax ENSCPUG00000015967
calidris_pygmaea ENSCPGG00000016852
melopsittacus_undulatus ENSMUNG00000012072
lepidothrix_coronata ENSLCOG00000004837
manacus_vitellinus ENSMVIG00005016249
cyanistes_caeruleus ENSCCEG00000007595
parus_major ENSPMJG00000008865
serinus_canaria ENSSCAG00000017268
lonchura_striata_domestica ENSLSDG00000008030
taeniopygia_guttata ENSTGUG00000000840
zonotrichia_albicollis ENSZALG00000005618
junco_hyemalis ENSJHYG00000014092
ficedula_albicollis ENSFALG00000004981
anas_platyrhynchos_platyrhynchos ENSAPLG00000002517
anser_brachyrhynchus ENSABRG00000019165
gallus_gallus ENSGALG00000029747
coturnix_japonica ENSCJPG00005005720
meleagris_gallopavo ENSMGAG00000000898
numida_meleagris ENSNMEG00000012122
anolis_carolinensis ENSACAG00000000097
pogona_vitticeps ENSPVIG00000009865
notechis_scutatus ENSNSUG00000008803
salvator_merianae ENSSMRG00000009358
sphenodon_punctatus ENSSPUG00000000179
gopherus_agassizii ENSGAGG00000006181
chelonoidis_abingdonii ENSCABG00000008804
chrysemys_picta_bellii ENSCPBG00000011112
pelodiscus_sinensis ENSPSIG00000014766
crocodylus_porosus ENSCPRG00005001160
ornithorhynchus_anatinus ENSOANG00000030211
xenopus_tropicalis ENSXETG00000017913
danio_rerio ENSDARG00000041006
pygocentrus_nattereri ENSPNAG00000002758
scophthalmus_maximus ENSSMAG00000002842
cynoglossus_semilaevis ENSCSEG00000002368
xiphophorus_maculatus ENSXMAG00000021951
xiphophorus_couchianus ENSXCOG00000001266
gambusia_affinis ENSGAFG00000000525
poecilia_formosa ENSPFOG00000002971
poecilia_latipinna ENSPLAG00000007345
poecilia_mexicana ENSPMEG00000009478
poecilia_reticulata ENSPREG00000004898
fundulus_heteroclitus ENSFHEG00000016970
cyprinodon_variegatus ENSCVAG00000019916
kryptolebias_marmoratus ENSKMAG00000002232
tetraodon_nigroviridis ENSTNIG00000010317
takifugu_rubripes ENSTRUG00000007186
labrus_bergylta ENSLBEG00000009675
gasterosteus_aculeatus ENSGACG00000006559
amphiprion_ocellaris ENSAOCG00000018922
amphiprion_percula ENSAPEG00000022247
acanthochromis_polyacanthus ENSAPOG00000017692
stegastes_partitus ENSSPAG00000005174
