pan_troglodytes ENSPTRG00000008322
pan_paniscus ENSPPAG00000016077
gorilla_gorilla ENSGGOG00000009654
homo_sapiens ENSG00000157429
pongo_abelii ENSPPYG00000007530
nomascus_leucogenys ENSNLEG00000005791
macaca_fascicularis ENSMFAG00000040094
macaca_mulatta ENSMMUG00000008408
macaca_nemestrina ENSMNEG00000030393
cercocebus_atys ENSCATG00000031355
papio_anubis ENSPANG00000031418
mandrillus_leucophaeus ENSMLEG00000036284
theropithecus_gelada ENSTGEG00000011549
chlorocebus_sabaeus ENSCSAG00000004277
colobus_angolensis_palliatus ENSCANG00000032209
piliocolobus_tephrosceles ENSPTEG00000005945
rhinopithecus_roxellana ENSRROG00000045114
rhinopithecus_bieti ENSRBIG00000033441
callithrix_jacchus ENSCJAG00000042743
saimiri_boliviensis_boliviensis ENSSBOG00000022120
cebus_capucinus ENSCCAG00000020838
aotus_nancymaae ENSANAG00000036944
carlito_syrichta ENSTSYG00000009620
prolemur_simus ENSPSMG00000007306
propithecus_coquereli ENSPCOG00000028550
microcebus_murinus ENSMICG00000001886
tupaia_belangeri ENSTBEG00000007515
procavia_capensis ENSPCAG00000000402
echinops_telfairi ENSETEG00000010700
equus_asinus_asinus ENSEASG00005019095
equus_caballus ENSECAG00000030958
canis_lupus_dingo ENSCAFG00020022972
equus_caballus ENSECAG00000014798
equus_asinus_asinus ENSEASG00005013303
pteropus_vampyrus ENSPVAG00000003642
capra_hircus ENSCHIG00000015453
ovis_aries ENSOARG00000003901
bos_mutus ENSBMUG00000006233
bos_taurus ENSBTAG00000032018
bison_bison_bison ENSBBBG00000017689
tursiops_truncatus ENSTTRG00000001420
vicugna_pacos ENSVPAG00000002906
sus_scrofa ENSSSCG00000021770
ursus_americanus ENSUAMG00000027191
ursus_maritimus ENSUMAG00000017894
ailuropoda_melanoleuca ENSAMEG00000002368
neovison_vison ENSNVIG00000006468
mustela_putorius_furo ENSMPUG00000007911
canis_lupus_familiaris ENSCAFG00000029432
canis_lupus_dingo ENSCAFG00020020856
vulpes_vulpes ENSVVUG00000017681
panthera_pardus ENSPPRG00000006028
panthera_tigris_altaica ENSPTIG00000007719
felis_catus ENSFCAG00000033576
procavia_capensis ENSPCAG00000006564
felis_catus ENSFCAG00000032889
homo_sapiens ENSG00000261611
choloepus_hoffmanni ENSCHOG00000010236
