pteropus_vampyrus ENSPVAG00000006420
canis_lupus ENSCAFG00020000852
ovis_aries ENSOARG00000016139
ovis_aries ENSOARG00000001944
capra_hircus ENSCHIG00000019077
ovis_aries ENSOARG00000002642
bos_taurus ENSBTAG00000008135
bos_taurus ENSBTAG00000050457
bos_indicus ENSBIXG00000009858
bos_indicus ENSBIXG00005020891
bos_mutus ENSBMUG00000015464
bison_bison ENSBBBG00000008029
capra_hircus ENSCHIG00000002964
tursiops_truncatus ENSTTRG00000009328
sus_scrofa ENSSSCG00000037882
rattus_norvegicus ENSRNOG00000012314
mus_pahari MGP_PahariEiJ_G0029754
jaculus_jaculus ENSJJAG00000018723
chinchilla_lanigera ENSCLAG00000008545
cavia_porcellus ENSCPOG00000001500
tupaia_belangeri ENSTBEG00000013979
otolemur_garnettii ENSOGAG00000027580
oryctolagus_cuniculus ENSOCUG00000009713
ochotona_princeps ENSOPRG00000007560
myotis_lucifugus ENSMLUG00000022403
procavia_capensis ENSPCAG00000004290
choloepus_hoffmanni ENSCHOG00000001533
dasypus_novemcinctus ENSDNOG00000041397
