gopherus_agassizii ENSGAGG00000006752
chelonoidis_abingdonii ENSCABG00000020206
chrysemys_picta_bellii ENSCPBG00000007754
pelodiscus_sinensis ENSPSIG00000015332
apteryx_rowi ENSARWG00000007116
apteryx_owenii ENSAOWG00000016288
apteryx_haastii ENSAHAG00000015280
crocodylus_porosus ENSCPRG00005015198
sphenodon_punctatus ENSSPUG00000002708
anolis_carolinensis ENSACAG00000005787
notechis_scutatus ENSNSUG00000016094
salvator_merianae ENSSMRG00000012922
taeniopygia_guttata ENSTGUG00000002130
lonchura_striata_domestica ENSLSDG00000011088
junco_hyemalis ENSJHYG00000015150
ficedula_albicollis ENSFALG00000005328
lepidothrix_coronata ENSLCOG00000009705
manacus_vitellinus ENSMVIG00005007218
calidris_pugnax ENSCPUG00000012007
anser_brachyrhynchus ENSABRG00000006869
anas_platyrhynchos_platyrhynchos ENSAPLG00000029273
gallus_gallus ENSGALG00000032545
numida_meleagris ENSNMEG00000018824
heterocephalus_glaber_female ENSHGLG00000004589
octodon_degus ENSODEG00000009272
microcebus_murinus ENSMICG00000042480
oryctolagus_cuniculus ENSOCUG00000028183
propithecus_coquereli ENSPCOG00000026560
prolemur_simus ENSPSMG00000018100
tupaia_belangeri ENSTBEG00000008188
cricetulus_griseus_crigri-picr ENSCGRG00015019673
cricetulus_griseus_chok1gshd ENSCGRG00001015708
mesocricetus_auratus ENSMAUG00000019458
microtus_ochrogaster ENSMOCG00000001725
peromyscus_maniculatus_bairdii ENSPEMG00000015701
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028458
mus_musculus ENSMUSG00000035187
mus_spicilegus ENSMSIG00000001674
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027461
mus_pahari MGP_PahariEiJ_G0017239
rattus_norvegicus ENSRNOG00000002149
meriones_unguiculatus ENSMUGG00000021427
carlito_syrichta ENSTSYG00000030640
equus_asinus_asinus ENSEASG00005013207
equus_caballus ENSECAG00000021703
myotis_lucifugus ENSMLUG00000012584
dasypus_novemcinctus ENSDNOG00000014879
echinops_telfairi ENSETEG00000014314
pan_troglodytes ENSPTRG00000016239
pan_paniscus ENSPPAG00000040093
homo_sapiens ENSG00000163623
gorilla_gorilla ENSGGOG00000008459
pongo_abelii ENSPPYG00000014901
nomascus_leucogenys ENSNLEG00000009157
cercocebus_atys ENSCATG00000020976
mandrillus_leucophaeus ENSMLEG00000044297
papio_anubis ENSPANG00000025577
theropithecus_gelada ENSTGEG00000008780
macaca_nemestrina ENSMNEG00000031476
macaca_fascicularis ENSMFAG00000001976
chlorocebus_sabaeus ENSCSAG00000004373
rhinopithecus_roxellana ENSRROG00000040075
rhinopithecus_bieti ENSRBIG00000029773
colobus_angolensis_palliatus ENSCANG00000008724
piliocolobus_tephrosceles ENSPTEG00000019167
macaca_mulatta ENSMMUG00000021161
cebus_capucinus ENSCCAG00000017913
saimiri_boliviensis_boliviensis ENSSBOG00000032034
callithrix_jacchus ENSCJAG00000005335
aotus_nancymaae ENSANAG00000022289
otolemur_garnettii ENSOGAG00000000028
castor_canadensis ENSCCNG00000002798
dipodomys_ordii ENSDORG00000004413
nannospalax_galili ENSNGAG00000003700
urocitellus_parryii ENSUPAG00010007077
ictidomys_tridecemlineatus ENSSTOG00000012588
marmota_marmota_marmota ENSMMMG00000004682
bos_taurus ENSBTAG00000002518
bos_mutus ENSBMUG00000003873
bison_bison_bison ENSBBBG00000021568
capra_hircus ENSCHIG00000023774
ovis_aries ENSOARG00000003161
sus_scrofa ENSSSCG00000009232
tursiops_truncatus ENSTTRG00000001971
pteropus_vampyrus ENSPVAG00000017677
panthera_tigris_altaica ENSPTIG00000018677
panthera_pardus ENSPPRG00000013390
felis_catus ENSFCAG00000028918
ursus_americanus ENSUAMG00000005080
ailuropoda_melanoleuca ENSAMEG00000003692
mustela_putorius_furo ENSMPUG00000010488
canis_lupus_dingo ENSCAFG00020010474
canis_lupus_familiaris ENSCAFG00000009157
vulpes_vulpes ENSVVUG00000015641
jaculus_jaculus ENSJJAG00000021951
choloepus_hoffmanni ENSCHOG00000005454
loxodonta_africana ENSLAFG00000030127
phascolarctos_cinereus ENSPCIG00000019277
notamacropus_eugenii ENSMEUG00000004857
sarcophilus_harrisii ENSSHAG00000014919
monodelphis_domestica ENSMODG00000020778
zonotrichia_albicollis ENSZALG00000015898
coturnix_japonica ENSCJPG00005010178
ornithorhynchus_anatinus ENSOANG00000006212
neovison_vison ENSNVIG00000024310
xenopus_tropicalis ENSXETG00000013227
kryptolebias_marmoratus ENSKMAG00000016346
gasterosteus_aculeatus ENSGACG00000013430
cynoglossus_semilaevis ENSCSEG00000000698
amphiprion_ocellaris ENSAOCG00000011159
amphiprion_percula ENSAPEG00000022770
acanthochromis_polyacanthus ENSAPOG00000018996
stegastes_partitus ENSSPAG00000008326
oryzias_latipes_asm223469v1 ENSORLG00015000194
oryzias_latipes ENSORLG00000019018
oryzias_melastigma ENSOMEG00000005058
labrus_bergylta ENSLBEG00000019245
scophthalmus_maximus ENSSMAG00000008198
seriola_lalandi_dorsalis ENSSLDG00000004954
poecilia_reticulata ENSPREG00000012467
monopterus_albus ENSMALG00000008717
anabas_testudineus ENSATEG00000023404
mastacembelus_armatus ENSMAMG00000012450
xiphophorus_maculatus ENSXMAG00000020939
xiphophorus_couchianus ENSXCOG00000016323
gambusia_affinis ENSGAFG00000008070
poecilia_formosa ENSPFOG00000002761
poecilia_mexicana ENSPMEG00000002758
poecilia_latipinna ENSPLAG00000023746
fundulus_heteroclitus ENSFHEG00000000783
cyprinodon_variegatus ENSCVAG00000020405
astatotilapia_calliptera ENSACLG00000009617
maylandia_zebra ENSMZEG00005023285
pundamilia_nyererei ENSPNYG00000010705
haplochromis_burtoni ENSHBUG00000002037
oreochromis_niloticus ENSONIG00000012511
neolamprologus_brichardi ENSNBRG00000006083
amphilophus_citrinellus ENSACIG00000020153
takifugu_rubripes ENSTRUG00000002910
takifugu_rubripes ENSTRUG00000018648
takifugu_rubripes ENSTRUG00000018647
tetraodon_nigroviridis ENSTNIG00000009010
mola_mola ENSMMOG00000011321
periophthalmus_magnuspinnatus ENSPMGG00000003005
seriola_lalandi_dorsalis ENSSLDG00000006893
seriola_lalandi_dorsalis ENSSLDG00000014475
seriola_dumerili ENSSDUG00000015738
hippocampus_comes ENSHCOG00000013141
pygocentrus_nattereri ENSPNAG00000009232
astyanax_mexicanus ENSAMXG00000001095
ictalurus_punctatus ENSIPUG00000003661
scleropages_formosus ENSSFOG00015019392
gadus_morhua ENSGMOG00000012973
esox_lucius ENSELUG00000024459
danio_rerio ENSDARG00000022569
lepisosteus_oculatus ENSLOCG00000012142
latimeria_chalumnae ENSLACG00000010778
paramormyrops_kingsleyae ENSPKIG00000021776
eptatretus_burgeri ENSEBUG00000007185
