calidris_pygmaea ENSCPGG00000004741
sus_scrofa ENSSSCG00000031255
pygocentrus_nattereri ENSPNAG00000027143
pygocentrus_nattereri ENSPNAG00000002622
pygocentrus_nattereri ENSPNAG00000025427
ictalurus_punctatus ENSIPUG00000012727
esox_lucius ENSELUG00000010557
tetraodon_nigroviridis ENSTNIG00000001530
tetraodon_nigroviridis ENSTNIG00000000141
tetraodon_nigroviridis ENSTNIG00000002190
tetraodon_nigroviridis ENSTNIG00000001314
tetraodon_nigroviridis ENSTNIG00000001061
tetraodon_nigroviridis ENSTNIG00000009079
takifugu_rubripes ENSTRUG00000020731
xiphophorus_couchianus ENSXCOG00000009565
amphilophus_citrinellus ENSACIG00000019153
seriola_lalandi_dorsalis ENSSLDG00000022585
maylandia_zebra ENSMZEG00005025055
astatotilapia_calliptera ENSACLG00000012958
oryzias_melastigma ENSOMEG00000008050
oryzias_latipes_asm223469v1 ENSORLG00015022814
fundulus_heteroclitus ENSFHEG00000003147
xiphophorus_maculatus ENSXMAG00000029880
oryzias_latipes ENSORLG00000027566
astatotilapia_calliptera ENSACLG00000026197
takifugu_rubripes ENSTRUG00000024998
seriola_lalandi_dorsalis ENSSLDG00000003159
seriola_dumerili ENSSDUG00000016389
seriola_lalandi_dorsalis ENSSLDG00000022723
poecilia_reticulata ENSPREG00000006198
stegastes_partitus ENSSPAG00000011283
esox_lucius ENSELUG00000001739
acanthochromis_polyacanthus ENSAPOG00000013366
ictalurus_punctatus ENSIPUG00000006250
gorilla_gorilla ENSGGOG00000040718
myotis_lucifugus ENSMLUG00000010548
chrysemys_picta_bellii ENSCPBG00000020294
equus_caballus ENSECAG00000028019
castor_canadensis ENSCCNG00000022584
spermophilus_dauricus ENSSDAG00000022025
cavia_aperea ENSCAPG00000003916
jaculus_jaculus ENSJJAG00000020529
callithrix_jacchus ENSCJAG00000045777
vicugna_pacos ENSVPAG00000002168
ovis_aries ENSOARG00000018513
phascolarctos_cinereus ENSPCIG00000035138
myotis_lucifugus ENSMLUG00000010719
saimiri_boliviensis_boliviensis ENSSBOG00000008360
dasypus_novemcinctus ENSDNOG00000043843
dasypus_novemcinctus ENSDNOG00000048655
ornithorhynchus_anatinus ENSOANG00000000162
ornithorhynchus_anatinus ENSOANG00000000159
sarcophilus_harrisii ENSSHAG00000001869
ursus_americanus ENSUAMG00000022505
ornithorhynchus_anatinus ENSOANG00000000213
phascolarctos_cinereus ENSPCIG00000032287
notamacropus_eugenii ENSMEUG00000001595
ornithorhynchus_anatinus ENSOANG00000003599
sus_scrofa ENSSSCG00000036946
choloepus_hoffmanni ENSCHOG00000004702
ornithorhynchus_anatinus ENSOANG00000005469
castor_canadensis ENSCCNG00000022565
chinchilla_lanigera ENSCLAG00000017898
spermophilus_dauricus ENSSDAG00000022026
spermophilus_dauricus ENSSDAG00000021913
colobus_angolensis_palliatus ENSCANG00000038550
macaca_nemestrina ENSMNEG00000013123
carlito_syrichta ENSTSYG00000035439
microcebus_murinus ENSMICG00000044053
equus_asinus_asinus ENSEASG00005001446
capra_hircus ENSCHIG00000012955
ursus_maritimus ENSUMAG00000003825
loxodonta_africana ENSLAFG00000007572
phascolarctos_cinereus ENSPCIG00000019912
ursus_americanus ENSUAMG00000022473
canis_lupus_dingo ENSCAFG00020019846
panthera_tigris_altaica ENSPTIG00000004585
bison_bison_bison ENSBBBG00000008849
rhinopithecus_bieti ENSRBIG00000006763
mandrillus_leucophaeus ENSMLEG00000028179
homo_sapiens ENSG00000184678
heterocephalus_glaber_male ENSHGLG00100007498
ornithorhynchus_anatinus ENSOANG00000000219
equus_caballus ENSECAG00000028072
neovison_vison ENSNVIG00000003286
spermophilus_dauricus ENSSDAG00000021865
cavia_porcellus ENSCPOG00000034161
nomascus_leucogenys ENSNLEG00000034437
callithrix_jacchus ENSCJAG00000043791
prolemur_simus ENSPSMG00000001048
ornithorhynchus_anatinus ENSOANG00000009331
heterocephalus_glaber_female ENSHGLG00000015687
propithecus_coquereli ENSPCOG00000010375
equus_asinus_asinus ENSEASG00005001437
bos_taurus ENSBTAG00000050122
ailuropoda_melanoleuca ENSAMEG00000015970
pongo_abelii ENSPPYG00000016337
phascolarctos_cinereus ENSPCIG00000031167
ornithorhynchus_anatinus ENSOANG00000000192
cavia_porcellus ENSCPOG00000031424
cavia_porcellus ENSCPOG00000030965
piliocolobus_tephrosceles ENSPTEG00000032287
panthera_pardus ENSPPRG00000017082
phascolarctos_cinereus ENSPCIG00000031433
gorilla_gorilla ENSGGOG00000036989
pan_troglodytes ENSPTRG00000050454
theropithecus_gelada ENSTGEG00000012232
prolemur_simus ENSPSMG00000015562
fukomys_damarensis ENSFDAG00000004349
equus_caballus ENSECAG00000035358
equus_asinus_asinus ENSEASG00005005042
bos_taurus ENSBTAG00000054812
bos_mutus ENSBMUG00000024435
bison_bison_bison ENSBBBG00000022030
ursus_americanus ENSUAMG00000011430
ursus_maritimus ENSUMAG00000020963
erinaceus_europaeus ENSEEUG00000004783
procavia_capensis ENSPCAG00000007203
notamacropus_eugenii ENSMEUG00000000547
sarcophilus_harrisii ENSSHAG00000005553
phascolarctos_cinereus ENSPCIG00000037267
urocitellus_parryii ENSUPAG00010001528
microcebus_murinus ENSMICG00000041609
felis_catus ENSFCAG00000046004
propithecus_coquereli ENSPCOG00000010590
loxodonta_africana ENSLAFG00000021961
dasypus_novemcinctus ENSDNOG00000043400
sarcophilus_harrisii ENSSHAG00000002676
ornithorhynchus_anatinus ENSOANG00000000187
sus_scrofa ENSSSCG00000033736
tursiops_truncatus ENSTTRG00000005143
ovis_aries ENSOARG00000013149
neovison_vison ENSNVIG00000003349
equus_asinus_asinus ENSEASG00005013074
macaca_fascicularis ENSMFAG00000030282
rhinopithecus_roxellana ENSRROG00000000406
otolemur_garnettii ENSOGAG00000028067
octodon_degus ENSODEG00000011247
ochotona_princeps ENSOPRG00000010785
notamacropus_eugenii ENSMEUG00000000886
macaca_mulatta ENSMMUG00000043700
papio_anubis ENSPANG00000031224
pongo_abelii ENSPPYG00000000917
microcebus_murinus ENSMICG00000043363
nannospalax_galili ENSNGAG00000023599
dipodomys_ordii ENSDORG00000029688
heterocephalus_glaber_female ENSHGLG00000015936
fukomys_damarensis ENSFDAG00000002049
oryctolagus_cuniculus ENSOCUG00000023535
aotus_nancymaae ENSANAG00000020035
cebus_capucinus ENSCCAG00000020545
cercocebus_atys ENSCATG00000020834
carlito_syrichta ENSTSYG00000026463
canis_lupus_dingo ENSCAFG00020019854
canis_lupus_dingo ENSCAFG00020019797
ursus_americanus ENSUAMG00000022508
panthera_tigris_altaica ENSPTIG00000004051
echinops_telfairi ENSETEG00000005161
ornithorhynchus_anatinus ENSOANG00000011435
pan_paniscus ENSPPAG00000025024
carlito_syrichta ENSTSYG00000032782
otolemur_garnettii ENSOGAG00000006255
ailuropoda_melanoleuca ENSAMEG00000010137
panthera_pardus ENSPPRG00000016907
choloepus_hoffmanni ENSCHOG00000000567
monodelphis_domestica ENSMODG00000018761
monodelphis_domestica ENSMODG00000023584
notamacropus_eugenii ENSMEUG00000009843
equus_caballus ENSECAG00000035884
phascolarctos_cinereus ENSPCIG00000036566
phascolarctos_cinereus ENSPCIG00000031487
ornithorhynchus_anatinus ENSOANG00000003720
sarcophilus_harrisii ENSSHAG00000002792
spermophilus_dauricus ENSSDAG00000021963
cebus_capucinus ENSCCAG00000038008
mustela_putorius_furo ENSMPUG00000018424
bos_mutus ENSBMUG00000001422
sorex_araneus ENSSARG00000009611
dasypus_novemcinctus ENSDNOG00000036815
monodelphis_domestica ENSMODG00000028272
ictidomys_tridecemlineatus ENSSTOG00000028429
chlorocebus_sabaeus ENSCSAG00000000219
panthera_pardus ENSPPRG00000017282
pteropus_vampyrus ENSPVAG00000014163
phascolarctos_cinereus ENSPCIG00000033888
prolemur_simus ENSPSMG00000003529
otolemur_garnettii ENSOGAG00000032631
marmota_marmota_marmota ENSMMMG00000019629
ailuropoda_melanoleuca ENSAMEG00000018667
neovison_vison ENSNVIG00000003258
canis_lupus_familiaris ENSCAFG00000029877
canis_lupus_familiaris ENSCAFG00000031760
vulpes_vulpes ENSVVUG00000007671
felis_catus ENSFCAG00000044902
vicugna_pacos ENSVPAG00000015485
ornithorhynchus_anatinus ENSOANG00000000157
bos_taurus ENSBTAG00000034845
bos_mutus ENSBMUG00000026327
bos_mutus ENSBMUG00000002142
capra_hircus ENSCHIG00000022696
ursus_maritimus ENSUMAG00000020993
canis_lupus_familiaris ENSCAFG00000031636
tupaia_belangeri ENSTBEG00000009697
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019190
peromyscus_maniculatus_bairdii ENSPEMG00000026085
fukomys_damarensis ENSFDAG00000001972
microtus_ochrogaster ENSMOCG00000022688
microtus_ochrogaster ENSMOCG00000001492
carlito_syrichta ENSTSYG00000025626
sarcophilus_harrisii ENSSHAG00000002764
monodelphis_domestica ENSMODG00000029743
ursus_maritimus ENSUMAG00000020933
canis_lupus_dingo ENSCAFG00020009066
panthera_pardus ENSPPRG00000015092
sorex_araneus ENSSARG00000002053
capra_hircus ENSCHIG00000009479
peromyscus_maniculatus_bairdii ENSPEMG00000028814
cricetulus_griseus_chok1gshd ENSCGRG00001004777
mus_musculus ENSMUSG00000114279
castor_canadensis ENSCCNG00000022696
gorilla_gorilla ENSGGOG00000042796
pan_paniscus ENSPPAG00000011067
rhinopithecus_bieti ENSRBIG00000029118
prolemur_simus ENSPSMG00000004926
canis_lupus_dingo ENSCAFG00020009019
panthera_tigris_altaica ENSPTIG00000002483
bos_taurus ENSBTAG00000031778
bos_mutus ENSBMUG00000000532
tursiops_truncatus ENSTTRG00000016752
rhinopithecus_roxellana ENSRROG00000024593
colobus_angolensis_palliatus ENSCANG00000006672
cercocebus_atys ENSCATG00000008151
mandrillus_leucophaeus ENSMLEG00000026877
chlorocebus_sabaeus ENSCSAG00000007899
theropithecus_gelada ENSTGEG00000022062
piliocolobus_tephrosceles ENSPTEG00000000432
microcebus_murinus ENSMICG00000041442
cricetulus_griseus_crigri-picr ENSCGRG00015007928
panthera_tigris_altaica ENSPTIG00000005372
otolemur_garnettii ENSOGAG00000008002
mus_pahari MGP_PahariEiJ_G0019338
macaca_fascicularis ENSMFAG00000028437
pan_troglodytes ENSPTRG00000048874
choloepus_hoffmanni ENSCHOG00000000519
procavia_capensis ENSPCAG00000018852
ovis_aries ENSOARG00000000984
bison_bison_bison ENSBBBG00000009645
sus_scrofa ENSSSCG00000021411
vicugna_pacos ENSVPAG00000008230
pteropus_vampyrus ENSPVAG00000017608
neovison_vison ENSNVIG00000006192
macaca_nemestrina ENSMNEG00000024237
nomascus_leucogenys ENSNLEG00000027119
aotus_nancymaae ENSANAG00000020293
ictidomys_tridecemlineatus ENSSTOG00000029814
mus_pahari MGP_PahariEiJ_G0019337
homo_sapiens ENSG00000158373
pongo_abelii ENSPPYG00000016311
papio_anubis ENSPANG00000030739
macaca_mulatta ENSMMUG00000041727
carlito_syrichta ENSTSYG00000036271
panthera_pardus ENSPPRG00000015250
equus_asinus_asinus ENSEASG00005005142
cricetulus_griseus_crigri ENSCGRG00000018577
cricetulus_griseus_crigri ENSCGRG00000018626
peromyscus_maniculatus_bairdii ENSPEMG00000028170
microtus_ochrogaster ENSMOCG00000022379
nannospalax_galili ENSNGAG00000002211
nannospalax_galili ENSNGAG00000008922
nannospalax_galili ENSNGAG00000003182
nannospalax_galili ENSNGAG00000001601
fukomys_damarensis ENSFDAG00000019142
heterocephalus_glaber_female ENSHGLG00000020272
loxodonta_africana ENSLAFG00000031537
capra_hircus ENSCHIG00000009173
bos_taurus ENSBTAG00000031886
vicugna_pacos ENSVPAG00000004287
sus_scrofa ENSSSCG00000040923
ursus_americanus ENSUAMG00000011462
pteropus_vampyrus ENSPVAG00000016496
microcebus_murinus ENSMICG00000043570
propithecus_coquereli ENSPCOG00000013050
prolemur_simus ENSPSMG00000015498
gorilla_gorilla ENSGGOG00000042201
nomascus_leucogenys ENSNLEG00000027744
cercocebus_atys ENSCATG00000031067
theropithecus_gelada ENSTGEG00000003030
macaca_mulatta ENSMMUG00000038041
piliocolobus_tephrosceles ENSPTEG00000036913
rhinopithecus_roxellana ENSRROG00000044602
colobus_angolensis_palliatus ENSCANG00000003266
chlorocebus_sabaeus ENSCSAG00000019079
macaca_fascicularis ENSMFAG00000040066
pan_troglodytes ENSPTRG00000045223
castor_canadensis ENSCCNG00000006886
saimiri_boliviensis_boliviensis ENSSBOG00000016206
aotus_nancymaae ENSANAG00000000511
mandrillus_leucophaeus ENSMLEG00000044053
macaca_nemestrina ENSMNEG00000037238
rhinopithecus_bieti ENSRBIG00000043601
pan_paniscus ENSPPAG00000033386
homo_sapiens ENSG00000233822
tupaia_belangeri ENSTBEG00000009777
heterocephalus_glaber_female ENSHGLG00000020353
ovis_aries ENSOARG00000018259
bos_mutus ENSBMUG00000007201
tursiops_truncatus ENSTTRG00000013457
pteropus_vampyrus ENSPVAG00000024199
loxodonta_africana ENSLAFG00000032611
cricetulus_griseus_crigri ENSCGRG00000019964
