anolis_carolinensis ENSACAG00000010894
pogona_vitticeps ENSPVIG00000016166
notechis_scutatus ENSNSUG00000020321
salvator_merianae ENSSMRG00000016317
chelonoidis_abingdonii ENSCABG00000012215
chrysemys_picta_bellii ENSCPBG00000023243
gopherus_agassizii ENSGAGG00000016016
numida_meleagris ENSNMEG00000019897
coturnix_japonica ENSCJPG00005011835
anas_platyrhynchos_platyrhynchos ENSAPLG00000025500
anser_brachyrhynchus ENSABRG00000011499
lonchura_striata_domestica ENSLSDG00000016562
calidris_pygmaea ENSCPGG00000009817
apteryx_haastii ENSAHAG00000008568
apteryx_owenii ENSAOWG00000007991
apteryx_rowi ENSARWG00000010747
procavia_capensis ENSPCAG00000008606
loxodonta_africana ENSLAFG00000015010
echinops_telfairi ENSETEG00000004744
dasypus_novemcinctus ENSDNOG00000043019
pan_troglodytes ENSPTRG00000044361
pan_paniscus ENSPPAG00000028425
gorilla_gorilla ENSGGOG00000039514
homo_sapiens ENSG00000168878
pongo_abelii ENSPPYG00000012221
nomascus_leucogenys ENSNLEG00000002112
macaca_mulatta ENSMMUG00000017818
macaca_nemestrina ENSMNEG00000030255
macaca_fascicularis ENSMFAG00000040839
mandrillus_leucophaeus ENSMLEG00000034724
cercocebus_atys ENSCATG00000029505
papio_anubis ENSPANG00000011084
theropithecus_gelada ENSTGEG00000021083
chlorocebus_sabaeus ENSCSAG00000016227
rhinopithecus_bieti ENSRBIG00000039671
rhinopithecus_roxellana ENSRROG00000027383
colobus_angolensis_palliatus ENSCANG00000032096
piliocolobus_tephrosceles ENSPTEG00000031339
saimiri_boliviensis_boliviensis ENSSBOG00000033848
cebus_capucinus ENSCCAG00000027112
callithrix_jacchus ENSCJAG00000019581
aotus_nancymaae ENSANAG00000028481
carlito_syrichta ENSTSYG00000031502
microcebus_murinus ENSMICG00000011514
propithecus_coquereli ENSPCOG00000027418
prolemur_simus ENSPSMG00000023656
otolemur_garnettii ENSOGAG00000012294
heterocephalus_glaber_female ENSHGLG00000016430
heterocephalus_glaber_male ENSHGLG00100009329
fukomys_damarensis ENSFDAG00000010770
chinchilla_lanigera ENSCLAG00000006471
octodon_degus ENSODEG00000003695
cavia_porcellus ENSCPOG00000035291
cavia_aperea ENSCAPG00000016434
urocitellus_parryii ENSUPAG00010000319
spermophilus_dauricus ENSSDAG00000008252
ictidomys_tridecemlineatus ENSSTOG00000026197
marmota_marmota_marmota ENSMMMG00000008881
castor_canadensis ENSCCNG00000008064
dipodomys_ordii ENSDORG00000010751
cricetulus_griseus_crigri-picr ENSCGRG00015016634
cricetulus_griseus_chok1gshd ENSCGRG00001020533
cricetulus_griseus_crigri ENSCGRG00000008280
mesocricetus_auratus ENSMAUG00000008956
peromyscus_maniculatus_bairdii ENSPEMG00000013792
microtus_ochrogaster ENSMOCG00000003084
mus_musculus ENSMUSG00000056370
mus_spicilegus ENSMSIG00000008238
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029502
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028497
mus_pahari MGP_PahariEiJ_G0022233
rattus_norvegicus ENSRNOG00000010761
meriones_unguiculatus ENSMUGG00000020124
nannospalax_galili ENSNGAG00000020909
jaculus_jaculus ENSJJAG00000020339
oryctolagus_cuniculus ENSOCUG00000020733
ochotona_princeps ENSOPRG00000002060
sus_scrofa ENSSSCG00000008229
tursiops_truncatus ENSTTRG00000008974
capra_hircus ENSCHIG00000025259
ovis_aries ENSOARG00000020549
bos_taurus ENSBTAG00000021230
bos_mutus ENSBMUG00000025482
bison_bison_bison ENSBBBG00000005209
erinaceus_europaeus ENSEEUG00000008425
pteropus_vampyrus ENSPVAG00000015359
myotis_lucifugus ENSMLUG00000005372
ursus_maritimus ENSUMAG00000006563
ursus_americanus ENSUAMG00000027593
ailuropoda_melanoleuca ENSAMEG00000002317
mustela_putorius_furo ENSMPUG00000009109
neovison_vison ENSNVIG00000018449
canis_lupus_dingo ENSCAFG00020014705
vulpes_vulpes ENSVVUG00000001389
canis_lupus_familiaris ENSCAFG00000007658
panthera_pardus ENSPPRG00000006829
panthera_tigris_altaica ENSPTIG00000016782
felis_catus ENSFCAG00000018868
equus_caballus ENSECAG00000019375
equus_asinus_asinus ENSEASG00005001518
phascolarctos_cinereus ENSPCIG00000004203
notamacropus_eugenii ENSMEUG00000015202
sarcophilus_harrisii ENSSHAG00000015982
monodelphis_domestica ENSMODG00000015643
ornithorhynchus_anatinus ENSOANG00000008859
xenopus_tropicalis ENSXETG00000032549
lepisosteus_oculatus ENSLOCG00000015217
